participant,domain,xai,first training block,phase,original label,target label,trial number,instance id,training response,training correct (0/1),participant training accuracy,response time (seconds),log(time),participant median time,attribute values before and after,explanation,sparsity,dist user CF from orig,user CF label,successful CF,distance to closest minimal counterfactual,confidence for target label original,confidence for target label user CF,delta confidence of target label,user CF increase target label confidence?,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change,attribute changed,amount changed,delta confidence/change amount,confidence of counterfactual - 50%,close to boundary old,distance to boundary,CRT-2 score (0-4),successful counterfactual (continuous),actionability (0/1),patient can change - Blood Pressure,patient can change - Insulin,patient can change - BMI,patient can change - Age,plausibility,abs dist original to boundary,abs dist user CF to boundary,sign dist user CF to boundary,boundary dist change (user - original),plausibility (subset),participant level correct direction change,% x4_changed > 50,cognitive model v0.1 family,explanation reliance (η),global relevance reliance (α),additive change margin (ρ),exemplar locality (λ),remembered-change reliance (β),age treated as actionable (0/1),mean participant CF dist to orig,Norm(proximity),changed in training cf direction,dist to nearest training instance (L1 normalized),cognitive model v0.2 revision,cognitive model v0.2 family,cognitive model v0.2 representation,cognitive model v0.2 scope,cognitive model v0.2 global feature lapse,cognitive model v0.2 memory decay,cognitive model v0.2 exemplar distance sensitivity,cognitive model v0.2 selection spread,cognitive model v0.2 counterfactual edit blend,cognitive model v0.2 age actionable (0/1),cognitive model v0.2 edit margin,cognitive model v0.2 CV subset NLL,cognitive model v0.2 CV expected selection F1,cognitive model v0.2 CV MAP selection F1,cognitive model v0.2 CV exact-subset accuracy,cognitive model v0.2 CV cardinality MAE,cognitive model v0.2 CV conditional amount MAE,cognitive model v0.2 CV conditional direction accuracy,case,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change
R_50DGG380VPVbOcp,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,18,130307,,,0.583333333333,100.507,4.61022737681,51.928,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576) -> 45.17064(0.87)
""Age"" - 46(0.675675675676)",,0.8,0.301019949424,Diabetes,1,0.1725,0.410097907251,0.539158360796,0.129060453545,1,,,,,,BMI,0.301019949424,0.42874385499,0.039158360796,0,far from boundary,0,1,1,8,7,8,1,0.939796010115,0.0898788564425,0.115338986842,0.115338986842,0.0254601303995,0.912298130606,1,0,,,,,,,,0.218464992427,0.318555968483,1,0.462428756509,,,,,,,,,,,,,,,,,,,18,0,0,0,0.301019949424,0
R_50DGG380VPVbOcp,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,19,130308,,,0.583333333333,8.683,2.16136709108,51.928,"""Glucose"" - 133(0.497704472029)
""Blood Pressure"" - 102(1)
""Insulin"" - 140(0.214468365916) -> 215(0.369133052875)
""BMI"" - 32.8(0.435515594268)
""Age"" - 45(0.648648648649)",,0.8,0.154664686959,Diabetes,1,0.256649092691,0.466495820489,0.512293578958,0.0457977584688,1,,,,,,Insulin,0.154664686959,0.296109987155,0.012293578958,0,far from boundary,0,1,1,8,7,8,1,0.969067062608,0.0133659365246,0.0544923504167,0.0544923504167,0.0411264138922,0.846368026593,1,0,,,,,,,,0.218464992427,0.15478554613,1,0.907385798703,,,,,,,,,,,,,,,,,,,19,0,0,0.154664686959,0,0
R_50DGG380VPVbOcp,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,20,130309,,,0.583333333333,85.89,4.45306740778,51.928,"""Glucose"" - 143(0.582724026526)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 310(0.565041656356)
""BMI"" - 42.4(0.772688957572)
""Age"" - 22(0.027027027027) -> 30(0.243243243243)",,0.8,0.216216216216,Diabetes,1,0.361027258644,0.481679327756,0.533614198493,0.0519348707361,1,,,,,,Age,0.216216216216,0.240198777155,0.033614198493,1,near boundary,0,1,0,8,7,8,1,0.956756756757,0.102945766638,0.0895508439029,0.0895508439029,-0.0133949227351,0.883887558013,1,0,,,,,,,,0.218464992427,0.223661237876,,0.579629117584,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0.216216216216
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,1,130100,Diabetes,1,0.75,14.875,2.69968195143,19.1985,"""Glucose"" - 145(0.599727937426)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)","""Glucose"" - 145(0.599727937426) -> 127(0.44669273933)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523) -> 33.2(0.449564484406)
""Age"" - 40(0.513513513514)",,,,,,,,,,-0.153035198096,0,0,-0.165074459118,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,2,130101,Diabetes,1,0.75,21.152,3.05173446367,19.1985,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 150(0.235090324177)
""BMI"" - 42.3(0.769176735038)
""Age"" - 48(0.72972972973)","""Glucose"" - 120(0.387179051182) -> 102(0.234143853086)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 150(0.235090324177)
""BMI"" - 42.3(0.769176735038) -> 38(0.618151166058)
""Age"" - 48(0.72972972973)",,,,,,,,,,-0.153035198096,0,0,-0.15102556898,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,3,130102,No Diabetes,0,0.75,16.607,2.80982429322,19.1985,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248)
""Age"" - 43(0.594594594595)","""Glucose"" - 136(0.523210338378) -> 118(0.370175140282)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248) -> 32.7(0.432003371734)
""Age"" - 43(0.594594594595)",,,,,,,,,,-0.153035198096,0,0,-0.154537791514,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,4,130103,No Diabetes,1,0.75,14.543,2.6771097782,19.1985,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)","""Glucose"" - 154(0.676245536473) -> 172(0.829280734569)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252) -> 35.6(0.533857825232)
""Age"" - 37(0.432432432432)",,,,,,,,,,0.153035198096,0,0,0.15102556898,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,5,130104,Diabetes,0,0.75,22.392,3.10870375221,19.1985,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855)
""Age"" - 28(0.189189189189)","""Glucose"" - 158(0.710253358272) -> 176(0.863288556368)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855) -> 36.1(0.551418937904)
""Age"" - 28(0.189189189189)",,,,,,,,,,0.153035198096,0,0,0.158050014049,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,6,130105,No Diabetes,1,0.75,17.245,2.84752224639,19.1985,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871)
""Age"" - 40(0.513513513514)","""Glucose"" - 123(0.412684917531) -> 141(0.565720115627)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871) -> 37.5(0.600590053386)
""Age"" - 40(0.513513513514)",,,,,,,,,,0.153035198096,0,0,0.154537791514,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,7,130106,No Diabetes,0,0.75,22.744,3.12430137435,19.1985,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)","""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913) -> 73(0.54347826087)
""Insulin"" - 200(0.338200115483) -> 125(0.183535428524)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,,0,-0.152173913043,-0.154664686959,0,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,8,130107,Diabetes,1,0.75,17.035,2.83527005111,19.1985,"""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 485(0.925925925926)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)","""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783) -> 75(0.586956521739)
""Insulin"" - 485(0.925925925926) -> 408(0.767136847315)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)",,,,,,,,,,0,-0.152173913043,-0.158789078611,0,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,9,130108,Diabetes,1,0.75,21.799,3.08186409718,19.1985,"""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 474(0.903241771839)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)","""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652) -> 77(0.630434782609)
""Insulin"" - 474(0.903241771839) -> 400(0.750639280706)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)",,,,,,,,,,0,-0.152173913043,-0.152602491133,0,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,10,130109,No Diabetes,1,0.75,21.162,3.05220712048,19.1985,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 122(0.177348841046)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)","""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174) -> 83(0.760869565217)
""Insulin"" - 122(0.177348841046) -> 198(0.334075723831)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)",,,,,,,,,,0,0.152173913043,0.156726882785,0,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,11,130110,No Diabetes,1,0.75,16.688,2.81468989826,19.1985,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 182(0.301080590613)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)","""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043) -> 85(0.804347826087)
""Insulin"" - 182(0.301080590613) -> 262(0.466056256702)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)",,,,,,,,,,0,0.152173913043,0.164975666089,0,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,12,130111,No Diabetes,1,0.75,44.762,3.8013595652,19.1985,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 171(0.278396436526)
""BMI"" - 34.2(0.48468670975)
""Age"" - 33(0.324324324324)","""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 78(0.652173913043) -> 85(0.804347826087)
""Insulin"" - 171(0.278396436526) -> 246(0.433061123484)
""BMI"" - 34.2(0.48468670975)
""Age"" - 33(0.324324324324)",,,,,,,,,,0,0.152173913043,0.154664686959,0,0,,,,,,,0,,,8,5,9,1,,,,,,,0.85,0,,,,,,,,0.350358201497,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,1,130200,,,0.75,22.548,3.11564637022,19.1985,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 100(0.131980532871) -> 308(0.560917264703)
""BMI"" - 30.9(0.368783366114)
""Age"" - 45(0.648648648649)",,0.8,0.428936731832,Diabetes,0,0.580220097946,0.411767516955,0.38500242417,-0.0267650927856,0,,,,,,Insulin,0.428936731832,-0.0623986961231,0.11499757583,0,far from boundary,0,0,1,8,5,9,1,0.891506647109,0.118676458828,0.262573299602,-0.262573299602,0.143896840774,0.861710112617,0.85,0,,,,,,,,0.350358201497,0.5339505296,0,0.414316980442,,,,,,,,,,,,,,,,,,,1,0,0,0.428936731832,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,2,130201,,,0.75,21.655,3.07523637467,19.1985,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177) -> 191(0.319640353048)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)",,0.8,0.131980532871,Diabetes,0,0.232068338435,0.483539690781,0.484370360806,0.000830670025467,1,,,,,,Insulin,0.131980532871,0.00629388294923,0.015629639194,1,near boundary,0,0,1,8,5,9,1,0.948369993482,0.0323992776757,0.0350601494532,-0.0350601494532,0.00266087177755,0.906222277298,0.85,0,,,,,,,,0.350358201497,0.145845488322,0,0.336908080638,,,,,,,,,,,,,,,,,,,2,0,0,0.131980532871,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,3,130202,,,0.75,47.352,3.85760905739,19.1985,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 228(0.395941598614) -> 332(0.61040996453)
""BMI"" - 33.9(0.474150042147)
""Age"" - 40(0.513513513514)",,0.8,0.214468365916,Diabetes,0,0.326118408063,0.4679117222,0.454955670919,-0.0129560512801,0,,,,,,Insulin,0.214468365916,-0.0604100806418,0.045044329081,0,far from boundary,0,0,1,8,5,9,1,0.957106326817,0.0764467974998,0.103023868174,-0.103023868174,0.0265770706743,0.863553847669,0.85,0,,,,,,,,0.350358201497,0.253652444233,0,0.467762395737,,,,,,,,,,,,,,,,,,,3,0,0,0.214468365916,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,4,130203,,,0.75,27.966,3.33098948662,19.1985,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 84(0.782608695652) -> 72(0.521739130435)
""Insulin"" - 210(0.358822073744)
""BMI"" - 39.4(0.66732228154)
""Age"" - 29(0.216216216216)",,0.8,0.260869565217,Diabetes,0,0.370691846757,0.463741061238,0.470777114373,0.0070360531344,1,,,,,,Blood Pressure,-0.260869565217,0.0269715370152,0.029222885627,0,far from boundary,0,0,1,8,5,9,1,0.947826086956,0.0867721396761,0.0698908929599,-0.0698908929599,-0.0168812467163,0.907977247927,0.85,0,,,,,,,,0.350358201497,0.314296200562,1,0.547070282104,,,,,,,,,,,,,,,,,,,4,0,-0.260869565217,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,5,130204,,,0.75,18.299,2.90684641355,19.1985,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447) -> 288(0.519673348181)
""BMI"" - 29.3(0.312587805563)
""Age"" - 39(0.486486486486)",,0.8,0.195908603481,Diabetes,0,0.295996409044,0.492607340351,0.480710007695,-0.0118973326562,0,,,,,,Insulin,0.195908603481,-0.0607289952805,0.019289992305,1,near boundary,0,0,1,8,5,9,1,0.960818279304,0.0165789274235,0.0432783631222,-0.0432783631222,0.0266994356987,0.899629502111,0.85,0,,,,,,,,0.350358201497,0.229395879153,0,0.305943885962,,,,,,,,,,,,,,,,,,,5,0,0,0.195908603481,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,6,130205,,,0.75,39.969,3.68810415365,19.1985,"""Glucose"" - 181(0.905798333617)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 293(0.529984327312)
""BMI"" - 40(0.688395616746) -> 35(0.512784490025)
""Age"" - 22(0.027027027027)",,0.8,0.175611126721,No Diabetes,1,0.00971550997471,0.44484721091,0.503401825886,0.0585546149759,1,,,,,,BMI,-0.175611126721,0.333433399519,0.003401825886,0,far from boundary,0,1,1,8,5,9,1,0.9256022613,0.132294051113,0.00812688019221,0.00812688019221,-0.124167170921,0.880741314305,0.85,0,,,,,,,,0.350358201497,0.202868219238,1,0.722733439714,,,,,,,,,,,,,,,,,,,6,0,0,0,-0.175611126721,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,7,130206,,,0.75,16.659,2.81295061093,19.1985,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 272(0.486678214963)
""BMI"" - 41.5(0.741078954763) -> 33.49712(0.46)
""Age"" - 27(0.162162162162)",,0.8,0.281078954763,No Diabetes,1,0.18,0.477129570752,0.548271482059,0.0711419113073,1,,,,,,BMI,-0.281078954763,0.253102945282,0.048271482059,0,far from boundary,0,1,1,8,5,9,1,0.933843218843,0.054673871648,0.170080429161,0.170080429161,0.115406557513,0.933843218843,0.85,0,,,,,,,,0.350358201497,0.340708735445,1,0.58746777733,,,,,,,,,,,,,,,,,,,7,0,0,0,-0.281078954763,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,8,130207,,,0.75,12.74,2.54474665014,19.1985,"""Glucose"" - 157(0.701751402823)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 440(0.833127113751) -> 380(0.709395364184)
""BMI"" - 39.4(0.66732228154)
""Age"" - 30(0.243243243243)",,0.8,0.123731749567,Diabetes,0,0.296054031107,0.4427041147,0.447900266039,0.00519615133874,1,,,,,,Insulin,-0.123731749567,0.0419952951197,0.052099733961,0,far from boundary,0,0,1,8,5,9,1,0.915503878916,0.137479314236,0.12491564343,-0.12491564343,-0.0125636708068,0.868842542676,0.85,0,,,,,,,,0.350358201497,0.135064792732,1,0.532055537055,,,,,,,,,,,,,,,,,,,8,0,0,-0.123731749567,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,9,130208,,,0.75,19.429,2.96676679526,19.1985,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248) -> 32.92768(0.44)
""Age"" - 56(0.945945945946)",,0.8,0.146541163248,Diabetes,0,0.1075,0.378484007523,0.429701671433,0.0512176639096,1,,,,,,BMI,-0.146541163248,0.349510422699,0.070298328567,0,far from boundary,0,0,1,8,5,9,1,0.97069176735,0.187566199816,0.0798802466937,-0.0798802466937,-0.107685953122,0.836597090216,0.85,0,,,,,,,,0.350358201497,0.164875412847,1,0.733491424334,,,,,,,,,,,,,,,,,,,9,0,0,0,-0.146541163248,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,10,130209,,,0.75,26.53,3.27827616815,19.1985,"""Glucose"" - 122(0.404182962081)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 220(0.379444032005)
""BMI"" - 49.7(1) -> 32.64296(0.43)
""Age"" - 31(0.27027027027)",,0.8,0.57,No Diabetes,1,0.47,0.475402330642,0.603614373534,0.128212042893,1,,,,,,BMI,-0.57,0.224933408584,0.103614373534,0,far from boundary,0,1,1,8,5,9,1,0.915941371353,0.0585422796506,0.31501443252,0.31501443252,0.256472152869,0.854856682401,0.85,0,,,,,,,,0.350358201497,0.718312282972,1,0.615026981511,,,,,,,,,,,,,,,,,,,10,0,0,0,-0.57,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,11,130300,,,0.75,39.409,3.67399421661,19.1985,"""Glucose"" - 188(0.965312021765)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 185(0.307267178091)
""BMI"" - 32(0.407417813993) -> 47(0.934251194156)
""Age"" - 22(0.027027027027)",,0.8,0.526833380163,Diabetes,1,0.426751194156,0.47914363584,0.624103103744,0.144959467904,1,,,,,,BMI,0.526833380163,0.275152398011,0.124103103744,0,far from boundary,0,1,1,8,5,9,1,0.878186153929,0.0510070332363,0.371409350651,0.371409350651,0.320402317415,0.804708817356,0.85,0,,,,,,,,0.350358201497,0.661895939981,1,0.685436247968,,,,,,,,,,,,,,,,,,,11,0,0,0,0.526833380163,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,12,130301,,,0.75,12.383,2.51632456423,19.1985,"""Glucose"" - 169(0.80377486822)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 125(0.183535428524)
""BMI"" - 29.9(0.33366114077) -> 34.92072(0.51)
""Age"" - 31(0.27027027027)",,0.8,0.17633885923,Diabetes,1,0.075,0.471507571159,0.530462481475,0.0589549103165,1,,,,,,BMI,0.17633885923,0.334327388608,0.030462481475,0,far from boundary,0,1,1,8,5,9,1,0.934556677544,0.0681400565705,0.0728627785795,0.0728627785795,0.00472272200905,0.918856376662,0.85,0,,,,,,,,0.350358201497,0.203819324675,1,0.384403066086,,,,,,,,,,,,,,,,,,,12,0,0,0,0.17633885923,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,13,130302,,,0.75,26.35,3.27146827499,19.1985,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 58(0.217391304348)
""Insulin"" - 140(0.214468365916)
""BMI"" - 29.5(0.319612250632) -> 34.92072(0.51)
""Age"" - 37(0.432432432432)",,0.8,0.190387749368,Diabetes,1,0.075,0.457524313708,0.528542893765,0.0710185800571,1,,,,,,BMI,0.190387749368,0.373020744732,0.028542893765,0,far from boundary,0,1,1,8,5,9,1,0.961922450126,0.0899558203792,0.0603686416814,0.0603686416814,-0.0295871786978,0.89091882682,0.85,0,,,,,,,,0.350358201497,0.222180433505,1,0.48145812777,,,,,,,,,,,,,,,,,,,13,0,0,0,0.190387749368,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,14,130303,,,0.75,15.784,2.75899676872,19.1985,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 135(0.204157386785)
""BMI"" - 26(0.196684461928) -> 36(0.547906715369)
""Age"" - 51(0.810810810811)",,0.8,0.351222253442,Diabetes,1,0.250406715369,0.461206551844,0.631763951202,0.170557399358,1,,,,,,BMI,0.351222253442,0.485611027452,0.131763951202,0,far from boundary,0,1,1,8,5,9,1,0.933844327953,0.0439971594513,0.233031075825,0.233031075825,0.189033916374,0.921327583703,0.85,0,,,,,,,,0.350358201497,0.43238207961,1,0.744584334929,,,,,,,,,,,,,,,,,,,14,0,0,0,0.351222253442,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,15,130304,,,0.75,23.015,3.13614617727,19.1985,"""Glucose"" - 147(0.616731848325)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 293(0.529984327312)
""BMI"" - 34.9(0.509272267491)
""Age"" - 30(0.243243243243) -> 45(0.648648648649)",,0.8,0.405405405405,Diabetes,1,0.538633137915,0.456284584367,0.620391941996,0.164107357629,1,,,,,,Age,0.405405405405,0.404798148819,0.120391941996,0,far from boundary,0,1,0,8,5,9,1,0.925343156721,0.104700083858,0.285078909306,0.285078909306,0.180378825448,0.862163436465,0.85,0,,,,,,,,0.350358201497,0.50319641015,,0.40594256816,,,,,,,,,,,,,,,,,,,15,0,0,0,0,0.405405405405
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,16,130305,,,0.75,23.494,3.1567450694,19.1985,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 100(1) -> 67(0.413043478261)
""Insulin"" - 240(0.420687948528)
""BMI"" - 57.3(1)
""Age"" - 22(0.027027027027)",,0.8,0.586956521739,Diabetes,1,0.713768573212,0.498825750363,0.523335808738,0.024510058375,1,,,,,,Blood Pressure,-0.586956521739,0.0417578772315,0.023335808738,1,near boundary,0,1,1,8,5,9,1,0.914147625378,0.0975567477394,0.138229181224,0.138229181224,0.0406724334844,0.831961629438,0.85,0,,,,,,,,0.350358201497,0.740473502682,0,1.37533240279,,,,,,,,,,,,,,,,,,,16,0,-0.586956521739,0,0,0
R_6odNeloeBdVKGdj,diabetes,counterfactual,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,17,130306,,,0.75,45.488,3.81744855491,19.1985,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 86(0.826086956522) -> 53(0.108695652174)
""Insulin"" - 105(0.142291512002)
""BMI"" - 39.1(0.656785613936)
""Age"" - 42(0.567567567568)",,0.8,0.717391304348,Diabetes,1,0.818105690411,0.47579270031,0.554270401103,0.0784777007935,1,,,,,,Blood Pressure,-0.717391304348,0.109393158682,0.054270401103,0,far from boundary,0,1,1,8,5,9,1,0.872263034444,0.0253928635876,0.115111334397,0.115111334397,0.0897184708093,0.872263034444,0.85,0,,,,,,,,0.350358201497,0.91094442353,0,0.385900724535,,,,,,,,,,,,,,,,,,,17,0,-0.717391304348,0,0,0
