participant,domain,xai,phase,original label,target label,trial number,instance id,training response,training correct (0/1),participant training accuracy,response time (seconds),log(time),participant median time,attribute values before and after,explanation,sparsity,dist user CF from orig,user CF label,successful CF,distance to closest minimal counterfactual,confidence for target label original,confidence for target label user CF,delta confidence of target label,user CF increase target label confidence?,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,delta confidence/change amount,confidence of counterfactual - 50%,close to boundary old,distance to boundary,CRT-2 score (0-4),successful counterfactual (continuous),actionability (0/1),plausibility,abs dist original to boundary,abs dist user CF to boundary,sign dist user CF to boundary,boundary dist change (user - original),plausibility (subset),participant level correct direction change,% x4_changed > 50,cognitive model v0.1 family,explanation reliance (η),global relevance reliance (α),additive change margin (ρ),exemplar locality (λ),remembered-change reliance (β),age treated as actionable (0/1),mean participant CF dist to orig,Norm(proximity),x_1_changed_in_training_cf_direction,x_2_changed_in_training_cf_direction,x_3_changed_in_training_cf_direction,x_4_changed_in_training_cf_direction,x_5_changed_in_training_cf_direction,dist to nearest training instance (L1 normalized),nearest training instance id,opposite-class centroid distance original (L1 normalized),opposite-class centroid distance new (L1 normalized),opposite-class centroid distance change (new - original),same-class centroid distance original (L1 normalized),participant mean boundary distance new,participant median boundary distance new,participant SD boundary distance new,participant IQR boundary distance new,instance mean boundary distance new,instance median boundary distance new,instance SD boundary distance new,instance testing row count,x_1_absolute_change,x_1_signed_change_toward_training_cf_direction,x_2_absolute_change,x_2_signed_change_toward_training_cf_direction,x_3_absolute_change,x_3_signed_change_toward_training_cf_direction,x_4_absolute_change,x_4_signed_change_toward_training_cf_direction,x_5_absolute_change,x_5_signed_change_toward_training_cf_direction,median response time < 10,x_1 Glucose SHAP change Δφ,x_2 Blood Pressure SHAP change Δφ,x_3 Insulin SHAP change Δφ,x_4 BMI SHAP change Δφ,x_5 Age SHAP change Δφ,x_1 Glucose target-helpful SHAP change,x_2 Blood Pressure target-helpful SHAP change,x_3 Insulin target-helpful SHAP change,x_4 BMI target-helpful SHAP change,x_5 Age target-helpful SHAP change,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change,mean(proximity),mean(sparsity),sign dist user CF + original dist,x_1 Glucose original value,x_2 Blood Pressure original value,x_3 Insulin original value,x_4 BMI original value,x_5 Age original value,x_1 Glucose final changed value,x_2 Blood Pressure final changed value,x_3 Insulin final changed value,x_4 BMI final changed value,x_5 Age final changed value
R_771uyV9h8uinmh3,diabetes,attribution,training,Diabetes,,1,160107,No Diabetes,0,0.5,31.364,3.4456607384,12.461,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)","""Insulin"" - -73% toward Diabetes
""Blood Pressure"" - -27% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.3281760161,,,100,78,184,36.6,46,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,Diabetes,,2,160106,Diabetes,1,0.5,12.617,2.5350451109,12.461,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)","""Insulin"" - -62% toward Diabetes
""Blood Pressure"" - -38% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.3281760161,,,120,80,200,38.9,41,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,No Diabetes,,3,160109,Diabetes,0,0.5,33.19,3.5022486257,12.461,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 130(0.193846407655)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)","""Blood Pressure"" - -53% toward Diabetes
""Insulin"" - -47% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.1,0.0999958756,,,0.3281760161,,,191,68,130,30.9,34,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,No Diabetes,,4,160110,No Diabetes,1,0.5,12.435,2.5205150773,12.461,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 70(0.0701146580879)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)","""Insulin"" - -51% toward Diabetes
""Blood Pressure"" - -49% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.152173913,0.0999958756,,,0.3281760161,,,180,64,70,34,26,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,No Diabetes,,5,160111,No Diabetes,1,0.5,20.045,2.9979797461,12.461,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0)
""Insulin"" - 83(0.0969232038274)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)","""Insulin"" - -85% toward Diabetes
""Blood Pressure"" - +15% toward No Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1.347826087,0.1484780995,,,0.3281760161,,,103,30,83,43.3,33,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,Diabetes,,6,160108,Diabetes,1,0.5,14.113,2.6470963584,12.461,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 180(0.296956198961)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)","""Insulin"" - -71% toward Diabetes
""Blood Pressure"" - -29% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.3281760161,,,95,82,180,35,43,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,Diabetes,,7,160100,Diabetes,1,0.5,9.375,2.2380465719,12.461,"""Glucose"" - 186(0.948308110865)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353)
""Age"" - 37(0.432432432432)","""Glucose"" - -58% toward Diabetes
""BMI"" - -42% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.212548886,,,-0.151025569,,0.3281760161,,,186,90,225,34.5,37,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,No Diabetes,,8,160104,Diabetes,0,0.5,12.487,2.5246881031,12.461,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393)
""Age"" - 36(0.405405405405)","""Glucose"" - -53% toward Diabetes
""BMI"" - -47% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.2805645298,,,0.1000983422,,0.3281760161,,,95,74,73,25.9,36,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,Diabetes,,9,160102,Diabetes,1,0.5,3.591,1.2784307152,12.461,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455)
""Age"" - 41(0.540540540541)","""Glucose"" - -66% toward Diabetes
""BMI"" - -34% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.314572352,,,-0.100098342,,0.3281760161,,,187,68,304,37.7,41,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,Diabetes,,10,160101,No Diabetes,0,0.5,4.773,1.562975038,12.461,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)","""Glucose"" - -54% toward Diabetes
""BMI"" - -46% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.099982996,,,-0.119415566,,0.3281760161,,,149,68,127,29.3,42,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,No Diabetes,,11,160103,Diabetes,0,0.5,10.863,2.3853625195,12.461,"""Glucose"" - 99(0.208637986737)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0)
""Age"" - 30(0.243243243243)","""Glucose"" - -53% toward Diabetes
""BMI"" - -47% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1020234654,,,0.2950266929,,0.3281760161,,,99,80,64,19.3,30,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,training,No Diabetes,,12,160105,Diabetes,0,0.5,11.189,2.4149311528,12.461,"""Glucose"" - 116(0.353171229383)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851)
""Age"" - 37(0.432432432432)","""BMI"" - -53% toward Diabetes
""Glucose"" - -47% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1360312872,,,0.1756111267,,0.3281760161,,,116,72,87,22.1,37,,,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,1,160213,,,0.5,29.469,3.3833388634,12.461,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 88(0.869565217391) -> 65(0.369565217391)
""Insulin"" - 145(0.224779345047)
""BMI"" - 34.5(0.495223377353)
""Age"" - 40(0.513513513514)",,0.8,0.5,No Diabetes,1,0.4999958756,0.0076023606,0.9996977838,0.9920954232,1,,-0.5,,,,0,1,0,0,0,1.9841908464,0.4996977838,0,far from boundary,3,1,1,0.9371899025,0.0929170929,0.1441597769,0.1441597769,0.0512426839,0.8777821767,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.2813097556,,1,,,,0.4882968502,160108,1.0591360307,0.6750780597,-0.384057971,0.6105400015,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1062537727,0.0890795951,0.0943224145,62,,,0.5,0.5,,,,,,,0,,0.1785094456,,,,,0.1785094456,,,,,,,,,0.3281760161,,0.2370768698,117,88,145,34.5,40,,65,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,2,160201,,,0.5,22.688,3.1218361503,12.461,"""Glucose"" - 187(0.956810066315) -> 139(0.548716204727)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 200(0.338200115483)
""BMI"" - 36.4(0.561955605507)
""Age"" - 36(0.405405405405)",,0.8,0.4080938616,Diabetes,0,0.6854427026,0.0000100978,0.42392414,0.4239140422,1,-0.408093862,,,,,1,0,0,0,0,1.0387660342,0.07607586,0,far from boundary,3,0,1,0.9320713615,0.2811421175,0.0108701006,-0.010870101,-0.270272017,0.8796261687,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.2287071184,1,,,,,0.4387406549,160102,1.1026266726,0.694532811,-0.408093862,0.7680003968,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1364671895,0.1135632332,0.1186592959,62,0.4080938616,0.4080938616,,,,,,,,,0,0.4718504222,,,,,0.4718504222,,,,,,,,,,0.3281760161,,0.2702720169,187,70,200,36.4,36,139,,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,3,160210,,,0.5,37.17,3.6155019843,12.461,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 215(0.369133052875)
""BMI"" - 39.4(0.66732228154) -> 30.3652(0.35)
""Age"" - 43(0.594594594595)",,0.8,0.3173222815,Diabetes,0,0.5173181571,0.0020648162,0.0000438231,-0.002020993,0,,,,-0.317322282,,0,0,0,1,0,-0.006368897,0.4999561769,0,near boundary,3,0,1,0.9547859422,0.066463282,0.1370568399,-0.13705684,0.0705935579,0.9098108552,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1767538476,,,,1,,0.3303079044,160107,1.2968551404,0.9795328589,-0.317322282,0.6184627556,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1187173821,0.089538031,0.1047708372,62,,,,,,,0.3173222815,0.3173222815,,,0,,,,0,,,,,0,,,,,,,0.3281760161,,-0.070593558,100,74,215,39.4,43,,,,30.3652,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,4,160203,,,0.5,15.397,2.7341726852,12.461,"""Glucose"" - 161(0.735759224622) -> 129(0.46369665023)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 132(0.197970799307)
""BMI"" - 25.5(0.179123349255)
""Age"" - 47(0.702702702703)",,0.8,0.2720625744,No Diabetes,1,0.2721779205,0.0154053958,0.9876143585,0.9722089627,1,-0.272062574,,,,,1,0,0,0,0,3.5734755685,0.4876143585,0,near boundary,3,1,1,0.9456844678,0.060551933,0.0768050943,0.0768050943,0.0162531613,0.9102100641,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1508493759,1,,,,,0.380934036,160101,0.8886281343,0.6449054114,-0.243722723,1.0295529653,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1376307562,0.1360897029,0.0972173195,62,0.2720625744,0.2720625744,,,,,,,,,0,0.5704272865,,,,,0.5704272865,,,,,,,,,,0.3281760161,,0.1373570273,161,68,132,25.5,47,129,,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,5,160214,,,0.5,7.879,2.0642009923,12.461,"""Glucose"" - 104(0.251147763986)
""Blood Pressure"" - 74(0.565217391304) -> 60(0.260869565217)
""Insulin"" - 156(0.247463499134)
""BMI"" - 29.9(0.33366114077)
""Age"" - 41(0.540540540541)",,0.8,0.3043478261,No Diabetes,1,0.5044420439,0.0040397564,0.9995715055,0.9955317492,1,,-0.304347826,,,,0,1,0,0,0,3.2710328902,0.4995715055,0,near boundary,3,1,1,0.9391304348,0.0501717968,0.0910428118,0.0910428118,0.040871015,0.867118984,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1693278956,,1,,,,0.5233038891,160104,0.75346257,0.7824480773,0.0289855072,0.6879889416,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1124680075,0.0909241077,0.0865221178,62,,,0.3043478261,0.3043478261,,,,,,,0,,0.1881153336,,,,,0.1881153336,,,,,,,,,0.3281760161,,0.1412146086,104,74,156,29.9,41,,60,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,6,160212,,,0.5,2.894,1.0626396282,12.461,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435) -> 62(0.304347826087)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248)
""Age"" - 56(0.945945945946)",,0.8,0.2173913043,No Diabetes,1,0.21738718,0.0145223684,0.8721244789,0.8576021105,1,,-0.217391304,,,,0,1,0,0,0,3.9449697085,0.3721244789,0,near boundary,3,1,1,0.9565217391,0.0372518432,0.0337747121,0.0337747121,-0.003477131,0.8446781032,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.11955818,,1,,,,0.5592181795,160107,1.413928036,1.4429135433,0.0289855072,0.822492173,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1258676994,0.0853823844,0.1245684753,62,,,0.2173913043,0.2173913043,,,,,,,0,,0,,,,,0,,,,,,,,,0.3281760161,,0.0710265554,111,72,207,37.1,56,,62,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,7,160204,,,0.5,4.835,1.5758811289,12.461,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565) -> 58(0.217391304348)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649)",,0.8,0.2608695652,No Diabetes,1,0.4608484369,0.0314886929,0.9998328346,0.9683441417,1,,-0.260869565,,,,0,1,0,0,0,3.7119858765,0.4998328346,0,near boundary,3,1,1,0.947826087,0.0395820491,0.1303526705,0.1303526705,0.0907706214,0.8946241629,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1444430378,,1,,,,0.352966142,160101,0.5282999156,0.6877202054,0.1594202899,0.7737133544,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1357575649,0.1167453892,0.0834032193,62,,,0.2608695652,0.2608695652,,,,,,,0,,0.1128770503,,,,,0.1128770503,,,,,,,,,0.3281760161,,0.1699347197,125,70,122,28.9,45,,58,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,8,160202,,,0.5,10.091,2.3116439375,12.461,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565) -> 55(0.152173913043)
""Insulin"" - 115(0.162913470263)
""BMI"" - 31.1(0.375807811183)
""Age"" - 41(0.540540540541)",,0.8,0.3260869565,No Diabetes,1,0.5260658282,0.0226086727,0.9999132853,0.9773046126,1,,-0.326086957,,,,0,1,0,0,0,2.9970674786,0.4999132853,0,near boundary,3,1,1,0.9347826087,0.0569726485,0.1339863575,0.1339863575,0.077013709,0.8796701982,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1817703245,,1,,,,0.3625185742,160101,0.4455616254,0.6701993066,0.2246376812,0.6388077573,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1235540605,0.1103595994,0.0985053191,62,,,0.3260869565,0.3260869565,,,,,,,0,,0.1044632432,,,,,0.1044632432,,,,,,,,,0.3281760161,,0.190959006,125,70,115,31.1,41,,55,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,9,160200,,,0.5,3.194,1.1612740498,12.461,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435) -> 58(0.217391304348)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)",,0.8,0.3043478261,No Diabetes,1,0.2304177787,0.0117860294,0.9923313419,0.9805453125,1,,-0.304347826,,,,0,1,0,0,0,3.2217917411,0.4923313419,0,far from boundary,3,1,1,0.9645779397,0.0980127824,0.0634538212,0.0634538212,-0.034558961,0.9065314274,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1693278956,,1,,,,0.3369080806,160101,0.5608415903,0.6767836192,0.115942029,0.6737290054,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.0942045267,0.0703520035,0.0932843537,62,,,0.3043478261,0.3043478261,,,,,,,0,,0.4640331887,,,,,0.4640331887,,,,,,,,,0.3281760161,,0.1614666036,154,72,126,31.3,37,,58,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,Diabetes,No Diabetes,10,160211,,,0.5,5.245,1.6572752418,12.461,"""Glucose"" - 145(0.599727937426)
""Blood Pressure"" - 80(0.695652173913) -> 61(0.282608695652)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)",,0.8,0.4130434783,No Diabetes,1,0.4130264744,0.0173759568,0.8873156622,0.8699397054,1,,-0.413043478,,,,0,1,0,0,0,2.1061698131,0.3873156622,0,far from boundary,3,1,1,0.9154814898,0.0747170723,0.0363057597,0.0363057597,-0.038411313,0.8903052971,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.23154004,,1,,,,0.4190518464,160106,0.9793735863,0.8561851805,-0.123188406,0.3839051767,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1017527879,0.0775711114,0.0888267959,62,,,0.4130434783,0.4130434783,,,,,,,0,,0.1738207352,,,,,0.1738207352,,,,,,,,,0.3281760161,,0.111022832,145,80,130,37.9,40,,61,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,No Diabetes,Diabetes,11,160216,,,0.5,28.135,3.3370143529,12.461,"""Glucose"" - 151(0.650739670124)
""Blood Pressure"" - 62(0.304347826087) -> 75(0.586956521739)
""Insulin"" - 120(0.173224449394)
""BMI"" - 35.5(0.530345602697)
""Age"" - 28(0.189189189189)",,0.8,0.2826086957,Diabetes,1,0.4827029135,0.0575860455,0.9991535563,0.9415675108,1,,0.2826086957,,,,0,1,0,0,0,3.331700423,0.4991535563,1,near boundary,3,1,1,0.9434782609,0.0348212788,0.1674554597,0.1674554597,0.1326341809,0.8608931348,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1568854667,,1,,,,0.4998821523,160110,0.9854249236,0.7028162279,-0.282608696,0.7084704117,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1006419752,0.0680979092,0.0946611829,62,,,0.2826086957,0.2826086957,,,,,,,0,,-0.159491688,,,,,0.1594916882,,,,,,,,,0.3281760161,,0.2022767384,151,62,120,35.5,28,,75,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,No Diabetes,Diabetes,12,160215,,,0.5,3.543,1.2649738259,12.461,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 60(0.260869565217) -> 76(0.608695652174)
""Insulin"" - 106(0.144353707828)
""BMI"" - 33.8(0.470637819612)
""Age"" - 27(0.162162162162)",,0.8,0.347826087,No Diabetes,0,0.5478049587,0.0776241236,0.0096195737,-0.06800455,0,,0.347826087,,,,0,1,0,0,0,-0.195513081,0.4903804263,1,near boundary,3,0,1,0.961731043,0.0606767912,0.1361947766,-0.136194777,0.0755179854,0.8368318991,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1942127534,,1,,,,0.7308702369,160110,1.2263228376,0.8784967507,-0.347826087,0.6337174719,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1012295016,0.0830815403,0.0652364124,62,,,0.347826087,0.347826087,,,,,,,0,,0,,,,,0,,,,,,,,,0.3281760161,,-0.075517985,117,60,106,33.8,27,,76,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,No Diabetes,Diabetes,13,160208,,,0.5,11.692,2.4589048472,12.461,"""Glucose"" - 126(0.43819078388) -> 159(0.718755313722)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 75(0.0804256372185)
""BMI"" - 25.9(0.193172239393)
""Age"" - 39(0.486486486486)",,0.8,0.2805645298,Diabetes,1,0.280679876,0.0118459204,0.8980810125,0.8862350921,1,0.2805645298,,,,,1,0,0,0,0,3.1587567131,0.3980810125,0,far from boundary,3,1,1,0.943887094,0.0900870805,0.1034531891,0.1034531891,0.0133661086,0.8953629665,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1557154849,1,,,,,0.3407626756,160105,0.862526739,0.9135384717,0.0510117327,0.4922175126,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1397863527,0.1026645563,0.1172302105,62,0.2805645298,0.2805645298,,,,,,,,,0,-0.632833473,,,,,0.6328334732,,,,,,,,,,0.3281760161,,0.1935402696,126,74,75,25.9,39,159,,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,No Diabetes,Diabetes,14,160217,,,0.5,5.292,1.6661962463,12.461,"""Glucose"" - 112(0.319163407584) -> 144(0.591225981976)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 94(0.119607357915)
""BMI"" - 34.1(0.481174487216)
""Age"" - 26(0.135135135135)",,0.8,0.2720625744,Diabetes,1,0.2801876864,0.155856768,0.7212715013,0.5654147333,1,0.2720625744,,,,,1,0,0,0,0,2.0782525292,0.2212715013,1,near boundary,3,1,1,0.9455874851,0.0307606911,0.0195508809,0.0195508809,-0.01120981,0.9107936319,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1508493759,1,,,,,0.7180944147,160110,1.1361562807,0.9406113054,-0.195544975,0.529624304,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.0922639202,0.0740965138,0.0736682451,62,0.2720625744,0.2720625744,,,,,,,,,0,-0.518386664,,,,,0.5183866638,,,,,,,,,,0.3281760161,,0.0503115719,112,68,94,34.1,26,144,,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,No Diabetes,Diabetes,15,160207,,,0.5,4.237,1.4438554716,12.461,"""Glucose"" - 89(0.123618432239) -> 126(0.43819078388)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 85(0.10104759548)
""BMI"" - 30.4(0.351222253442)
""Age"" - 38(0.459459459459)",,0.8,0.3145723516,Diabetes,1,0.37544063,3.0657169e-6,0.6594085809,0.6594055152,1,0.3145723516,,,,,1,0,0,0,0,2.0961966675,0.1594085809,0,far from boundary,3,1,1,0.9588602001,0.2041352752,0.0114552903,0.0114552903,-0.192679985,0.9097672591,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1751799205,1,,,,,0.2878621507,160104,1.0254541454,0.7108817937,-0.314572352,0.6710560297,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.1643015192,0.1573915557,0.1165105383,62,0.3145723516,0.3145723516,,,,,,,,,0,-0.185103514,,,,,0.1851035136,,,,,,,,,,0.3281760161,,0.2155905655,89,74,85,30.4,38,126,,,,
R_771uyV9h8uinmh3,diabetes,attribution,testing,No Diabetes,Diabetes,16,160218,,,0.5,14.206,2.6536644106,12.461,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447)
""BMI"" - 29.3(0.312587805563) -> 37.19848(0.59)
""Age"" - 39(0.486486486486)",,0.8,0.2774121944,Diabetes,1,0.2772968483,0.0239115963,0.9632286148,0.9393170185,1,,,,0.2774121944,,0,0,0,1,0,3.3859975779,0.4632286148,0,far from boundary,3,1,1,0.9445175611,0.0818222237,0.0592798418,0.0592798418,-0.022542382,0.8904496277,0.9,0,feature contribution,1,0,0.1,,,0,0.3281760161,0.1539112402,,,,1,,0.3901305655,160101,0.5082740208,0.3618780294,-0.146395991,0.7356625016,0.0943122115,0.0839239531,0.0634677069,0.1007372946,0.0881326827,0.0710283616,0.0742651953,62,,,,,,,0.2774121944,0.2774121944,,,0,,,,-0.421347385,,,,,0.4213473845,,,,,,,0.3281760161,,0.1411020655,154,74,193,29.3,39,,,,37.19848,
