participant,domain,xai,phase,original label,target label,trial number,instance id,training response,training correct (0/1),participant training accuracy,response time (seconds),log(time),participant median time,attribute values before and after,explanation,sparsity,dist user CF from orig,user CF label,successful CF,distance to closest minimal counterfactual,confidence for target label original,confidence for target label user CF,delta confidence of target label,user CF increase target label confidence?,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,delta confidence/change amount,confidence of counterfactual - 50%,close to boundary old,distance to boundary,CRT-2 score (0-4),successful counterfactual (continuous),actionability (0/1),plausibility,abs dist original to boundary,abs dist user CF to boundary,sign dist user CF to boundary,boundary dist change (user - original),plausibility (subset),participant level correct direction change,% x4_changed > 50,cognitive model v0.1 family,explanation reliance (η),global relevance reliance (α),additive change margin (ρ),exemplar locality (λ),remembered-change reliance (β),age treated as actionable (0/1),mean participant CF dist to orig,Norm(proximity),x_1_changed_in_training_cf_direction,x_2_changed_in_training_cf_direction,x_3_changed_in_training_cf_direction,x_4_changed_in_training_cf_direction,x_5_changed_in_training_cf_direction,dist to nearest training instance (L1 normalized),nearest training instance id,opposite-class centroid distance original (L1 normalized),opposite-class centroid distance new (L1 normalized),opposite-class centroid distance change (new - original),same-class centroid distance original (L1 normalized),participant mean boundary distance new,participant median boundary distance new,participant SD boundary distance new,participant IQR boundary distance new,instance mean boundary distance new,instance median boundary distance new,instance SD boundary distance new,instance testing row count,x_1_absolute_change,x_1_signed_change_toward_training_cf_direction,x_2_absolute_change,x_2_signed_change_toward_training_cf_direction,x_3_absolute_change,x_3_signed_change_toward_training_cf_direction,x_4_absolute_change,x_4_signed_change_toward_training_cf_direction,x_5_absolute_change,x_5_signed_change_toward_training_cf_direction,median response time < 10,x_1 Glucose SHAP change Δφ,x_2 Blood Pressure SHAP change Δφ,x_3 Insulin SHAP change Δφ,x_4 BMI SHAP change Δφ,x_5 Age SHAP change Δφ,x_1 Glucose target-helpful SHAP change,x_2 Blood Pressure target-helpful SHAP change,x_3 Insulin target-helpful SHAP change,x_4 BMI target-helpful SHAP change,x_5 Age target-helpful SHAP change,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change,mean(proximity),sign dist user CF + original dist
R_7PsMTUjq8Wa1btt,diabetes,counterfactual,testing,No Diabetes,Diabetes,15,160216,,,0.6666666667,8.66,2.1587147226,4.249,"""Glucose"" - 151(0.650739670124)
""Blood Pressure"" - 62(0.304347826087) -> 69(0.45652173913)
""Insulin"" - 120(0.173224449394) -> 177(0.290769611482)
""BMI"" - 35.5(0.530345602697)
""Age"" - 28(0.189189189189)",,0.6,0.2697190751,Diabetes,1,0.2698215418,0.0575860455,0.9703347603,0.9127487148,1,,0.152173913,0.1175451621,,,0,1,1,0,0,3.3840717953,0.4703347603,1,near boundary,1,1,1,0.946056185,0.0348212788,0.1599528311,0.1599528311,0.1251315523,0.8634710589,0.9,0,feature contribution,1,0,0.05,,,1,0.5201543954,0.0891331573,,1,1,,,0.4998821523,160110,0.9854249236,0.7157058485,-0.269719075,0.7084704117,0.1203737687,0.0914458868,0.1021413301,0.1127584234,0.1006419752,0.0680979092,0.0946611829,62,,,0.152173913,0.152173913,0.1175451621,0.1175451621,,,,,1,,-0.159491688,-0.091283348,,,,0.1594916882,0.0912833484,,,,,,,,0.5201543954,0.1947741098
R_7PsMTUjq8Wa1btt,diabetes,counterfactual,testing,No Diabetes,Diabetes,16,160215,,,0.6666666667,10.697,2.3699633283,4.249,"""Glucose"" - 117(0.361673184833) -> 140(0.557218160177)
""Blood Pressure"" - 60(0.260869565217) -> 68(0.434782608696)
""Insulin"" - 106(0.144353707828) -> 225(0.389755011136)
""BMI"" - 33.8(0.470637819612)
""Age"" - 27(0.162162162162) -> 30(0.243243243243)",,0.2,0.6959404032,Diabetes,1,0.6959275237,0.0776241236,0.9618577198,0.8842335961,1,0.1955449753,0.1739130435,0.2454013033,,0.0810810811,1,1,1,0,1,1.2705593641,0.4618577198,1,near boundary,1,1,0,0.9582229587,0.0606767912,0.060415639,0.060415639,-0.000261152,0.8478025743,0.9,0,feature contribution,1,0,0.05,,,1,0.5201543954,0.2316614023,1,1,1,,1,0.7308702369,160110,1.2263228376,0.628246209,-0.598076629,0.6337174719,0.1203737687,0.0914458868,0.1021413301,0.1127584234,0.1012295016,0.0830815403,0.0652364124,62,0.1955449753,0.1955449753,0.1739130435,0.1739130435,0.2454013033,0.2454013033,,,0.0810810811,0.0810810811,1,-0.394674075,0,-0.186643593,,0,0.3946740753,0,0.1866435926,,0,,,,,,0.5201543954,0.1210924302
R_7PsMTUjq8Wa1btt,diabetes,counterfactual,testing,No Diabetes,Diabetes,17,160218,,,0.6666666667,7.521,2.0176991078,4.249,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447) -> 259(0.459869669224)
""BMI"" - 29.3(0.312587805563)
""Age"" - 39(0.486486486486)",,0.8,0.1361049245,No Diabetes,0,0.3361862628,0.0239115963,0.0051566222,-0.018754974,0,,,0.1361049245,,,0,0,1,0,0,-0.13779791,0.4948433778,0,far from boundary,1,0,1,0.9727790151,0.0818222237,0.1182653468,-0.118265347,0.0364431231,0.894752902,0.9,0,feature contribution,1,0,0.05,,,1,0.5201543954,0.0444526378,,,1,,,0.3901305655,160101,0.5082740208,0.6017602316,0.0934862108,0.7356625016,0.1203737687,0.0914458868,0.1021413301,0.1127584234,0.0881326827,0.0710283616,0.0742651953,62,,,,,0.1361049245,0.1361049245,,,,,1,,,0.0233011983,,,,,-0.023301198,,,,,,,,0.5201543954,-0.036443123
R_7PsMTUjq8Wa1btt,diabetes,counterfactual,testing,No Diabetes,Diabetes,18,160206,,,0.6666666667,21.103,3.0494152105,4.249,"""Glucose"" - 103(0.242645808536) -> 140(0.557218160177)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 82(0.0948610080013) -> 264(0.470180648354)
""BMI"" - 19.4(0)
""Age"" - 22(0.027027027027)",,0.6,0.689891992,No Diabetes,0,0.738486412,2.604494e-11,3.545808e-11,9.413137e-12,1,0.3145723516,,0.3753196404,,,1,0,1,0,0,1.364436e-11,0.5,0,far from boundary,1,0,1,0.8804200624,0.5589463979,0.3770546615,-0.377054662,-0.181891736,0.804552889,0.9,0,feature contribution,1,0,0.05,,,1,0.5201543954,0.229638816,1,,1,,,0.2873435629,160103,1.6672825352,1.2361055922,-0.431176943,1.1140512563,0.1203737687,0.0914458868,0.1021413301,0.1127584234,0.2256563117,0.1917100738,0.1691444649,62,0.3145723516,0.3145723516,,,0.3753196404,0.3753196404,,,,,1,-0.100509047,,0,,,0.1005090465,,0,,,,,,,,0.5201543954,0.1818917363
R_7PsMTUjq8Wa1btt,diabetes,counterfactual,testing,No Diabetes,Diabetes,19,160207,,,0.6666666667,7.061,1.9545866845,4.249,"""Glucose"" - 89(0.123618432239) -> 140(0.557218160177)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 85(0.10104759548) -> 211(0.36088426957)
""BMI"" - 30.4(0.351222253442)
""Age"" - 38(0.459459459459)",,0.6,0.693436402,No Diabetes,0,0.4326021315,3.0657169e-6,0.0130587105,0.0130556447,1,0.4335997279,,0.2598366741,,,1,0,1,0,0,0.018827458,0.4869412895,0,far from boundary,1,0,1,0.9556383248,0.2041352752,0.140614634,-0.140614634,-0.063520641,0.8946161226,0.9,0,feature contribution,1,0,0.05,,,1,0.5201543954,0.2308240653,1,,1,,,0.2878621507,160104,1.0254541454,0.3721400348,-0.653314111,0.6710560297,0.1203737687,0.0914458868,0.1021413301,0.1127584234,0.1643015192,0.1573915557,0.1165105383,62,0.4335997279,0.4335997279,,,0.2598366741,0.2598366741,,,,,1,-0.031929481,,0.0310146223,,,0.031929481,,-0.031014622,,,,,,,,0.5201543954,0.0635206412
R_7PsMTUjq8Wa1btt,diabetes,counterfactual,testing,No Diabetes,Diabetes,20,160205,,,0.6666666667,64.932,4.1733405684,4.249,"""Glucose"" - 100(0.217139942187) -> 133(0.497704472029)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 46(0.0206219582612) -> 249(0.439247710963)
""BMI"" - 19.5(0)
""Age"" - 28(0.189189189189)",,0.6,0.6991902825,No Diabetes,0,0.5211219139,4.5595059e-6,2.070921e-11,-4.559485e-6,0,0.2805645298,,0.4186257527,,,1,0,1,0,0,-6.521093e-6,0.5,0,far from boundary,1,0,1,0.8717592185,0.2844351188,0.3496982859,-0.349698286,0.0652631671,0.8349923493,0.9,0,feature contribution,1,0,0.05,,,1,0.5201543954,0.2327481607,1,,1,,,0.230110317,160103,1.6338507964,1.1230077326,-0.510843064,0.9211992276,0.1203737687,0.0914458868,0.1021413301,0.1127584234,0.1860650222,0.1443865076,0.1492789479,62,0.2805645298,0.2805645298,,,0.4186257527,0.4186257527,,,,,1,-0.117272335,,0,,,0.1172723354,,0,,,,,,,,0.5201543954,-0.065263167
R_61hCu6g2tcWoJo7,diabetes,attribution,training,Diabetes,,1,160107,No Diabetes,0,0.3333333333,55.141,4.0098935411,25.815,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)","""Insulin"" - -73% toward Diabetes
""Blood Pressure"" - -27% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,Diabetes,,2,160106,No Diabetes,0,0.3333333333,79.354,4.3739188553,25.815,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)","""Insulin"" - -62% toward Diabetes
""Blood Pressure"" - -38% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,No Diabetes,,3,160110,Diabetes,0,0.3333333333,26.601,3.2809488091,25.815,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 70(0.0701146580879)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)","""Insulin"" - -51% toward Diabetes
""Blood Pressure"" - -49% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.152173913,0.0999958756,,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,No Diabetes,,4,160111,No Diabetes,1,0.3333333333,29.478,3.3836442224,25.815,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0)
""Insulin"" - 83(0.0969232038274)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)","""Insulin"" - -85% toward Diabetes
""Blood Pressure"" - +15% toward No Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1.347826087,0.1484780995,,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,No Diabetes,,5,160109,Diabetes,0,0.3333333333,22.925,3.1322280181,25.815,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 130(0.193846407655)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)","""Blood Pressure"" - -53% toward Diabetes
""Insulin"" - -47% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.1,0.0999958756,,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,Diabetes,,6,160108,No Diabetes,0,0.3333333333,43.175,3.765261624,25.815,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 180(0.296956198961)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)","""Insulin"" - -71% toward Diabetes
""Blood Pressure"" - -29% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,Diabetes,,7,160102,No Diabetes,0,0.3333333333,22.733,3.1238176133,25.815,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455)
""Age"" - 41(0.540540540541)","""Glucose"" - -66% toward Diabetes
""BMI"" - -34% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.314572352,,,-0.100098342,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,Diabetes,,8,160101,No Diabetes,0,0.3333333333,25.029,3.2200351526,25.815,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)","""Glucose"" - -54% toward Diabetes
""BMI"" - -46% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.099982996,,,-0.119415566,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,No Diabetes,,9,160103,No Diabetes,1,0.3333333333,27.858,3.3271201783,25.815,"""Glucose"" - 99(0.208637986737)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0)
""Age"" - 30(0.243243243243)","""Glucose"" - -53% toward Diabetes
""BMI"" - -47% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1020234654,,,0.2950266929,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,No Diabetes,,10,160105,Diabetes,0,0.3333333333,20.5,3.0204248861,25.815,"""Glucose"" - 116(0.353171229383)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851)
""Age"" - 37(0.432432432432)","""BMI"" - -53% toward Diabetes
""Glucose"" - -47% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1360312872,,,0.1756111267,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,No Diabetes,,11,160104,No Diabetes,1,0.3333333333,19.623,2.9767023476,25.815,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393)
""Age"" - 36(0.405405405405)","""Glucose"" - -53% toward Diabetes
""BMI"" - -47% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.2805645298,,,0.1000983422,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,training,Diabetes,,12,160100,Diabetes,1,0.3333333333,19.168,2.9532422219,25.815,"""Glucose"" - 186(0.948308110865)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353)
""Age"" - 37(0.432432432432)","""Glucose"" - -58% toward Diabetes
""BMI"" - -42% toward Diabetes",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.212548886,,,-0.151025569,,0.591116908,
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,1,160210,,,0.3333333333,18.869,2.9375203638,25.815,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 215(0.369133052875)
""BMI"" - 39.4(0.66732228154) -> 27.518(0.25)
""Age"" - 43(0.594594594595)",,0.8,0.4173222815,Diabetes,0,0.6173181571,0.0020648162,0.0230574631,0.0209926469,1,,,,-0.417322282,,0,0,0,1,0,0.0503032017,0.4769425369,0,near boundary,3,0,1,0.9413214859,0.066463282,0.0370568399,-0.03705684,-0.029406442,0.8898108552,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.2339890205,,,,1,,0.3303079044,160107,1.2968551404,1.0140743967,-0.282780744,0.6184627556,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.1187173821,0.089538031,0.1047708372,62,,,,,,,0.4173222815,0.4173222815,,,0,,,,0,,,,,0,,,,,,,0.591116908,0.0294064421
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,2,160201,,,0.3333333333,13.27,2.5855058483,25.815,"""Glucose"" - 187(0.956810066315) -> 131(0.480700561129)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 200(0.338200115483)
""BMI"" - 36.4(0.561955605507) -> 26.0944(0.2)
""Age"" - 36(0.405405405405)",,0.6,0.8380651107,No Diabetes,1,1.1154139517,0.0000100978,0.9988988193,0.9988887214,1,-0.476109505,,,-0.361955606,,1,0,0,1,0,1.1918987066,0.4988988193,0,far from boundary,3,1,1,0.9049700762,0.2811421175,0.171632439,0.171632439,-0.109509678,0.885729007,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.4748019062,1,,,1,,0.4387406549,160102,1.1026266726,0.4991030998,-0.603523573,0.7680003968,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.1364671895,0.1135632332,0.1186592959,62,0.4761095052,0.4761095052,,,,,0.3619556055,0.3619556055,,,0,0.4718504222,,,0.1880506881,,0.4718504222,,,0.1880506881,,,,,,,0.591116908,0.4527745565
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,3,160203,,,0.3333333333,30.029,3.4021635814,25.815,"""Glucose"" - 161(0.735759224622) -> 143(0.582724026526)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 132(0.197970799307) -> 89(0.109296378784)
""BMI"" - 25.5(0.179123349255) -> 23.81664(0.12)
""Age"" - 47(0.702702702703)",,0.4,0.3008329679,No Diabetes,1,0.1827016155,0.0154053958,0.980152947,0.9647475512,1,-0.153035198,,-0.088674421,-0.059123349,,1,0,1,1,0,3.2069209634,0.480152947,0,near boundary,3,1,1,0.9398334064,0.060551933,0.0693657269,0.0693657269,0.0088137939,0.908580377,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.1673161604,1,,1,1,,0.380934036,160101,0.8886281343,0.7060418649,-0.182586269,1.0295529653,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.1376307562,0.1360897029,0.0972173195,62,0.1530351981,0.1530351981,,,0.0886744205,0.0886744205,0.0591233493,0.0591233493,,,0,0.4592863875,,0,0.2714396744,,0.4592863875,,0,0.2714396744,,,,,,,0.591116908,0.1299176598
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,4,160202,,,0.3333333333,12.783,2.5481161632,25.815,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 115(0.162913470263)
""BMI"" - 31.1(0.375807811183) -> 28.37216(0.28)
""Age"" - 41(0.540540540541)",,0.8,0.0958078112,Diabetes,0,0.2957866829,0.0226086727,0.0870338258,0.0644251531,1,,,,-0.095807811,,0,0,0,1,0,0.6724415501,0.4129661742,0,near boundary,3,0,1,0.9808384378,0.0569726485,0.0400980525,-0.040098052,-0.016874596,0.9336227252,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.0499696575,,,,1,,0.3625185742,160101,0.4455616254,0.4242953521,-0.021266273,0.6388077573,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.1235540605,0.1103595994,0.0985053191,62,,,,,,,0.0958078112,0.0958078112,,,0,,,,0.0467570021,,,,,0.0467570021,,,,,,,0.591116908,0.016874596
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,5,160214,,,0.3333333333,11.373,2.4312421252,25.815,"""Glucose"" - 104(0.251147763986)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 156(0.247463499134) -> 70(0.0701146580879)
""BMI"" - 29.9(0.33366114077)
""Age"" - 41(0.540540540541)",,0.8,0.177348841,No Diabetes,1,0.1774513077,0.0040397564,0.9999431578,0.9959034014,1,,,-0.177348841,,,0,0,1,0,0,5.6155055514,0.4999431578,0,near boundary,3,1,1,0.9645302318,0.0501717968,0.1271770467,0.1271770467,0.0770052499,0.9283343554,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.0966398069,,,1,,,0.5233038891,160104,0.75346257,0.6359174079,-0.117545162,0.6879889416,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.1124680075,0.0909241077,0.0865221178,62,,,,,0.177348841,0.177348841,,,,,0,,,0.1483225495,,,,,0.1483225495,,,,,,,,0.591116908,0.1773488435
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,6,160213,,,0.3333333333,14.527,2.6760089869,25.815,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 88(0.869565217391) -> 73(0.54347826087)
""Insulin"" - 145(0.224779345047)
""BMI"" - 34.5(0.495223377353) -> 25.24024(0.17)
""Age"" - 40(0.513513513514)",,0.6,0.6513103339,No Diabetes,1,0.6513062095,0.0076023606,0.9475560588,0.9399536983,1,,-0.326086957,,-0.325223377,,0,1,0,1,0,1.4431733222,0.4475560588,0,far from boundary,3,1,1,0.9414380593,0.0929170929,0.0399713665,0.0399713665,-0.052945726,0.9317556516,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.3679124868,,1,,1,,0.4882968502,160108,1.0591360307,0.7023672348,-0.356768796,0.6105400015,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.1062537727,0.0890795951,0.0943224145,62,,,0.3260869565,0.3260869565,,,0.3252233774,0.3252233774,,,0,,0,,0.5337925678,,,0,,0.5337925678,,,,,,,0.591116908,0.1328884594
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,7,160212,,,0.3333333333,16.879,2.8260702457,25.815,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266) -> 109(0.150540295306)
""BMI"" - 37.1(0.586541163248) -> 25.24024(0.17)
""Age"" - 56(0.945945945946)",,0.6,0.6186363542,No Diabetes,1,0.6186404786,0.0145223684,0.9999999911,0.9854776228,1,,,-0.202095191,-0.416541163,,0,0,1,1,0,1.5929836908,0.4999999911,0,near boundary,3,1,1,0.916540575,0.0372518432,0.2421411405,0.2421411405,0.2048892972,0.8576632368,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.3492114781,,,1,1,,0.5592181795,160107,1.413928036,1.0898332197,-0.324094816,0.822492173,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.1258676994,0.0853823844,0.1245684753,62,,,,,0.202095191,0.202095191,0.4165411632,0.4165411632,,,0,,,0.4805012434,0.3505066802,,,,0.4805012434,0.3505066802,,,,,,,0.591116908,0.2793929837
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,8,160200,,,0.3333333333,13.716,2.6185630346,25.815,"""Glucose"" - 154(0.676245536473) -> 125(0.429688828431)
""Blood Pressure"" - 72(0.521739130435) -> 63(0.326086956522)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252) -> 26.37912(0.21)
""Age"" - 37(0.432432432432)",,0.4,0.6150411382,No Diabetes,1,0.3411450986,0.0117860294,0.9817305827,0.9699445533,1,-0.246556708,-0.195652174,,-0.172832256,,1,1,0,1,0,1.5770401247,0.4817305827,0,far from boundary,3,1,1,0.9355184597,0.0980127824,0.1697745294,0.1697745294,0.071761747,0.8994224746,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.34715375,1,1,,1,,0.3369080806,160101,0.5608415903,0.4595960358,-0.101245555,0.6737290054,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.0942045267,0.0703520035,0.0932843537,62,0.246556708,0.246556708,0.1956521739,0.1956521739,,,0.1728322563,0.1728322563,,,0,0.4417255366,0.3741705863,,0,,0.4417255366,0.3741705863,,0,,,,,,,0.591116908,0.2677873117
R_61hCu6g2tcWoJo7,diabetes,attribution,testing,Diabetes,No Diabetes,9,160204,,,0.3333333333,16.972,2.8315649273,25.815,"""Glucose"" - 125(0.429688828431)
""Blood Pressure"" - 70(0.478260869565) -> 63(0.326086956522)
""Insulin"" - 122(0.177348841046) -> 104(0.140229316176)
""BMI"" - 28.9(0.298538915426) -> 24.6708(0.15)
""Age"" - 45(0.648648648649)",,0.4,0.3378323533,No Diabetes,1,0.4635721753,0.0314886929,0.9998971716,0.9684084787,1,,-0.152173913,-0.037119525,-0.148538915,,0,1,1,1,0,2.8665356325,0.4998971716,0,near boundary,3,1,1,0.9324335293,0.0395820491,0.2424002768,0.2424002768,0.2028182277,0.8792316053,0.9,1,feature contribution,1,0,0.15,,,0,0.591116908,0.1884928226,,1,1,1,,0.352966142,160101,0.5282999156,0.6904439438,0.1621440282,0.7737133544,0.1205993816,0.1242281169,0.0769756439,0.1374304431,0.1357575649,0.1167453892,0.0834032193,62,,,0.152173913,0.152173913,0.0371195249,0.0371195249,0.1485389154,0.1485389154,,,0,,0,0.1511898969,0.4467535161,,,0,0.1511898969,0.4467535161,,,,,,,0.591116908,0.281982326
