row_id,peak_temperature_c,heating_rate_c_min,soak_time_min,cooling_rate_c_min,body_moisture_pct,pressing_pressure_mpa,green_density_g_cm3,particle_d50_um,feldspar_pct,target
337,1185.2,8.11,37.0,6.62,4.59,37.4,1.909,12.83,23.47,1
338,1181.8,5.5,42.1,6.9,5.96,37.5,1.855,14.13,16.65,0
339,1200.2,8.14,27.0,6.89,5.56,19.8,1.775,14.53,24.58,1
340,1175.1,6.06,61.5,3.38,6.14,35.6,1.877,13.62,19.75,0
341,1199.6,7.36,32.5,3.08,5.38,29.2,1.849,12.55,17.7,0
342,1222.4,8.55,22.8,5.73,4.95,22.3,1.748,12.38,23.76,1
343,1183.0,6.46,29.6,6.06,6.08,36.5,1.881,15.25,18.22,0
344,1220.7,9.06,45.8,7.68,5.16,28.8,1.848,13.9,25.32,1
345,1199.8,5.88,42.2,4.39,4.37,28.8,1.83,13.51,21.9,0
346,1197.8,7.06,44.3,6.26,5.33,39.0,1.905,11.17,22.46,0
347,1186.9,10.88,39.5,7.83,4.14,29.9,1.862,13.39,26.98,1
348,1202.2,6.38,40.9,6.77,6.02,39.1,1.852,14.13,20.04,1
349,1178.8,9.12,42.8,8.08,4.68,32.5,1.867,13.08,25.64,1
350,1149.7,7.52,45.6,6.92,8.24,30.6,1.792,13.6,24.55,0
351,1203.2,4.59,40.5,6.72,6.87,26.3,1.783,16.25,23.89,1
352,1192.5,5.96,50.0,7.24,6.31,26.1,1.793,16.06,20.75,1
353,1143.9,5.03,28.0,7.33,7.2,27.8,1.84,6.0,19.29,0
354,1218.7,10.43,40.5,6.62,6.3,35.4,1.91,16.82,23.48,1
355,1163.1,7.03,47.6,3.74,5.56,38.9,1.894,16.74,23.1,0
356,1172.3,7.44,38.9,3.35,6.38,20.6,1.761,11.73,22.11,0
357,1182.8,4.96,56.5,4.75,6.69,33.8,1.822,15.99,17.87,0
358,1195.2,5.02,59.8,6.17,6.46,32.8,1.871,14.75,15.31,0
359,1181.7,8.14,32.1,6.52,6.42,37.3,1.884,12.6,30.01,1
360,1234.3,7.53,31.1,5.68,6.18,34.4,1.863,13.08,19.47,1
361,1191.0,9.06,54.1,8.37,7.38,26.2,1.803,15.41,16.91,1
362,1193.5,6.66,40.1,8.19,5.52,32.3,1.893,14.22,22.39,1
363,1210.9,7.65,42.5,6.97,5.74,28.3,1.837,12.95,27.11,1
364,1175.0,5.85,32.1,5.98,5.76,40.5,1.898,14.67,20.89,0
365,1158.6,7.08,33.1,7.26,5.18,37.0,1.91,12.86,28.33,0
366,1155.9,8.92,33.6,5.33,4.98,30.6,1.837,10.0,19.62,0
367,1211.5,4.07,45.2,8.08,5.16,35.2,1.882,12.85,27.96,1
368,1193.5,7.68,57.6,7.2,4.92,31.1,1.89,12.79,22.22,1
369,1174.3,6.74,41.8,9.73,4.67,33.7,1.896,13.18,27.75,1
370,1161.3,8.51,38.6,7.26,4.6,33.8,1.847,14.92,20.24,1
371,1205.0,7.63,26.9,8.45,4.47,34.8,1.874,19.42,22.32,0
372,1173.2,8.33,52.7,4.9,7.02,33.3,1.855,15.69,25.42,1
373,1197.4,9.3,31.2,8.76,6.78,40.1,1.914,12.46,26.48,1
374,1175.2,8.45,28.3,4.57,6.25,35.7,1.862,14.91,15.01,0
375,1170.7,8.19,27.6,6.57,5.57,38.2,1.886,18.32,18.71,0
376,1165.1,2.86,39.0,5.62,5.89,33.2,1.838,11.34,17.93,0
377,1177.6,7.1,35.5,6.43,5.52,36.5,1.9,12.66,20.16,0
378,1185.3,6.07,47.7,6.88,3.79,31.2,1.858,12.05,25.38,1
379,1173.1,6.04,49.0,4.16,5.43,32.3,1.846,17.18,23.59,0
380,1168.2,7.5,28.3,7.94,5.36,34.5,1.846,13.92,23.59,1
381,1159.1,9.14,42.8,6.48,4.88,26.8,1.821,7.28,21.83,1
382,1178.9,7.04,43.3,6.38,6.46,30.5,1.827,19.73,23.3,1
383,1180.8,7.95,47.8,4.61,6.28,31.8,1.852,12.35,20.63,1
384,1183.0,5.52,25.2,5.62,6.61,22.3,1.793,14.63,21.93,0
385,1178.0,8.57,30.1,8.04,5.04,22.8,1.786,8.59,21.19,0
386,1205.3,8.46,54.9,5.45,5.62,34.9,1.839,12.31,25.82,1
387,1157.3,6.12,31.8,4.92,5.26,36.6,1.856,13.67,18.86,0
388,1152.8,7.04,39.2,6.71,4.7,33.2,1.905,12.63,25.14,0
389,1174.9,8.05,45.2,7.84,5.68,26.0,1.797,13.39,23.56,1
390,1203.1,9.64,53.0,7.51,4.95,22.9,1.785,12.11,27.67,1
391,1177.1,8.06,47.5,7.85,5.85,32.3,1.87,19.83,23.45,1
392,1191.7,6.91,56.6,6.97,6.16,30.7,1.839,12.22,16.36,0
393,1179.1,5.92,27.1,5.59,7.37,34.6,1.855,13.33,18.6,0
394,1203.5,9.06,50.0,8.38,5.52,32.8,1.877,14.91,18.48,1
395,1202.0,4.18,39.9,7.57,6.56,29.5,1.876,12.0,23.06,1
396,1171.7,8.13,36.2,6.11,5.47,27.2,1.817,15.15,20.92,0
397,1212.9,5.79,49.0,4.96,6.19,27.5,1.819,11.83,27.6,1
398,1205.9,6.5,32.8,7.01,7.28,29.6,1.855,14.96,20.61,1
399,1199.0,6.54,57.0,5.48,5.14,37.0,1.856,14.88,20.13,1
400,1169.6,7.5,47.1,7.86,6.0,34.5,1.86,12.51,15.68,1
401,1186.5,8.57,35.5,7.77,7.14,31.3,1.804,13.06,18.97,1
402,1216.8,6.61,43.3,7.68,6.65,31.4,1.828,11.02,19.15,1
403,1236.2,5.51,28.4,6.37,5.66,36.2,1.906,11.31,29.0,1
404,1185.1,4.02,33.5,7.8,7.25,30.9,1.83,16.77,23.05,1
405,1163.1,5.93,42.7,5.99,5.41,33.6,1.829,11.21,18.9,0
406,1175.4,6.19,45.6,6.81,4.87,25.6,1.792,12.58,23.31,1
407,1168.7,6.82,68.8,8.08,6.9,35.1,1.879,10.66,21.33,0
408,1218.9,8.88,26.3,4.38,5.23,31.6,1.85,17.37,26.06,1
409,1188.6,7.45,43.6,7.87,6.22,28.5,1.816,15.42,22.81,1
410,1169.0,3.8,34.5,6.0,4.83,24.4,1.832,17.32,27.57,0
411,1185.0,4.66,21.8,9.17,5.53,34.7,1.85,15.2,21.76,0
412,1188.9,9.91,49.1,7.21,6.31,34.6,1.877,9.99,19.62,1
413,1151.0,9.61,47.4,5.15,5.17,18.0,1.804,14.88,26.04,1
414,1159.1,6.83,43.7,4.07,4.95,22.5,1.782,13.29,18.99,0
415,1223.8,9.2,47.3,6.86,5.69,34.2,1.917,11.33,19.02,1
416,1172.6,6.87,47.1,5.51,5.21,18.9,1.79,14.18,18.19,1
417,1178.1,10.72,59.2,6.42,5.09,18.0,1.765,13.01,16.84,1
418,1166.0,5.55,29.4,4.77,6.24,34.6,1.851,14.86,24.38,0
419,1208.3,8.74,18.9,6.35,6.16,28.7,1.842,10.62,24.07,1
420,1181.7,7.44,30.1,5.79,5.87,24.8,1.785,10.36,24.44,0
421,1185.9,8.72,42.3,4.92,7.21,26.6,1.842,13.4,24.11,1
422,1182.0,8.91,42.1,7.85,8.43,36.9,1.873,12.22,20.55,1
423,1214.2,9.83,44.9,6.86,6.38,23.2,1.812,11.44,19.56,1
424,1181.4,8.45,29.9,5.94,6.43,30.7,1.829,13.22,18.9,0
425,1201.9,11.84,37.1,7.56,6.58,36.9,1.816,14.3,23.0,1
426,1181.1,8.63,44.7,7.21,5.33,35.5,1.908,15.6,24.42,1
427,1211.4,4.33,36.1,6.81,5.8,21.7,1.77,18.44,24.05,1
428,1184.4,10.17,29.6,5.84,5.63,38.4,1.941,12.82,21.2,1
429,1202.3,8.75,56.1,7.22,4.62,32.0,1.863,11.29,23.04,1
430,1141.4,10.79,36.0,8.73,5.04,29.1,1.835,19.56,23.76,1
431,1191.4,6.31,42.4,7.66,6.92,37.6,1.88,11.11,24.02,1
432,1157.8,7.24,51.5,8.42,5.53,27.0,1.813,14.32,23.84,1
433,1194.5,9.94,46.7,4.21,6.62,25.6,1.808,13.83,23.45,1
434,1204.2,7.53,33.5,4.69,5.35,38.1,1.88,10.75,18.39,0
435,1201.4,9.0,46.0,8.79,6.17,34.7,1.884,12.24,25.24,1
436,1172.4,7.27,28.4,7.5,6.0,40.8,1.89,14.62,26.65,1
437,1173.4,9.16,32.9,6.62,5.86,28.1,1.821,15.89,27.39,1
438,1171.6,7.11,38.7,7.26,5.44,22.5,1.77,10.69,20.85,0
439,1192.5,9.48,55.1,6.87,5.92,22.6,1.821,11.57,21.4,1
440,1187.0,7.32,44.4,5.72,4.98,34.0,1.905,13.04,22.58,1
441,1221.4,8.94,31.5,6.67,4.07,32.0,1.843,15.62,21.77,1
442,1176.9,6.78,42.5,3.62,4.69,24.6,1.806,12.45,17.48,0
443,1169.4,5.99,32.5,3.55,6.34,32.1,1.812,15.26,22.93,1
444,1198.9,5.03,36.7,8.87,5.36,21.2,1.758,16.0,26.77,1
445,1220.7,9.87,42.8,5.65,4.77,26.4,1.828,11.7,17.41,1
446,1170.1,7.59,41.6,3.55,4.65,28.6,1.839,11.99,25.09,0
447,1150.4,6.91,36.7,6.31,5.2,34.5,1.884,13.03,22.41,0
448,1168.8,5.57,44.4,6.22,5.53,26.6,1.841,16.14,21.47,0
449,1179.3,5.99,55.0,7.41,5.5,34.5,1.867,11.01,27.17,1
450,1162.2,9.57,48.8,4.79,5.39,21.0,1.784,11.21,18.59,1
451,1223.1,8.06,34.0,9.05,5.12,25.9,1.805,17.82,21.98,1
452,1160.1,7.18,35.2,6.59,6.68,25.5,1.778,15.97,24.58,1
453,1175.8,7.73,29.2,4.26,3.84,31.3,1.926,13.05,20.06,0
454,1157.8,9.07,47.2,7.29,6.57,36.1,1.838,12.14,20.22,0
455,1200.9,8.7,63.1,4.71,6.05,24.7,1.822,16.28,20.95,1
456,1141.0,9.41,49.1,6.19,4.78,32.9,1.809,14.03,17.31,0
457,1175.9,6.37,27.1,7.71,6.49,24.5,1.798,9.89,16.68,0
458,1184.2,6.65,25.0,3.22,5.07,27.8,1.827,16.23,24.47,1
459,1180.6,7.57,37.5,5.66,5.66,27.2,1.825,16.48,22.97,1
460,1222.8,3.12,23.6,7.88,5.74,33.3,1.864,8.85,19.36,0
461,1171.2,7.68,36.6,9.03,5.5,21.3,1.782,15.28,18.52,1
462,1212.9,7.03,42.8,3.77,5.78,33.1,1.893,9.38,24.75,1
463,1220.7,4.74,41.3,4.98,4.81,44.0,1.897,13.99,24.26,1
464,1177.0,9.74,29.4,8.58,6.94,22.4,1.8,13.72,23.95,0
465,1220.8,9.16,67.4,4.07,5.81,24.2,1.784,13.69,22.19,1
466,1151.6,3.62,20.7,5.57,4.97,31.5,1.881,12.58,22.1,0
467,1203.4,7.54,34.0,5.7,5.56,40.9,1.901,13.06,28.95,1
468,1190.1,6.4,32.4,3.75,4.96,25.6,1.834,10.4,21.99,0
469,1150.1,7.92,48.9,5.18,4.98,31.7,1.913,17.09,18.4,0
470,1186.9,9.07,27.6,6.62,6.19,27.7,1.833,11.24,23.28,0
471,1193.0,8.36,41.5,4.31,5.48,24.8,1.828,12.28,18.5,1
472,1176.7,6.86,43.4,7.32,7.17,30.1,1.803,18.22,24.0,1
473,1216.3,8.2,42.2,5.94,6.47,35.8,1.844,14.24,23.17,1
474,1209.3,4.61,29.8,2.85,5.45,33.5,1.86,12.26,22.51,0
475,1157.7,7.76,54.7,4.17,6.46,33.4,1.838,12.24,23.69,0
476,1182.1,5.8,51.8,6.84,7.66,25.8,1.831,15.85,19.48,1
477,1189.9,7.56,42.2,6.08,5.89,27.9,1.807,16.08,24.09,1
478,1202.9,7.75,39.2,7.09,3.83,34.6,1.848,15.68,21.01,1
479,1225.0,6.76,27.6,5.2,6.1,32.7,1.84,13.74,16.93,1
480,1213.0,8.76,43.0,4.63,6.03,35.7,1.878,12.01,23.34,1
481,1179.1,9.82,42.7,8.32,5.87,26.8,1.842,13.07,22.69,1
482,1131.8,12.12,44.0,5.4,4.82,26.4,1.837,15.53,21.88,0
483,1152.9,7.79,32.5,5.78,5.03,31.1,1.839,13.68,17.73,0
484,1212.8,6.37,31.1,5.99,5.68,30.5,1.832,15.62,25.71,1
485,1208.4,5.98,39.1,5.02,6.78,29.3,1.837,12.51,25.35,1
486,1168.4,9.08,42.5,5.71,6.77,35.0,1.874,17.77,17.61,0
487,1176.2,5.31,35.2,8.46,5.85,29.0,1.792,11.49,16.1,0
488,1194.9,10.23,34.2,5.08,4.54,34.0,1.848,12.98,21.03,0
489,1235.0,7.12,33.7,5.04,6.71,32.9,1.848,12.54,28.19,1
490,1185.9,9.71,46.1,5.99,6.09,34.0,1.875,15.21,23.33,1
491,1175.1,5.98,35.9,8.47,5.98,34.9,1.859,14.32,22.46,0
492,1176.5,4.81,26.0,9.24,7.05,34.3,1.847,17.62,27.57,1
493,1202.6,11.24,48.1,6.43,4.67,29.9,1.81,6.0,24.38,1
494,1186.5,8.15,38.2,5.36,6.63,30.5,1.815,14.5,23.81,1
495,1191.8,11.31,32.2,6.73,8.13,24.1,1.763,12.27,17.28,1
496,1197.4,9.13,58.0,6.64,5.64,28.0,1.86,18.76,24.0,1
497,1166.4,4.91,30.6,5.51,5.14,29.1,1.798,7.62,20.79,0
498,1170.8,7.62,48.2,7.2,6.12,27.7,1.791,12.31,25.76,1
499,1194.1,8.87,26.9,6.96,6.38,35.6,1.865,14.02,26.71,1
500,1193.1,4.91,15.0,6.94,5.26,28.1,1.814,9.03,19.26,0
501,1166.6,6.74,46.7,5.85,5.52,21.5,1.716,12.35,21.84,0
502,1173.5,7.44,35.9,6.64,5.53,30.3,1.796,12.89,19.83,0
503,1180.3,7.2,38.0,4.41,5.23,34.1,1.854,17.83,25.27,0
504,1181.2,7.09,25.4,7.54,6.66,33.8,1.851,8.85,22.37,1
505,1161.6,8.01,32.4,8.86,5.62,35.9,1.884,16.09,22.76,0
506,1165.0,3.8,40.4,9.04,4.73,34.9,1.846,15.36,24.22,0
507,1157.3,7.63,52.8,7.69,3.46,33.3,1.925,13.67,23.07,0
508,1179.6,4.52,42.1,7.71,6.09,34.0,1.877,10.27,23.01,0
509,1168.6,5.9,33.7,7.03,4.29,29.4,1.891,15.56,22.13,0
510,1205.5,5.26,43.1,6.88,5.76,25.6,1.831,13.48,19.51,1
511,1150.4,8.87,39.5,8.35,5.95,28.2,1.812,12.58,16.04,0
512,1179.0,5.38,41.9,6.54,5.34,29.6,1.805,12.4,28.17,0
513,1169.0,6.09,33.1,3.9,3.7,28.2,1.809,15.32,23.17,0
514,1146.2,7.53,46.2,5.93,5.97,29.3,1.828,13.35,22.34,0
515,1180.7,5.7,36.7,4.37,6.83,33.5,1.84,11.9,22.67,0
516,1166.8,7.0,31.4,8.12,7.71,32.6,1.796,6.62,18.04,0
517,1183.9,7.48,44.9,5.12,5.98,36.7,1.862,10.73,18.15,0
518,1210.5,7.3,44.3,7.92,5.72,33.5,1.821,14.29,22.9,1
519,1170.5,4.81,30.6,5.93,6.23,21.8,1.781,11.39,22.93,0
520,1192.1,8.42,41.6,7.05,4.74,30.1,1.911,8.89,19.9,0
521,1177.3,8.19,49.6,5.37,5.6,28.9,1.86,12.53,21.64,0
522,1201.8,4.42,47.2,5.28,6.68,25.4,1.8,16.06,24.12,1
523,1164.0,7.0,37.4,6.24,5.13,33.8,1.892,14.24,24.47,0
524,1187.7,12.41,51.5,7.38,6.31,29.4,1.862,14.89,19.81,1
525,1196.2,7.76,33.0,6.33,5.57,36.2,1.908,12.01,23.1,1
526,1184.1,5.79,46.4,9.94,5.54,23.0,1.851,13.57,22.47,1
527,1189.7,6.8,36.1,5.87,5.23,30.9,1.837,14.38,21.96,1
528,1163.0,9.62,48.4,5.72,4.03,31.7,1.886,13.71,20.47,0
529,1177.0,7.5,31.1,7.87,6.09,32.3,1.845,16.45,26.51,1
530,1216.7,7.11,51.9,4.26,7.1,32.7,1.836,12.4,23.99,1
531,1141.0,9.66,46.7,7.06,6.14,29.4,1.864,18.72,26.2,1
532,1155.4,7.13,57.7,4.91,6.07,27.6,1.81,16.16,18.36,0
533,1169.4,6.45,50.6,6.67,5.5,27.1,1.826,14.82,21.19,0
534,1168.3,5.8,48.5,7.22,5.74,22.5,1.766,14.26,26.06,1
535,1185.0,5.95,28.2,5.9,4.8,26.7,1.818,12.91,22.07,0
536,1185.1,8.19,31.9,5.3,5.79,37.0,1.892,17.49,12.0,0
537,1186.7,3.58,60.1,4.16,5.33,34.6,1.87,17.31,20.69,0
538,1155.8,9.51,45.2,7.62,6.28,29.5,1.866,14.58,21.46,0
539,1166.9,5.98,41.9,4.96,6.49,33.4,1.824,13.01,23.38,0
540,1229.9,9.1,52.9,7.5,5.02,30.2,1.841,9.92,17.04,1
541,1203.7,10.22,34.4,6.46,5.73,38.3,1.889,14.19,21.17,0
542,1186.4,6.72,30.6,6.11,6.58,35.5,1.841,18.33,20.94,0
543,1189.8,4.08,42.3,7.45,6.3,38.3,1.928,13.21,21.35,0
544,1175.2,8.51,34.6,6.44,5.53,29.5,1.815,13.95,21.45,1
545,1211.0,7.97,28.2,7.17,5.51,27.1,1.784,20.51,24.31,1
546,1183.6,9.59,33.6,4.27,5.11,35.9,1.862,6.0,16.1,0
547,1239.0,9.54,34.7,6.14,6.85,30.8,1.819,12.51,23.39,1
548,1186.0,7.13,47.5,5.27,5.33,29.1,1.848,15.31,24.03,0
549,1242.7,9.12,34.9,6.56,6.45,26.0,1.764,15.25,20.09,1
550,1212.4,8.64,51.2,4.28,4.89,36.5,1.861,13.03,22.04,1
551,1149.6,11.12,58.1,6.04,5.47,39.4,1.863,18.74,27.18,1
552,1162.4,7.25,47.7,9.02,6.9,24.2,1.832,13.79,19.25,0
553,1205.8,7.5,44.1,6.37,6.2,31.7,1.818,12.32,23.57,1
554,1196.2,6.99,49.3,8.14,7.02,30.9,1.818,17.69,26.06,1
555,1180.0,6.81,51.1,6.18,5.35,30.6,1.829,11.9,30.87,1
556,1203.3,8.73,49.4,5.74,4.82,31.0,1.857,15.04,22.55,1
557,1148.6,8.71,36.8,7.57,5.05,29.3,1.829,10.31,20.17,0
558,1200.6,5.68,30.3,7.8,5.86,30.2,1.883,13.9,24.28,1
559,1199.0,9.07,47.2,5.43,5.56,29.2,1.819,14.52,21.93,1
560,1204.6,7.06,37.7,6.27,5.51,36.1,1.864,9.83,25.02,1
561,1141.8,2.5,30.9,5.51,4.46,29.6,1.868,12.92,22.08,0
562,1163.9,8.01,46.3,6.25,5.36,29.5,1.833,12.97,20.26,0
563,1223.1,5.75,42.6,6.35,7.37,35.8,1.843,16.64,21.12,1
564,1221.1,5.97,28.1,4.54,6.41,30.4,1.838,12.66,23.42,1
565,1191.4,6.12,52.2,7.37,6.16,35.1,1.862,16.87,21.53,1
566,1127.1,4.66,38.0,6.93,4.89,25.1,1.793,16.69,19.35,0
567,1179.0,7.93,23.3,4.98,7.03,26.8,1.784,17.35,22.45,0
568,1197.5,8.03,42.6,5.62,4.52,26.7,1.81,12.56,22.82,1
569,1186.3,5.41,38.5,5.83,6.65,32.0,1.808,17.1,26.16,1
570,1173.3,5.21,45.4,5.06,4.07,27.7,1.884,16.46,16.25,0
571,1194.1,7.02,37.7,6.23,6.83,27.4,1.811,10.37,22.84,1
572,1204.8,9.8,51.3,7.37,3.9,38.2,1.883,9.09,24.15,1
573,1189.0,6.56,30.6,5.85,5.05,24.0,1.787,15.74,21.2,0
574,1228.1,7.39,32.6,4.92,4.98,23.6,1.813,9.48,23.32,1
575,1196.2,5.88,42.8,9.04,6.33,27.5,1.822,11.77,22.27,1
576,1148.4,8.34,37.4,7.44,5.75,27.9,1.786,17.72,21.41,0
577,1181.9,6.37,33.3,8.97,7.49,32.1,1.789,14.22,23.04,1
578,1167.4,7.41,52.8,6.02,6.26,29.0,1.808,8.76,18.8,0
579,1186.2,5.8,63.7,4.68,6.55,31.6,1.865,13.97,19.51,1
580,1173.2,9.41,31.1,7.25,6.43,41.1,1.907,17.12,29.56,1
581,1211.4,7.48,48.3,5.94,6.53,31.8,1.843,8.58,21.88,1
582,1156.9,7.61,37.4,3.62,5.74,32.1,1.883,16.44,20.78,0
583,1168.5,8.03,50.4,5.26,3.97,28.6,1.825,15.54,20.57,0
584,1179.5,6.3,42.8,6.26,5.08,35.5,1.867,12.1,23.46,0
585,1217.5,9.69,49.5,5.87,7.06,34.4,1.868,14.72,19.99,1
586,1220.2,7.93,49.5,5.35,5.29,24.9,1.814,10.21,22.21,1
587,1213.3,6.91,39.0,6.75,7.21,28.7,1.827,15.75,22.22,1
588,1190.7,4.55,35.6,7.74,5.35,33.4,1.865,14.58,19.1,0
589,1163.5,7.44,32.1,6.35,6.66,34.2,1.843,13.36,21.6,1
590,1185.6,9.71,33.6,4.93,5.88,33.5,1.829,13.76,20.3,0
591,1201.3,7.58,27.7,6.67,6.59,33.9,1.857,11.3,22.96,1
592,1191.9,11.38,32.2,5.49,5.19,38.3,1.93,14.01,23.35,1
593,1179.3,7.23,43.0,6.68,6.85,26.9,1.773,8.63,26.31,1
594,1194.9,8.72,34.9,7.2,5.82,23.4,1.816,15.23,19.29,1
595,1204.2,7.43,35.3,6.38,4.83,25.2,1.788,11.89,21.52,1
596,1159.6,8.86,40.8,8.63,5.38,31.4,1.833,17.2,21.88,1
597,1174.5,8.14,37.0,5.16,5.77,33.4,1.844,14.2,19.7,0
598,1180.6,8.21,47.1,5.69,5.94,34.5,1.82,16.13,18.75,0
599,1148.9,6.94,43.3,6.22,6.46,38.5,1.836,15.82,20.34,0
600,1171.9,8.5,47.6,4.73,5.34,33.5,1.827,13.06,19.08,0
601,1192.3,7.01,38.9,5.99,4.84,28.2,1.854,17.86,22.14,0
602,1179.3,4.68,23.4,5.43,5.42,28.6,1.808,14.04,21.74,0
603,1189.5,6.69,61.2,3.74,4.9,35.3,1.854,12.9,22.18,0
604,1175.7,7.36,58.0,7.36,6.04,31.8,1.839,18.81,23.07,1
605,1177.6,8.76,52.1,10.15,5.9,32.8,1.846,9.34,24.13,1
606,1181.8,8.89,40.4,6.16,6.66,27.4,1.813,6.0,18.74,0
607,1157.8,3.13,44.7,8.21,4.8,29.0,1.824,18.68,20.95,0
608,1206.1,5.38,48.1,5.04,5.67,25.4,1.815,16.66,15.3,0
609,1201.6,7.64,29.5,6.26,6.33,30.0,1.77,14.63,22.84,1
610,1165.0,8.56,41.4,5.84,5.16,29.9,1.842,18.88,24.96,0
611,1141.3,3.62,40.6,7.11,7.5,25.4,1.813,19.38,18.38,0
612,1180.0,5.23,35.8,6.24,6.77,29.3,1.802,17.01,23.23,1
613,1229.8,7.37,39.2,4.93,7.22,35.4,1.87,15.32,18.74,1
614,1195.2,8.27,35.8,5.98,5.79,25.5,1.805,11.93,18.94,0
615,1183.6,8.77,28.0,4.45,5.69,29.2,1.82,12.57,23.13,1
616,1178.6,6.38,45.4,4.59,6.11,34.6,1.84,10.06,23.48,0
617,1181.6,2.97,29.8,6.1,5.14,38.6,1.915,10.52,22.41,0
618,1167.2,7.91,23.6,5.94,8.03,28.9,1.805,14.4,19.55,0
619,1192.2,5.48,44.8,6.61,6.33,27.3,1.814,11.03,21.78,0
620,1174.4,8.99,42.5,5.61,7.27,33.1,1.862,7.71,22.05,0
621,1196.6,4.61,63.8,5.77,4.77,39.3,1.879,10.39,20.28,0
622,1226.1,9.57,48.3,3.68,4.37,27.7,1.799,16.08,26.0,1
623,1207.6,9.39,33.2,6.32,5.87,35.3,1.866,11.1,19.16,1
624,1173.9,3.95,24.7,8.04,6.3,32.7,1.862,12.13,21.18,0
625,1213.6,7.01,29.4,6.74,5.88,31.6,1.819,15.2,22.19,1
626,1162.2,7.18,27.1,5.1,6.36,32.2,1.793,10.58,19.67,0
627,1181.0,7.58,42.3,5.58,6.33,18.9,1.767,16.02,20.83,1
628,1169.2,7.28,31.9,7.75,4.46,38.7,1.906,17.16,22.06,0
629,1197.7,7.18,40.6,7.22,7.22,34.3,1.845,11.48,25.13,1
630,1176.1,7.69,51.3,7.04,5.49,27.8,1.777,14.65,21.67,1
631,1193.7,7.67,51.5,6.18,7.03,32.8,1.821,13.58,21.12,1
632,1158.6,7.11,33.4,5.75,6.92,28.6,1.81,11.64,16.16,0
633,1199.6,5.73,55.5,6.36,6.62,29.4,1.815,13.76,21.5,1
634,1241.8,6.93,39.4,7.18,4.76,31.5,1.856,15.09,24.13,1
635,1196.8,6.95,43.1,6.4,5.7,32.4,1.83,14.77,19.27,1
636,1192.3,7.37,43.8,7.16,6.66,30.6,1.815,10.49,19.97,1
637,1198.8,4.29,37.8,7.57,6.17,32.3,1.897,15.58,23.01,1
638,1160.7,5.14,49.8,7.41,5.84,44.0,1.911,15.43,25.78,1
639,1172.1,9.7,31.1,5.59,6.81,28.6,1.76,14.06,25.13,1
640,1199.8,8.61,63.1,8.15,6.76,43.0,1.927,16.1,22.21,1
641,1174.3,7.07,37.3,3.99,7.86,24.5,1.743,9.93,19.75,1
642,1163.7,4.69,45.0,7.36,6.23,30.7,1.811,12.47,19.25,0
643,1176.4,5.34,27.3,7.06,5.25,26.4,1.781,12.98,25.72,0
644,1158.5,8.27,32.9,3.62,4.83,32.2,1.856,10.27,23.47,0
645,1145.9,5.81,51.7,5.66,4.85,26.2,1.839,14.44,19.59,0
646,1212.3,9.05,27.0,5.23,6.54,34.9,1.836,16.24,20.03,1
647,1187.3,9.76,45.6,4.81,6.87,26.4,1.797,12.57,15.6,1
648,1171.9,7.3,36.3,3.88,6.67,31.8,1.838,13.93,28.92,0
649,1196.1,8.06,38.9,3.96,5.88,31.4,1.844,15.16,17.24,0
650,1187.1,10.18,39.6,5.02,5.85,27.6,1.832,15.55,23.66,1
651,1169.1,6.01,44.8,6.38,5.27,31.6,1.861,20.18,23.69,0
652,1190.2,7.21,50.8,7.43,5.92,18.4,1.779,19.22,21.14,1
653,1176.1,6.41,31.0,4.63,4.09,41.6,1.937,16.25,17.47,0
654,1145.7,8.97,35.0,6.76,6.04,29.3,1.793,12.34,22.16,0
655,1225.2,9.34,31.3,5.14,6.67,28.3,1.823,12.5,19.73,1
656,1209.2,6.9,38.7,2.64,5.57,27.0,1.805,15.67,24.39,1
657,1158.9,6.44,44.8,4.56,6.28,33.3,1.807,15.89,22.0,1
658,1190.6,8.12,38.7,5.83,7.16,33.5,1.842,16.02,24.02,1
659,1201.8,5.44,49.1,6.22,6.11,36.0,1.882,17.08,21.57,1
660,1170.6,4.89,41.8,7.15,4.88,25.6,1.799,9.74,23.86,0
661,1174.7,7.07,23.7,8.29,6.32,21.0,1.824,12.71,26.37,1
662,1162.0,8.99,23.3,6.18,4.73,30.1,1.864,9.48,26.88,0
663,1157.7,6.37,41.3,6.71,6.49,28.1,1.816,18.43,20.86,1
664,1186.5,7.62,43.6,6.35,5.14,27.7,1.836,15.69,25.46,1
665,1230.0,7.07,29.0,8.69,5.78,40.8,1.922,14.84,22.12,1
666,1160.6,7.98,45.2,9.17,6.28,31.4,1.866,18.5,26.59,1
667,1196.4,3.92,48.3,7.31,6.0,30.1,1.831,13.17,24.47,1
668,1211.4,7.35,38.0,4.85,6.25,33.4,1.876,11.56,29.26,1
669,1203.8,6.5,37.8,5.36,5.04,28.1,1.85,17.25,17.87,0
670,1179.6,6.65,66.6,6.57,3.91,30.5,1.878,13.16,22.13,0
671,1170.6,8.4,38.2,3.73,6.6,37.2,1.884,11.38,21.51,0
672,1182.8,6.86,43.5,6.72,5.46,32.6,1.855,11.34,24.7,0
673,1187.3,7.96,33.3,3.68,4.94,40.7,1.925,13.91,29.39,0
674,1177.3,5.75,38.0,7.48,6.77,25.2,1.78,12.51,31.28,1
675,1192.2,4.95,46.9,8.41,5.55,34.9,1.884,11.99,25.18,1
