participant,domain,xai,first training block,phase,original label,target label,trial number,instance id,training response,training correct (0/1),participant training accuracy,response time (seconds),log(time),participant median time,attribute values before and after,explanation,sparsity,dist user CF from orig,user CF label,successful CF,distance to closest minimal counterfactual,confidence for target label original,confidence for target label user CF,delta confidence of target label,user CF increase target label confidence?,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change,attribute changed,amount changed,delta confidence/change amount,confidence of counterfactual - 50%,close to boundary old,distance to boundary,CRT-2 score (0-4),successful counterfactual (continuous),actionability (0/1),patient can change - Blood Pressure,patient can change - Insulin,patient can change - BMI,patient can change - Age,plausibility,abs dist original to boundary,abs dist user CF to boundary,sign dist user CF to boundary,boundary dist change (user - original),plausibility (subset),participant level correct direction change,% x4_changed > 50,cognitive model v0.1 family,explanation reliance (η),global relevance reliance (α),additive change margin (ρ),exemplar locality (λ),remembered-change reliance (β),age treated as actionable (0/1),mean participant CF dist to orig,Norm(proximity),changed in training cf direction,dist to nearest training instance (L1 normalized),cognitive model v0.2 revision,cognitive model v0.2 family,cognitive model v0.2 representation,cognitive model v0.2 scope,cognitive model v0.2 global feature lapse,cognitive model v0.2 memory decay,cognitive model v0.2 exemplar distance sensitivity,cognitive model v0.2 selection spread,cognitive model v0.2 counterfactual edit blend,cognitive model v0.2 age actionable (0/1),cognitive model v0.2 edit margin,cognitive model v0.2 CV subset NLL,cognitive model v0.2 CV expected selection F1,cognitive model v0.2 CV MAP selection F1,cognitive model v0.2 CV exact-subset accuracy,cognitive model v0.2 CV cardinality MAE,cognitive model v0.2 CV conditional amount MAE,cognitive model v0.2 CV conditional direction accuracy,case,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,training,Diabetes,,8,130107,Diabetes,1,0.583333333333,15.309,2.72844089075,16.7095,"""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 485(0.925925925926)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)","""Glucose"" - -55% toward Diabetes
""BMI"" - -45% toward Diabetes",,,,,,,,,,0,-0.152173913043,-0.158789078611,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.293731704513,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,training,Diabetes,,9,130108,Diabetes,1,0.583333333333,16.004,2.77283869099,16.7095,"""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 474(0.903241771839)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)","""Glucose"" - -67% toward Diabetes
""Insulin"" - -33% toward Diabetes",,,,,,,,,,0,-0.152173913043,-0.152602491133,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.293731704513,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,10,130109,No Diabetes,1,0.583333333333,14.558,2.6781406707,16.7095,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 122(0.177348841046)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)","""Age"" - -92% toward Diabetes
""BMI"" - +8% toward No Diabetes",,,,,,,,,,0,0.152173913043,0.156726882785,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.293731704513,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,11,130110,Diabetes,0,0.583333333333,36.606,3.6002121614,16.7095,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 182(0.301080590613)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)","""BMI"" - -86% toward Diabetes
""Glucose"" - -14% toward Diabetes",,,,,,,,,,0,0.152173913043,0.164975666089,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.293731704513,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,12,130111,Diabetes,0,0.583333333333,19.346,2.96248567976,16.7095,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 171(0.278396436526)
""BMI"" - 34.2(0.48468670975)
""Age"" - 33(0.324324324324)","""Glucose"" - -93% toward Diabetes
""Age"" - +7% toward No Diabetes",,,,,,,,,,0,0.152173913043,0.154664686959,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.293731704513,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,1,130200,,,0.583333333333,55.755,4.02096709242,16.7095,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 100(0.131980532871)
""BMI"" - 30.9(0.368783366114) -> 25.80968(0.19)
""Age"" - 45(0.648648648649)",,0.8,0.178783366114,No Diabetes,1,0.0275,0.411767516955,0.520417327431,0.108649810476,1,,,,,,BMI,-0.178783366114,0.607717668805,0.020417327431,0,far from boundary,0,1,1,8,7,8,1,0.918434807254,0.118676458828,0.023122417564,0.023122417564,-0.0955540412642,0.881379930689,0.55,0,,,,,,,,0.293731704513,0.17536107984,1,0.414316980442,,,,,,,,,,,,,,,,,,,1,0,0,0,-0.178783366114,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,2,130201,,,0.583333333333,8.918,2.18807170621,16.7095,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568) -> 51(0.810810810811)",,0.8,0.243243243243,Diabetes,0,0.343331048807,0.483539690781,0.382136504964,-0.101403185817,0,,,,,,Age,0.243243243243,-0.416879763915,0.117863495036,1,near boundary,0,0,0,8,7,8,1,0.929218598211,0.0323992776757,0.188599419611,-0.188599419611,0.156200141935,0.883969735224,0.55,0,,,,,,,,0.293731704513,0.240089582985,,0.336908080638,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0.243243243243
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,3,130202,,,0.583333333333,7.495,2.01423613155,16.7095,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 228(0.395941598614) -> 148(0.230965932525)
""BMI"" - 33.9(0.474150042147)
""Age"" - 40(0.513513513514)",,0.8,0.164975666089,Diabetes,0,0.276625708236,0.4679117222,0.475032446152,0.00712072395208,1,,,,,,Insulin,-0.164975666089,0.0431622682356,0.024967553848,0,far from boundary,0,0,1,8,7,8,1,0.967004866782,0.0764467974998,0.0567543724777,-0.0567543724777,-0.0196924250221,0.93944265407,0.55,0,,,,,,,,0.293731704513,0.161495838479,1,0.467762395737,,,,,,,,,,,,,,,,,,,3,0,0,-0.164975666089,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,4,130203,,,0.583333333333,14.72,2.6892071133,16.7095,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 210(0.358822073744)
""BMI"" - 39.4(0.66732228154) -> 31.7888(0.4)
""Age"" - 29(0.216216216216)",,0.8,0.26732228154,No Diabetes,1,0.1575,0.463741061238,0.552827244395,0.089086183157,1,,,,,,BMI,-0.26732228154,0.333253863628,0.052827244395,0,far from boundary,0,1,1,8,7,8,1,0.946535543692,0.0867721396761,0.122841554063,0.122841554063,0.0360694143872,0.944050399887,0.55,0,,,,,,,,0.293731704513,0.264268966743,1,0.547070282104,,,,,,,,,,,,,,,,,,,4,0,0,0,-0.26732228154,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,5,130204,,,0.583333333333,14.305,2.6606091265,16.7095,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447)
""BMI"" - 29.3(0.312587805563)
""Age"" - 39(0.486486486486) -> 53(0.864864864865)",,0.8,0.378378378378,Diabetes,0,0.478466183942,0.492607340351,0.330812947757,-0.161794392595,0,,,,,,Age,0.378378378378,-0.427599466144,0.169187052243,1,near boundary,0,0,0,8,7,8,1,0.932960481545,0.0165789274235,0.28812011183,-0.28812011183,0.271541184407,0.863135547132,0.55,0,,,,,,,,0.293731704513,0.375787871737,,0.305943885962,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0.378378378378
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,6,130205,,,0.583333333333,10.149,2.31737517847,16.7095,"""Glucose"" - 181(0.905798333617)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 293(0.529984327312) -> 167(0.270147653221)
""BMI"" - 40(0.688395616746)
""Age"" - 22(0.027027027027)",,0.8,0.259836674091,Diabetes,0,0.425732290837,0.44484721091,0.455781888755,0.0109346778445,1,,,,,,Insulin,-0.259836674091,0.0420828887329,0.044218111245,0,far from boundary,0,0,1,8,7,8,1,0.88583648652,0.132294051113,0.105910342418,-0.105910342418,-0.026383708695,0.848837660872,0.55,0,,,,,,,,0.293731704513,0.256752164247,1,0.722733439714,,,,,,,,,,,,,,,,,,,6,0,0,-0.259836674091,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,7,130206,,,0.583333333333,9.062,2.20408984624,16.7095,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 272(0.486678214963)
""BMI"" - 41.5(0.741078954763) -> 34.92072(0.51)
""Age"" - 27(0.162162162162)",,0.8,0.231078954763,No Diabetes,1,0.13,0.477129570752,0.544427450584,0.0672978798319,1,,,,,,BMI,-0.231078954763,0.291233270901,0.044427450584,0,far from boundary,0,1,1,8,7,8,1,0.931692450667,0.054673871648,0.130099815608,0.130099815608,0.0754259439604,0.923843218843,0.55,0,,,,,,,,0.293731704513,0.227874601818,1,0.58746777733,,,,,,,,,,,,,,,,,,,7,0,0,0,-0.231078954763,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,8,130207,,,0.583333333333,8.346,2.12178238217,16.7095,"""Glucose"" - 157(0.701751402823)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 440(0.833127113751) -> 269(0.480491627485)
""BMI"" - 39.4(0.66732228154)
""Age"" - 30(0.243243243243)",,0.8,0.352635486266,Diabetes,0,0.524957767806,0.4427041147,0.457542369587,0.0148382548867,1,,,,,,Insulin,-0.352635486266,0.0420781670155,0.042457630413,0,far from boundary,0,0,1,8,7,8,1,0.941487546325,0.137479314236,0.101672852437,-0.101672852437,-0.0358064618,0.914103934423,0.55,0,,,,,,,,0.293731704513,0.349937700324,1,0.532055537055,,,,,,,,,,,,,,,,,,,8,0,0,-0.352635486266,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,9,130208,,,0.583333333333,24.496,3.19850983892,16.7095,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248) -> 27.518(0.25)
""Age"" - 56(0.945945945946)",,0.8,0.336541163248,No Diabetes,1,0.0825,0.378484007523,0.562752079033,0.18426807151,1,,,,,,BMI,-0.336541163248,0.54753501691,0.062752079033,0,far from boundary,0,1,1,8,7,8,1,0.93269176735,0.187566199816,0.0673707681587,0.0673707681587,-0.120195431657,0.798597090216,0.55,0,,,,,,,,0.293731704513,0.333776306842,1,0.733491424334,,,,,,,,,,,,,,,,,,,9,0,0,0,-0.336541163248,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,10,130209,,,0.583333333333,11.165,2.41278388529,16.7095,"""Glucose"" - 122(0.404182962081)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 220(0.379444032005)
""BMI"" - 49.7(1) -> 38.33736(0.63)
""Age"" - 31(0.27027027027)",,0.8,0.37,No Diabetes,1,0.27,0.475402330642,0.545093799575,0.0696914689328,1,,,,,,BMI,-0.37,0.18835532144,0.045093799575,0,far from boundary,0,1,1,8,7,8,1,0.949932562565,0.0585422796506,0.185293972031,0.185293972031,0.126751692381,0.887091260062,0.55,0,,,,,,,,0.293731704513,0.367374577835,1,0.615026981511,,,,,,,,,,,,,,,,,,,10,0,0,0,-0.37,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,11,130300,,,0.583333333333,9.692,2.27130080295,16.7095,"""Glucose"" - 188(0.965312021765)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 185(0.307267178091) -> 118(0.169100057741)
""BMI"" - 32(0.407417813993)
""Age"" - 22(0.027027027027)",,0.8,0.13816712035,No Diabetes,0,0.238249306357,0.47914363584,0.473284288756,-0.00585934708332,0,,,,,,Insulin,-0.13816712035,-0.0424076804125,0.026715711244,0,far from boundary,0,0,1,8,7,8,1,0.900661035392,0.0510070332363,0.066103878934,-0.066103878934,0.0150968456977,0.835279326336,0.55,0,,,,,,,,0.293731704513,0.134575572501,0,0.685436247968,,,,,,,,,,,,,,,,,,,11,0,0,-0.13816712035,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,12,130301,,,0.583333333333,9.508,2.2521335495,16.7095,"""Glucose"" - 169(0.80377486822)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 125(0.183535428524)
""BMI"" - 29.9(0.33366114077)
""Age"" - 31(0.27027027027) -> 47(0.702702702703)",,0.8,0.432432432432,Diabetes,1,0.533771291663,0.471507571159,0.65071665004,0.179209078881,1,,,,,,Age,0.432432432432,0.414420994913,0.15071665004,0,far from boundary,0,1,0,8,7,8,1,0.926515282299,0.0681400565705,0.282825471952,0.282825471952,0.214685415381,0.901497765161,0.55,0,,,,,,,,0.293731704513,0.430067187238,,0.384403066086,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0.432432432432
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,13,130302,,,0.583333333333,9.702,2.27233204982,16.7095,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 58(0.217391304348)
""Insulin"" - 140(0.214468365916)
""BMI"" - 29.5(0.319612250632)
""Age"" - 37(0.432432432432) -> 58(1)",,0.8,0.567567567568,Diabetes,1,0.682955316935,0.457524313708,0.694232355335,0.236708041628,1,,,,,,Age,0.567567567568,0.417057025725,0.194232355335,0,far from boundary,0,1,0,8,7,8,1,0.962364495837,0.0899558203792,0.323661933004,0.323661933004,0.233706112625,0.790194860933,0.55,0,,,,,,,,0.293731704513,0.565765475992,,0.48145812777,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0.567567567568
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,14,130303,,,0.583333333333,22.725,3.12346564006,16.7095,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 135(0.204157386785) -> 245(0.430998927658)
""BMI"" - 26(0.196684461928)
""Age"" - 51(0.810810810811)",,0.8,0.226841540873,Diabetes,1,0.327657078945,0.461206551844,0.559270791451,0.0980642396069,1,,,,,,Insulin,0.226841540873,0.43230282791,0.059270791451,0,far from boundary,0,1,1,8,7,8,1,0.954631691825,0.0439971594513,0.0707239912086,0.0707239912086,0.0267268317573,0.80571482484,0.55,0,,,,,,,,0.293731704513,0.223619529197,1,0.744584334929,,,,,,,,,,,,,,,,,,,14,0,0,0.226841540873,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,15,130304,,,0.583333333333,12.034,2.4877359768,16.7095,"""Glucose"" - 147(0.616731848325)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 293(0.529984327312) -> 167(0.270147653221)
""BMI"" - 34.9(0.509272267491)
""Age"" - 30(0.243243243243)",,0.8,0.259836674091,No Diabetes,0,0.3930644066,0.456284584367,0.439939040207,-0.0163455441598,0,,,,,,Insulin,-0.259836674091,-0.0629069942378,0.060060959793,0,far from boundary,0,0,1,8,7,8,1,0.951323655777,0.104700083858,0.131083792553,-0.131083792553,0.0263837086952,0.951323655777,0.55,0,,,,,,,,0.293731704513,0.256752164247,0,0.40594256816,,,,,,,,,,,,,,,,,,,15,0,0,-0.259836674091,0,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,16,130305,,,0.583333333333,11.045,2.40197783687,16.7095,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 100(1)
""Insulin"" - 240(0.420687948528)
""BMI"" - 57.3(1) -> 35.77488(0.54)
""Age"" - 22(0.027027027027)",,0.8,0.46,No Diabetes,0,0.586812051472,0.498825750363,0.461469296352,-0.0373564540104,0,,,,,,BMI,-0.46,-0.0812096826313,0.038530703648,1,near boundary,0,0,1,8,7,8,1,0.932495806915,0.0975567477394,0.244481707784,-0.244481707784,0.146924960044,0.798404598799,0.55,0,,,,,,,,0.293731704513,0.457749638144,0,1.37533240279,,,,,,,,,,,,,,,,,,,16,0,0,0,-0.46,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,17,130306,,,0.583333333333,12.248,2.50536265836,16.7095,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 86(0.826086956522)
""Insulin"" - 105(0.142291512002)
""BMI"" - 39.1(0.656785613936) -> 27.80272(0.26)
""Age"" - 42(0.567567567568)",,0.8,0.396785613936,No Diabetes,0,0.4975,0.47579270031,0.211316878862,-0.264475821448,0,,,,,,BMI,-0.396785613936,-0.666545893195,0.288683121138,0,far from boundary,0,0,1,8,7,8,1,0.916951294936,0.0253928635876,0.340096255699,-0.340096255699,0.314703392112,0.867674342066,0.55,0,,,,,,,,0.293731704513,0.394271816445,0,0.385900724535,,,,,,,,,,,,,,,,,,,17,0,0,0,-0.396785613936,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,18,130307,,,0.583333333333,13.86,2.62900699376,16.7095,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576) -> 30.93464(0.37)
""Age"" - 46(0.675675675676)",,0.8,0.198980050576,No Diabetes,0,0.3275,0.410097907251,0.274052339331,-0.13604556792,0,,,,,,BMI,-0.198980050576,-0.683714611219,0.225947660669,0,far from boundary,0,0,1,8,7,8,1,0.960203989885,0.0898788564425,0.238278897127,-0.238278897127,0.148400040684,0.867718238583,0.55,0,,,,,,,,0.293731704513,0.195641930687,0,0.462428756509,,,,,,,,,,,,,,,,,,,18,0,0,0,-0.198980050576,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,19,130308,,,0.583333333333,10.854,2.38453367564,16.7095,"""Glucose"" - 133(0.497704472029)
""Blood Pressure"" - 102(1)
""Insulin"" - 140(0.214468365916)
""BMI"" - 32.8(0.435515594268) -> 28.37216(0.28)
""Age"" - 45(0.648648648649)",,0.8,0.155515594268,No Diabetes,0,0.2575,0.466495820489,0.361437998824,-0.105057821665,0,,,,,,BMI,-0.155515594268,-0.67554525422,0.138562001176,0,far from boundary,0,0,1,8,7,8,1,0.968896881146,0.0133659365246,0.136710340463,-0.136710340463,0.123344403938,0.822202330101,0.55,0,,,,,,,,0.293731704513,0.151996343352,0,0.907385798703,,,,,,,,,,,,,,,,,,,19,0,0,0,-0.155515594268,0
R_1PwbPFGEhHmTJ93,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,20,130309,,,0.583333333333,7.431,2.00566043918,16.7095,"""Glucose"" - 143(0.582724026526)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 310(0.565041656356) -> 186(0.309329373917)
""BMI"" - 42.4(0.772688957572)
""Age"" - 22(0.027027027027)",,0.8,0.255712282438,No Diabetes,0,0.400523324866,0.481679327756,0.442760437346,-0.0389188904107,0,,,,,,Insulin,-0.255712282438,-0.152197970468,0.057239562654,1,near boundary,0,0,1,8,7,8,1,0.948857543512,0.102945766638,0.137342975313,-0.137342975313,0.0343972086745,0.891786771258,0.55,0,,,,,,,,0.293731704513,0.252610584865,0,0.579629117584,,,,,,,,,,,,,,,,,,,20,0,0,-0.255712282438,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,Diabetes,,1,130100,Diabetes,1,0.75,28.092,3.3354848383,17.2555,"""Glucose"" - 145(0.599727937426)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)",,,,,,,,,,,-0.153035198096,0,0,-0.165074459118,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,Diabetes,,2,130101,No Diabetes,0,0.75,17.155,2.84228967631,17.2555,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 150(0.235090324177)
""BMI"" - 42.3(0.769176735038)
""Age"" - 48(0.72972972973)",,,,,,,,,,,-0.153035198096,0,0,-0.15102556898,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,Diabetes,,3,130102,Diabetes,1,0.75,19.472,2.96897753625,17.2555,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248)
""Age"" - 43(0.594594594595)",,,,,,,,,,,-0.153035198096,0,0,-0.154537791514,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,No Diabetes,,4,130103,Diabetes,0,0.75,18.488,2.91712187297,17.2555,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)",,,,,,,,,,,0.153035198096,0,0,0.15102556898,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,No Diabetes,,5,130104,Diabetes,0,0.75,16.226,2.78661489397,17.2555,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855)
""Age"" - 28(0.189189189189)",,,,,,,,,,,0.153035198096,0,0,0.158050014049,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,No Diabetes,,6,130105,No Diabetes,1,0.75,36.129,3.58709586695,17.2555,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871)
""Age"" - 40(0.513513513514)",,,,,,,,,,,0.153035198096,0,0,0.154537791514,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,Diabetes,,7,130106,Diabetes,1,0.75,15.054,2.71164373661,17.2555,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,,,0,-0.152173913043,-0.154664686959,0,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,Diabetes,,8,130107,Diabetes,1,0.75,14.467,2.67187019365,17.2555,"""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 485(0.925925925926)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)",,,,,,,,,,,0,-0.152173913043,-0.158789078611,0,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,Diabetes,,9,130108,Diabetes,1,0.75,13.884,2.630737098,17.2555,"""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 474(0.903241771839)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)",,,,,,,,,,,0,-0.152173913043,-0.152602491133,0,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,No Diabetes,,10,130109,No Diabetes,1,0.75,17.356,2.85393826794,17.2555,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 122(0.177348841046)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)",,,,,,,,,,,0,0.152173913043,0.156726882785,0,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
R_6dgvDYKwNASMYJF,diabetes,none,Glucose + BMI,training,No Diabetes,,11,130110,No Diabetes,1,0.75,21.326,3.0599269856,17.2555,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 182(0.301080590613)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)",,,,,,,,,,,0,0.152173913043,0.164975666089,0,0,,,,,,,0,,,7,8,8,1,,,,,,,0.95,0,,,,,,,,0.360644909492,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
