participant,domain,xai,n_counterfactual_responses,best_counterfactual_strategy,minimum_loss_counterfactual_strategy,strategy_selection_rule,selected_strategy_fitted_parameter_count,supported_counterfactual_strategies_one_se,counterfactual_strategy_fit_conclusion,counterfactual_implied_mental_model,supported_counterfactual_implied_mental_models,best_strategy_cv_mean_normalized_l1,best_strategy_cv_feature_selection_f1,best_strategy_cv_direction_accuracy,best_strategy_cv_mean_sparsity_difference,minimum_loss_strategy_cv_mean_normalized_l1,counterfactual_strategy_gap_to_second_best,best_strategy_full_data_k,best_strategy_full_data_fixed_amount,available_strategy_count,training_responses_used_for_assignment,change_most_influential_attributes_by_fixed_amount__cv_mean_normalized_l1,change_most_influential_attributes_by_fixed_amount__cv_feature_f1,change_most_influential_attributes_by_fixed_amount__cv_direction_accuracy,change_most_influential_attributes_by_fixed_amount__full_data_k,change_most_influential_attributes_by_fixed_amount__full_data_fixed_amount,change_most_influential_attributes_by_fixed_amount__one_se_margin_from_best,change_largest_target_profile_mismatches__cv_mean_normalized_l1,change_largest_target_profile_mismatches__cv_feature_f1,change_largest_target_profile_mismatches__cv_direction_accuracy,change_largest_target_profile_mismatches__full_data_k,change_largest_target_profile_mismatches__full_data_fixed_amount,change_largest_target_profile_mismatches__one_se_margin_from_best,change_most_influential_attributes_to_flip__cv_mean_normalized_l1,change_most_influential_attributes_to_flip__cv_feature_f1,change_most_influential_attributes_to_flip__cv_direction_accuracy,change_most_influential_attributes_to_flip__full_data_k,change_most_influential_attributes_to_flip__full_data_fixed_amount,change_most_influential_attributes_to_flip__one_se_margin_from_best,change_most_contributing_attributes__cv_mean_normalized_l1,change_most_contributing_attributes__cv_feature_f1,change_most_contributing_attributes__cv_direction_accuracy,change_most_contributing_attributes__full_data_k,change_most_contributing_attributes__full_data_fixed_amount,change_most_contributing_attributes__one_se_margin_from_best,change_attributes_not_matching_target_profile__cv_mean_normalized_l1,change_attributes_not_matching_target_profile__cv_feature_f1,change_attributes_not_matching_target_profile__cv_direction_accuracy,change_attributes_not_matching_target_profile__full_data_k,change_attributes_not_matching_target_profile__full_data_fixed_amount,change_attributes_not_matching_target_profile__one_se_margin_from_best,set_attributes_to_target_profile_values__cv_mean_normalized_l1,set_attributes_to_target_profile_values__cv_feature_f1,set_attributes_to_target_profile_values__cv_direction_accuracy,set_attributes_to_target_profile_values__full_data_k,set_attributes_to_target_profile_values__full_data_fixed_amount,set_attributes_to_target_profile_values__one_se_margin_from_best,change_toward_remembered_exemplar__cv_mean_normalized_l1,change_toward_remembered_exemplar__cv_feature_f1,change_toward_remembered_exemplar__cv_direction_accuracy,change_toward_remembered_exemplar__full_data_k,change_toward_remembered_exemplar__full_data_fixed_amount,change_toward_remembered_exemplar__one_se_margin_from_best,copy_changes_from_remembered_example__cv_mean_normalized_l1,copy_changes_from_remembered_example__cv_feature_f1,copy_changes_from_remembered_example__cv_direction_accuracy,copy_changes_from_remembered_example__full_data_k,copy_changes_from_remembered_example__full_data_fixed_amount,copy_changes_from_remembered_example__one_se_margin_from_best
R_3JsJHI218IpRVj7,diabetes,counterfactual,20,change_attributes_not_matching_target_profile,change_attributes_not_matching_target_profile,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,0,change_attributes_not_matching_target_profile / change_largest_target_profile_mismatches / set_attributes_to_target_profile_values / change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_attributes_not_matching_target_profile; supported: change_attributes_not_matching_target_profile / change_largest_target_profile_mismatches / set_attributes_to_target_profile_values / change_most_influential_attributes_by_fixed_amount,prototype,attribution / prototype,0.1339419315990727,0.6077777777777778,0.9852941176470589,1.0,0.1339419315990727,0.0,,,8,0,0.13680942953322686,0.6252380952380953,0.75,2,0.27499999999999997,0.016187634161339844,0.1339419315990727,0.6077777777777778,0.9852941176470589,4,,0.0,0.14767374226118235,0.32166666666666666,1.0,1,,0.012486863745864983,0.15407253061286863,0.2916666666666667,1.0,2,,0.009419290299646244,0.1339419315990727,0.6077777777777778,0.9852941176470589,,,0.0,0.13452416113322838,0.6077777777777778,0.9852941176470589,4,,0.011501044838586393,0.1655598223815616,0.4619047619047619,0.9705882352941176,2,,0.008845421308536534,0.1607611979265459,0.40499999999999997,0.8333333333333334,2,,0.011546246313387971
R_3LnSgPBvcIJNAeg,diabetes,counterfactual,20,change_largest_target_profile_mismatches,change_largest_target_profile_mismatches,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_largest_target_profile_mismatches / change_most_influential_attributes_by_fixed_amount / copy_changes_from_remembered_example,one-SE simplest: change_largest_target_profile_mismatches; supported: change_largest_target_profile_mismatches / change_most_influential_attributes_by_fixed_amount / copy_changes_from_remembered_example,prototype,exemplar / attribution / prototype,0.04199909585838115,0.45,1.0,0.05,0.04199909585838115,0.00021268087586184814,1,,8,0,0.042211776734243,0.2,1.0,1,0.025,0.009673922576977405,0.04199909585838115,0.45,1.0,1,,0.0,0.06967632709493729,0.25,1.0,1,,0.01648439468330911,0.0684439183697286,0.35,1.0,1,,0.015558822292721087,0.06582342755119609,0.36500000000000005,1.0,,,0.006914350604823272,0.06266969258816737,0.45,1.0,1,,0.004509228504931323,0.07899646656502249,0.25,1.0,1,,0.012874467403030474,0.05480049888938254,0.4,0.875,1,,0.013295795364931536
R_57znUipobCg8cQp,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.08555265620691187,0.6666666666666666,1.0,1.1,0.08555265620691187,0.015709110092943554,1,0.725,8,0,0.08555265620691187,0.6666666666666666,1.0,1,0.725,0.0,0.1357233451156032,0.43166666666666664,1.0,2,,0.011263599697060605,0.10126176629985542,0.4999999999999999,1.0,1,,0.005888312155269787,0.10949814252617736,0.4666666666666666,1.0,2,,0.006438714320003507,0.1412309074584447,0.471904761904762,1.0,,,0.010286642198049228,0.1453192359630808,0.42023809523809524,1.0,2,,0.01869872836331867,0.17320456237464008,0.20833333333333331,1.0,1,,0.013436338543552343,0.12082911328630372,0.69,1.0,2,,0.0058103470461451584
R_5L8tiHkCKWHeDLz,diabetes,counterfactual,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_to_flip,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_to_flip / change_most_contributing_attributes / change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_to_flip; supported: change_most_influential_attributes_to_flip / change_most_contributing_attributes / change_most_influential_attributes_by_fixed_amount,attribution,attribution,0.05530684448122018,0.5333333333333332,0.9285714285714286,0.85,0.05530684448122018,0.0011669198257953373,1,,8,0,0.0633621105204357,0.8666666666666666,0.85,2,0.22499999999999998,0.010155048136739902,0.07529375253278789,0.5,1.0,2,,0.011400430691679536,0.05530684448122018,0.5333333333333332,0.9285714285714286,1,,0.0,0.05647376430701552,0.5333333333333332,1.0,2,,0.002437116890363775,0.0800044926064083,0.505,1.0,,,0.009121284815487478,0.10156567554536904,0.4166666666666667,1.0,2,,0.01394066076574303,0.12421888964160051,0.19999999999999998,1.0,1,,0.00926036343481716,0.07689120411072173,0.725,0.8421052631578947,2,,0.00588751235875742
R_5PBL0xxR4iWRFTu,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.05978152008825569,0.5983333333333333,0.975,1.45,0.05978152008825569,0.011329163928186593,1,0.27499999999999997,8,0,0.05978152008825569,0.5983333333333333,0.975,1,0.27499999999999997,0.0,0.086511580961012,0.5133333333333334,1.0,2,,0.011424592077361243,0.07111068401644229,0.4333333333333333,1.0,1,,0.0066464230839979365,0.08246365474627984,0.4,1.0,2,,0.009969387134883528,0.08909812556967996,0.5511904761904761,1.0,,,0.011065786070274718,0.10401208150117669,0.33333333333333337,1.0,1,,0.012713379554187136,0.11787818026771373,0.26666666666666666,1.0,1,,0.010774606614284544,0.07332832257852727,0.8450000000000001,0.95,2,,0.008084947543527052
R_5gUCBkQAvBLNwhe,diabetes,counterfactual,20,change_attributes_not_matching_target_profile,change_most_contributing_attributes,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,0,change_most_contributing_attributes / copy_changes_from_remembered_example / change_attributes_not_matching_target_profile,one-SE simplest: change_attributes_not_matching_target_profile; supported: change_most_contributing_attributes / copy_changes_from_remembered_example / change_attributes_not_matching_target_profile,prototype,exemplar / attribution / prototype,0.08932519742006892,0.5261904761904762,0.875,1.4,0.0812152705924114,0.003545417603232945,,,8,0,0.11037684438241295,0.4866666666666667,1.0,2,0.19999999999999998,0.012249565573913787,0.09416368601447628,0.36666666666666664,0.9166666666666666,2,,0.006906665995133755,0.09035520854539848,0.38333333333333336,1.0,1,,0.005162030366627233,0.0812152705924114,0.4833333333333333,1.0,2,,0.0,0.08932519742006892,0.5261904761904762,0.875,,,0.008952441833347776,0.09689500454437062,0.4,1.0,1,,0.009068971794530784,0.14311332462101434,0.06666666666666667,1.0,1,,0.010433933249839737,0.08476068819564435,0.6216666666666667,1.0,2,,0.007009876151556513
R_5uiIqLYnzqvSwVj,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.06404206906646481,0.8816666666666666,1.0,0.3,0.06404206906646481,0.09165569813754265,2,0.575,8,0,0.06404206906646481,0.8816666666666666,1.0,2,0.575,0.0,0.18481239979306796,0.49833333333333335,0.9230769230769231,2,,0.017950734759944166,0.15569776720400746,0.4916666666666666,1.0,1,,0.011372823471505141,0.15867826636984206,0.4583333333333333,1.0,2,,0.01330322901172434,0.1880014007362536,0.5219047619047619,0.9333333333333333,,,0.018045174750542216,0.19009571913614104,0.48166666666666663,0.9230769230769231,2,,0.023257346605476993,0.24094884936898264,0.21166666666666661,0.8125,1,,0.022181501913550325,0.16013370452222753,0.7066666666666667,1.0,2,,0.01595045545374948
R_690KEAhjMvQt7Yb,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.05395477361297487,0.825,1.0,0.6,0.05395477361297487,0.01960270314853476,2,0.27499999999999997,8,0,0.05395477361297487,0.825,1.0,2,0.27499999999999997,0.0,0.07828551580144877,0.5233333333333334,1.0,2,,0.009676916549771142,0.0815949887682698,0.395,1.0,1,,0.011275472727958234,0.08412067059890223,0.4116666666666666,1.0,2,,0.01131484114759171,0.07973222492245409,0.5730952380952382,1.0,,,0.008626569117752276,0.10293398734189518,0.4066666666666666,1.0,1,,0.010901554716710539,0.13216752125644518,0.275,0.7777777777777778,1,,0.014636563764415786,0.07355747676150963,0.7783333333333333,0.9,2,,0.010621085195067366
R_6bNWbPPUJvdeKol,diabetes,counterfactual,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_to_flip,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_to_flip / change_most_contributing_attributes / change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_to_flip; supported: change_most_influential_attributes_to_flip / change_most_contributing_attributes / change_most_influential_attributes_by_fixed_amount,attribution,attribution,0.06732910336445184,0.4666666666666666,1.0,1.1,0.06732910336445184,0.0019831096961119704,1,,8,0,0.0723561765810817,0.7833333333333333,1.0,2,0.175,0.009757564957652776,0.08364120903465364,0.5333333333333333,1.0,2,,0.015290498878692957,0.06732910336445184,0.4666666666666666,1.0,1,,0.0,0.06931221306056382,0.4666666666666666,1.0,1,,0.0049588367028484395,0.08924465443049819,0.5283333333333333,1.0,,,0.013297762123767659,0.09126202336206042,0.41666666666666663,1.0,1,,0.016002841179822175,0.13272398082495138,0.19999999999999998,1.0,1,,0.012932081234124947,0.09448851911458032,0.5416666666666665,1.0,1,,0.009687849423840392
R_6uqevOJYlPhUkn9,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.1313523128195087,0.6399999999999999,0.05263157894736842,1.2,0.1313523128195087,0.0323105433203521,1,0.025,8,0,0.1313523128195087,0.6399999999999999,0.05263157894736842,1,0.025,0.0,0.1636628561398608,0.15666666666666665,0.16666666666666666,1,,0.0068887322531351845,0.17195495281896292,0.4816666666666666,0.07142857142857142,1,,0.010051764600003414,0.17699161940513825,0.4066666666666666,0.08333333333333333,1,,0.010396361403265206,0.19003093292267526,0.4616666666666667,0.2708333333333333,,,0.011436588186753187,0.18260631759382615,0.15666666666666665,0.16666666666666666,1,,0.01083412638658945,0.1712516947056738,0.215,0.375,1,,0.009485518798590642,0.16857875229716604,0.29833333333333334,0.1,1,,0.005576971976043291
R_78LuQY4quN7VFcd,diabetes,counterfactual,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_to_flip,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_to_flip / change_most_influential_attributes_by_fixed_amount / change_largest_target_profile_mismatches,one-SE simplest: change_most_influential_attributes_to_flip; supported: change_most_influential_attributes_to_flip / change_most_influential_attributes_by_fixed_amount / change_largest_target_profile_mismatches,attribution,attribution / prototype,0.12349281712895506,0.3666666666666667,0.9090909090909091,1.2,0.12349281712895506,0.0015709622830019504,1,,8,0,0.125063779411957,0.5333333333333332,0.75,1,0.1,0.008522543383853685,0.12623707039063334,0.2833333333333333,1.0,1,,0.013034482934634923,0.12349281712895506,0.3666666666666667,0.9090909090909091,1,,0.0,0.131264629633392,0.3,1.0,1,,0.004365608985201281,0.13597612134409504,0.41000000000000003,1.0,,,0.012355567668494008,0.14034671659322834,0.2833333333333333,1.0,1,,0.013769716512568527,0.1546983704159784,0.19999999999999998,0.8333333333333334,1,,0.014288909137620915,0.15010063073679122,0.2833333333333333,0.6,2,,0.014383226078540194
R_7D526sGUBavCX85,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.032660490493892635,0.9333333333333332,1.0,0.05,0.032660490493892635,0.010606367793475721,1,0.5,8,0,0.032660490493892635,0.9333333333333332,1.0,1,0.5,0.0,0.1146669134331445,0.15,1.0,1,,0.01290260287014987,0.04326685828736836,0.75,1.0,1,,0.010212308142338433,0.059214688437031926,0.6,1.0,2,,0.013635231428275147,0.12962816207621547,0.31500000000000006,1.0,,,0.01189387764791677,0.12388620624770005,0.15,1.0,1,,0.014799534274428075,0.13680614121738743,0.08333333333333333,1.0,1,,0.015861565786296817,0.09638254319359983,0.6999999999999998,0.925,2,,0.012759506619801006
R_7NQYtmgFjnCmY7L,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.07286114777356692,0.8466666666666667,1.0,0.35,0.07286114777356692,0.015608041112936802,2,0.325,8,0,0.07286114777356692,0.8466666666666667,1.0,2,0.325,0.0,0.1185576248648034,0.3066666666666667,1.0,2,,0.01453429152763304,0.09566213361570361,0.4,1.0,1,,0.011655578878157892,0.09660595052937195,0.4,1.0,1,,0.011736450357308173,0.10542552388897775,0.48976190476190473,1.0,,,0.012296652398111315,0.11282604393493942,0.3916666666666667,1.0,1,,0.015901318189758713,0.1449438837841732,0.15833333333333333,1.0,1,,0.01662147285684566,0.08846918888650372,0.6133333333333334,1.0,2,,0.008754324928790585
R_7RQYJvCz0EAGjmI,diabetes,counterfactual,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_to_flip,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_to_flip,one-SE simplest: change_most_influential_attributes_to_flip (only supported strategy),attribution,attribution,0.07782556275124568,0.6333333333333333,0.9230769230769231,0.4,0.07782556275124568,0.01407739995071755,1,,8,0,0.09876597400524434,0.7083333333333333,0.9333333333333333,1,0.625,0.012708970150510741,0.1363040667285565,0.175,0.75,1,,0.012218422880695474,0.07782556275124568,0.6333333333333333,0.9230769230769231,1,,0.0,0.09190296270196323,0.4833333333333333,1.0,2,,0.009758539258254926,0.15285677924668817,0.31000000000000005,0.9285714285714286,,,0.01303278097201034,0.14314281201716322,0.175,0.75,1,,0.015034541538438041,0.147521470888986,0.2,1.0,1,,0.017800182377448594,0.13473114012105486,0.49499999999999994,0.9333333333333333,2,,0.011296607668643044
R_7iO98bSObFU2FDT,diabetes,counterfactual,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.0229451623873545,1.0,0.5,0.0,0.0229451623873545,0.02991643085969377,1,0.025,8,0,0.0229451623873545,1.0,0.5,1,0.025,0.0,0.06006317349188818,0.15,1.0,1,,0.0058902691774880755,0.05286159324704827,0.75,0.6666666666666666,1,,0.008106917986407149,0.059258572705183574,0.6,0.75,2,,0.009207637071798449,0.08678253460893369,0.29000000000000004,0.7692307692307693,,,0.009366330263264465,0.08351984090258298,0.15,1.0,1,,0.007139910409162496,0.08249656893469623,0.1,0.0,1,,0.00403008101624489,0.06492052855186185,0.2,0.5,1,,0.006209371121031367
R_10w1gLcxE6Z3lKz,diabetes,none,20,change_attributes_not_matching_target_profile,change_attributes_not_matching_target_profile,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,0,change_attributes_not_matching_target_profile,one-SE simplest: change_attributes_not_matching_target_profile (only supported strategy),prototype,prototype,0.14697919834759993,0.788968253968254,0.7938596491228069,0.7,0.14697919834759993,0.001712958392503211,,,7,0,0.19727118151201575,0.37000000000000005,0.8333333333333334,1,0.375,0.01129773517128112,0.14869215674010314,0.7695238095238096,0.7938596491228069,4,,0.001332308135735268,0.17537980978103182,0.28,1.0,1,,0.01268767353048586,0.1776396072825893,0.26,1.0,1,,0.012201543484361164,0.14697919834759993,0.788968253968254,0.7938596491228069,,,0.0,0.17801935486997594,0.7675396825396825,0.7938596491228069,5,,0.008632961188764419,0.19386431002184476,0.7094047619047619,0.7916666666666666,3,,0.012414645672393023,,,,,,
R_38M4c8GJ6Fzj1uF,diabetes,none,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.022089100493129094,1.0,1.0,0.0,0.022089100493129094,0.013687405675092953,1,0.6749999999999999,7,0,0.022089100493129094,1.0,1.0,1,0.6749999999999999,0.0,0.03577650616822205,0.8,1.0,1,,0.012248368929810821,0.05319789009220325,0.75,1.0,1,,0.007771717911953727,0.056161489709336265,0.65,1.0,1,,0.007163878147277512,0.09975923568577,0.4633333333333334,1.0,,,0.011946125556873568,0.0445219589782159,0.8,1.0,1,,0.014405533483034923,0.08706449142089775,0.55,1.0,1,,0.020278509617283818,,,,,,
R_3Q6kxbz4Q8tHXZy,diabetes,none,20,change_most_contributing_attributes,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_by_fixed_amount / change_most_contributing_attributes / change_most_influential_attributes_to_flip,one-SE simplest: change_most_contributing_attributes; supported: change_most_influential_attributes_by_fixed_amount / change_most_contributing_attributes / change_most_influential_attributes_to_flip,attribution,attribution,0.09903227523190587,0.3833333333333334,1.0,2.25,0.09408285143224687,0.004949423799659,1,,7,0,0.09408285143224687,0.6866666666666666,1.0,2,0.27499999999999997,0.0,0.13434167610161074,0.636904761904762,0.9333333333333332,3,,0.012796640636397101,0.10123298135224254,0.3583333333333334,1.0,1,,0.011588043620195533,0.09903227523190587,0.3833333333333334,1.0,1,,0.011718660852448467,0.12374564521714834,0.7307142857142858,0.9166666666666666,,,0.013680955647307752,0.14394257734020227,0.6733333333333332,0.95,2,,0.012285640555193367,0.13632428804095814,0.39,0.9375,1,,0.01688786149466325,,,,,,
R_3Qn1EjxrSh3e0nP,diabetes,none,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_to_flip,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_to_flip,one-SE simplest: change_most_influential_attributes_to_flip (only supported strategy),attribution,attribution,0.030256532771848477,0.7333333333333333,1.0,0.3,0.030256532771848477,0.0029635996171330156,1,,7,0,0.03859168950694374,0.7833333333333333,1.0,1,0.39999999999999997,0.0063337722772215084,0.05234923631454423,0.7833333333333333,0.9375,1,,0.007729168476790689,0.030256532771848477,0.7333333333333333,1.0,1,,0.0,0.03322013238898149,0.6333333333333333,1.0,1,,0.002590238543139182,0.11390511919852098,0.4419047619047619,0.9473684210526315,,,0.012179437883021685,0.06581327439915449,0.7833333333333333,0.9375,1,,0.00935125856234966,0.07591827877566473,0.5333333333333333,1.0,1,,0.015373272056826924,,,,,,
R_3WSZqfTvADr53St,diabetes,none,20,change_largest_target_profile_mismatches,change_largest_target_profile_mismatches,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_largest_target_profile_mismatches,one-SE simplest: change_largest_target_profile_mismatches (only supported strategy),prototype,prototype,0.060907413514994346,0.72,1.0,0.3,0.060907413514994346,0.015887350345692608,2,,7,0,0.07720981708247665,0.5666666666666665,1.0,1,0.5,0.009293685233778493,0.060907413514994346,0.72,1.0,2,,0.0,0.07811158406636023,0.4749999999999999,1.0,1,,0.010824746994148081,0.07822935344345325,0.4416666666666666,1.0,1,,0.010548293310813493,0.07679476386068695,0.633452380952381,1.0,,,0.00653663684395968,0.08603061887018565,0.72,1.0,2,,0.003712747211559413,0.11051468570325822,0.39166666666666666,1.0,1,,0.016845613899981533,,,,,,
R_3YglSZja72DFnI4,diabetes,none,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_to_flip,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_to_flip / change_most_contributing_attributes,one-SE simplest: change_most_influential_attributes_to_flip; supported: change_most_influential_attributes_to_flip / change_most_contributing_attributes,attribution,attribution,0.08361250626839908,0.4,1.0,1.7,0.08361250626839908,5.8677995872225e-05,1,,7,0,0.11043056188980645,0.6700000000000002,0.8333333333333334,2,0.24999999999999997,0.009825810073146793,0.11815549356035615,0.6480952380952382,0.8888888888888888,4,,0.01086615791647514,0.08361250626839908,0.4,1.0,1,,0.0,0.08367118426427131,0.4,1.0,1,,0.0004270665959733881,0.10921652236834004,0.6925,0.8947368421052632,,,0.01001633346286078,0.15327222415999148,0.55,0.9117647058823529,2,,0.011108752319644812,0.12857571510004445,0.4416666666666666,0.9333333333333333,1,,0.01215437776167466,,,,,,
R_3ZKYxGrd1NEGvzr,diabetes,none,20,change_largest_target_profile_mismatches,change_largest_target_profile_mismatches,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_largest_target_profile_mismatches / change_most_influential_attributes_to_flip / change_most_contributing_attributes,one-SE simplest: change_largest_target_profile_mismatches; supported: change_largest_target_profile_mismatches / change_most_influential_attributes_to_flip / change_most_contributing_attributes,prototype,attribution / prototype,0.03940757701820697,0.75,1.0,0.0,0.03940757701820697,0.0006725316879462803,1,,7,0,0.04670967142810564,0.8,1.0,1,0.475,0.006201740550833459,0.03940757701820697,0.75,1.0,1,,0.0,0.04008010870615325,0.75,1.0,1,,0.009189749663168972,0.043043708323286266,0.65,1.0,1,,0.009873163082191713,0.10802387225587659,0.3433333333333334,1.0,,,0.008423013927722833,0.05240400755307449,0.75,1.0,1,,0.0029549190452912055,0.08046201725114026,0.55,1.0,1,,0.016545251506440803,,,,,,
R_3nWiNi5gYskdFzH,diabetes,none,20,change_most_influential_attributes_by_fixed_amount,change_most_influential_attributes_by_fixed_amount,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,2,change_most_influential_attributes_by_fixed_amount,one-SE simplest: change_most_influential_attributes_by_fixed_amount (only supported strategy),attribution,attribution,0.060276762098724665,0.805,0.95,0.25,0.060276762098724665,0.01743119580562552,2,0.15,7,0,0.060276762098724665,0.805,0.95,2,0.15,0.0,0.1059312272277613,0.49499999999999994,0.9333333333333333,1,,0.01574451666834559,0.07770795790435019,0.4166666666666667,0.9230769230769231,1,,0.008147238737045289,0.07796001829577097,0.4666666666666666,0.9285714285714286,1,,0.008120505206406772,0.1259652869117736,0.6329761904761904,0.9649122807017543,,,0.020826324068215992,0.11378499147439584,0.4999999999999999,0.9333333333333333,1,,0.01620884239465634,0.09202488861539425,0.4416666666666666,1.0,1,,0.015710344479015665,,,,,,
R_3qmJ7h5OfOjYljY,diabetes,none,20,change_largest_target_profile_mismatches,change_largest_target_profile_mismatches,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_largest_target_profile_mismatches,one-SE simplest: change_largest_target_profile_mismatches (only supported strategy),prototype,prototype,0.06676533883406481,0.7533333333333333,1.0,0.4,0.06676533883406481,0.010142395552621558,2,,7,0,0.09318266674518827,0.7666666666666667,1.0,2,0.45,0.009017006772402358,0.06676533883406481,0.7533333333333333,1.0,2,,0.0,0.11084518134594927,0.45666666666666667,1.0,1,,0.010047724545485024,0.10914958387624848,0.45666666666666667,1.0,1,,0.01050320449591,0.07690773438668637,0.6702777777777778,1.0,,,0.007630152315515745,0.08185948909035776,0.7533333333333333,1.0,2,,0.004705475813475316,0.13147051710497543,0.46499999999999997,1.0,1,,0.0185695063978069,,,,,,
R_3reQi5x4puiykKD,diabetes,none,20,change_most_influential_attributes_to_flip,change_most_influential_attributes_to_flip,fewest fitted parameters within paired one-SE support set; CV loss breaks complexity ties,1,change_most_influential_attributes_to_flip,one-SE simplest: change_most_influential_attributes_to_flip (only supported strategy),attribution,attribution,0.03253989258979575,0.5833333333333333,1.0,0.45,0.03253989258979575,0.0029635996171330226,1,,7,0,0.06331486003355871,0.7333333333333332,1.0,1,0.3,0.004398496589756888,0.06605761343864525,0.6333333333333332,1.0,1,,0.006944712550680518,0.03253989258979575,0.5833333333333333,1.0,1,,0.0,0.03550349220692877,0.4999999999999999,1.0,1,,0.002590238543139182,0.11967433814851854,0.4635714285714285,1.0,,,0.013737633959306272,0.0795216515232555,0.6333333333333332,1.0,1,,0.008320513405622097,0.08333520886696133,0.55,1.0,1,,0.014483579691530472,,,,,,
