row_id,sqft_living,bedrooms,bathrooms,floors,grade,target
3537,3160,4,2.5,2.0,9,1
3538,2770,4,2.25,2.0,8,1
3539,2240,3,2.5,1.0,9,1
3540,2570,4,2.5,2.0,9,0
3541,880,2,1.0,1.0,7,0
3542,1820,3,2.25,2.0,8,1
3543,1660,4,2.25,1.0,7,0
3544,2200,4,3.0,1.0,6,0
3545,1640,4,1.0,1.5,7,0
3546,1650,4,2.0,1.0,7,0
3547,1420,3,1.75,1.0,7,1
3548,1270,3,1.0,1.5,7,1
3549,1070,3,1.0,1.0,7,0
3550,1060,2,1.0,1.0,7,1
3551,2190,3,2.25,1.0,8,1
3552,1940,3,2.25,2.0,9,1
3553,1300,3,2.5,2.0,7,0
3554,1330,3,1.5,1.0,7,0
3555,1940,3,2.25,1.0,8,0
3556,2100,3,1.75,1.0,7,0
3557,1290,3,1.0,1.0,7,0
3558,1560,2,1.75,1.0,6,1
3559,2630,3,1.75,1.0,7,0
3560,2100,3,2.5,2.0,7,0
3561,2070,3,2.75,2.0,8,1
3562,2960,4,2.5,2.0,10,1
3563,1300,2,2.0,1.0,7,0
3564,2520,4,2.5,2.0,9,1
3565,1150,3,1.0,1.5,7,0
3566,2030,4,2.0,1.5,6,0
3567,1880,3,1.5,1.0,8,0
3568,2320,2,1.0,2.0,6,0
3569,1050,2,1.0,1.5,6,1
3570,3030,4,2.5,2.0,9,1
3571,530,1,0.75,1.0,4,0
3572,1090,3,1.5,1.0,7,0
3573,2220,3,2.25,1.0,7,0
3574,1430,3,2.25,2.0,7,0
3575,3780,4,4.5,2.0,11,1
3576,1560,2,1.0,1.0,6,0
3577,2220,4,2.25,1.5,8,1
3578,1140,3,1.5,1.0,7,0
3579,2540,4,2.5,1.0,7,1
3580,1440,3,2.25,2.0,7,0
3581,1570,3,2.25,1.0,7,1
3582,1860,4,2.25,1.0,7,0
3583,2440,5,3.0,1.0,9,1
3584,2100,4,2.5,1.0,7,1
3585,2150,4,2.5,2.0,8,1
3586,2440,3,2.5,2.0,8,0
3587,1930,5,1.5,2.0,7,0
3588,1830,4,2.0,1.0,7,1
3589,1850,4,3.5,2.0,7,0
3590,3210,4,3.5,3.0,9,1
3591,1090,1,1.0,1.0,6,0
3592,1870,3,1.5,2.0,7,1
3593,1920,3,2.25,1.0,8,1
3594,700,2,1.0,1.0,6,0
3595,3380,4,2.25,1.0,8,1
3596,2430,5,2.5,2.0,8,1
3597,1950,3,1.75,1.0,7,1
3598,900,2,1.0,1.0,6,0
3599,2060,3,2.5,2.0,8,1
3600,2180,4,2.0,1.0,8,0
3601,2140,4,2.25,2.0,8,0
3602,1730,6,1.0,1.5,7,1
3603,3140,4,2.5,2.0,9,1
3604,3010,4,4.25,2.0,10,1
3605,800,2,1.5,2.0,8,0
3606,3300,3,2.5,2.0,9,1
3607,1530,2,1.0,1.0,7,1
3608,760,2,1.0,1.0,6,0
3609,2450,5,3.0,2.0,7,1
3610,1000,2,1.0,1.0,7,0
3611,840,2,1.0,1.0,6,0
3612,1380,3,1.5,1.0,7,1
3613,1380,3,1.5,1.0,7,1
3614,2020,4,2.0,1.5,7,0
3615,1260,2,1.0,1.0,7,0
3616,1440,3,1.75,1.0,7,0
3617,1540,4,1.75,1.0,7,1
3618,1060,4,1.0,1.0,6,1
3619,1900,4,1.75,1.0,8,1
3620,2870,3,1.75,1.5,8,1
3621,1050,3,1.0,1.0,6,0
3622,1840,3,2.75,1.0,8,0
3623,3000,5,2.75,1.0,8,1
3624,1200,3,2.0,1.5,6,0
3625,1840,3,1.5,1.0,8,1
3626,2790,4,2.5,2.0,9,1
3627,970,3,1.0,1.0,5,0
3628,1070,4,1.0,1.5,7,0
3629,900,2,1.0,1.0,6,0
3630,2680,4,4.0,1.0,7,1
3631,2000,3,2.5,2.0,8,1
3632,1660,3,1.5,1.0,7,1
3633,1770,4,1.5,1.5,7,1
3634,1230,3,2.0,1.5,7,1
3635,1740,3,1.0,1.0,7,0
3636,1710,3,2.0,1.0,7,0
3637,2020,6,2.0,1.0,7,0
3638,2410,4,2.5,1.0,8,1
3639,2310,4,2.75,1.0,7,0
3640,2400,5,2.5,2.0,7,0
3641,3160,5,2.0,1.5,7,1
3642,1560,3,1.0,1.0,7,0
3643,1770,3,2.5,2.0,7,0
3644,1600,3,2.0,1.0,7,0
3645,1330,3,1.75,1.0,7,0
3646,2970,4,2.5,2.0,9,1
3647,1020,3,1.0,1.0,7,0
3648,2490,3,2.5,2.0,9,1
3649,1700,5,2.0,1.0,7,0
3650,850,1,1.0,1.0,6,0
3651,1250,3,1.75,1.0,7,0
3652,610,2,1.0,1.0,5,0
3653,3700,4,3.5,2.0,11,1
3654,950,3,1.0,1.0,7,0
3655,3860,4,2.5,2.0,8,1
3656,1360,3,3.5,2.0,8,0
3657,3890,4,2.5,2.0,10,1
3658,1680,3,2.25,1.0,7,1
3659,1520,3,2.5,2.0,7,0
3660,2420,3,2.0,1.5,8,1
3661,3890,5,2.75,2.0,9,1
3662,2940,5,1.5,1.0,8,1
3663,1350,3,1.75,1.0,7,0
3664,2190,3,2.25,1.0,8,1
3665,2280,3,2.25,1.0,7,1
3666,1070,2,2.0,1.0,6,0
3667,2540,5,2.25,1.5,7,1
3668,2270,4,2.25,1.0,8,1
3669,1220,2,1.0,1.0,6,0
3670,1890,3,1.75,1.0,7,0
3671,1990,4,2.0,1.0,7,0
3672,1220,3,1.0,1.0,7,0
3673,2640,3,3.0,2.0,9,1
3674,1480,3,1.75,1.0,7,1
3675,2320,3,2.0,1.0,7,0
3676,2410,4,1.75,1.5,8,1
3677,2090,4,2.75,1.0,8,1
3678,920,3,1.0,1.0,6,0
3679,850,3,0.75,1.0,6,0
3680,1130,3,1.0,1.0,7,0
3681,1260,3,1.0,1.0,7,0
3682,2090,4,2.0,1.0,7,1
3683,2020,3,2.0,1.5,7,0
3684,1970,3,2.25,1.0,8,1
3685,1820,3,1.75,1.0,7,0
3686,1840,3,1.5,1.5,7,1
3687,2100,4,1.75,1.0,8,1
3688,1770,4,2.0,2.0,7,1
3689,1110,3,2.0,1.0,7,0
3690,2090,4,2.75,1.0,8,1
3691,2080,4,1.75,2.0,7,0
3692,1400,3,3.25,2.0,7,0
3693,1060,3,1.0,1.0,6,0
3694,720,2,1.0,1.0,6,0
3695,1100,3,2.75,2.0,7,0
3696,1010,3,1.0,1.0,7,0
3697,5230,4,4.75,2.5,11,1
3698,2420,4,1.75,1.0,8,1
3699,1200,3,1.5,1.0,7,0
3700,1950,3,1.5,3.0,8,1
3701,1870,3,2.25,1.0,7,1
3702,1310,4,2.25,1.0,7,0
3703,1520,4,2.0,1.5,7,1
3704,1270,3,1.0,1.0,7,0
3705,840,2,1.0,1.0,6,0
3706,900,2,1.0,1.0,7,0
3707,3010,4,3.0,2.0,8,1
3708,1050,3,1.0,1.0,6,0
3709,3360,6,2.75,1.0,7,1
3710,5370,7,4.75,1.5,8,1
3711,2690,3,3.5,2.0,8,1
3712,1710,3,1.75,1.0,7,1
3713,1640,3,2.5,3.0,8,1
3714,4000,6,3.75,2.0,10,1
3715,4140,5,4.5,2.0,10,1
3716,3140,4,2.75,1.0,8,0
3717,1320,2,1.75,1.0,7,0
3718,3080,4,3.5,2.0,9,1
3719,2500,3,2.5,2.0,10,1
3720,2520,4,2.5,2.0,8,1
3721,2350,3,1.25,1.0,7,0
3722,2570,4,2.5,1.0,8,1
3723,3100,4,2.5,2.0,9,1
3724,4730,4,3.5,1.5,10,1
3725,1030,3,1.75,1.0,6,0
3726,1020,2,1.0,1.0,7,1
3727,2080,3,2.5,2.0,9,1
3728,1410,3,1.0,1.0,7,0
3729,1360,2,2.0,2.0,6,0
3730,2620,3,2.5,2.0,7,1
3731,2260,3,2.25,1.0,9,1
3732,1490,3,1.75,1.0,8,0
3733,2530,4,2.5,1.5,8,1
3734,3140,6,2.25,1.0,8,1
3735,1820,3,2.0,1.0,7,0
3736,1770,4,2.5,2.0,7,1
3737,4430,5,4.0,2.0,10,1
3738,1490,3,3.25,3.0,8,1
3739,1790,3,1.75,1.0,7,0
3740,1710,3,2.5,3.0,8,0
3741,2070,4,2.25,2.0,7,1
3742,1140,2,1.0,1.0,7,1
3743,3930,5,2.0,1.5,8,1
3744,1100,3,1.5,1.0,7,0
3745,2260,3,2.5,1.5,7,0
3746,2260,3,2.5,1.5,7,1
3747,1130,3,1.0,1.0,7,0
3748,1950,3,3.75,1.0,8,0
3749,960,3,1.0,1.0,6,0
3750,4210,4,3.5,2.0,11,1
3751,3430,3,1.5,1.0,7,1
3752,3470,4,2.75,2.0,7,1
3753,2140,5,3.0,1.0,7,0
3754,2520,3,2.75,1.0,7,1
3755,3550,5,2.25,2.0,8,1
3756,700,2,1.0,1.0,6,0
3757,740,2,1.0,1.0,6,0
3758,3300,4,3.75,1.5,10,1
3759,1640,3,2.25,1.0,7,0
3760,2780,3,2.5,2.0,9,0
3761,1830,5,1.5,1.5,7,0
3762,3540,4,2.5,2.0,10,1
3763,1440,3,2.5,1.0,7,0
3764,2960,4,2.5,2.0,10,1
3765,3180,6,2.5,1.0,8,1
3766,3310,5,4.0,2.0,10,1
3767,2390,3,2.0,2.0,7,1
3768,2460,3,2.5,2.0,9,1
3769,1630,3,1.75,1.0,7,1
3770,3490,5,2.75,2.0,10,1
3771,2500,4,2.75,2.0,8,0
3772,2080,4,2.5,1.0,7,0
3773,1290,3,1.5,3.0,7,0
3774,1700,3,1.0,1.0,6,0
3775,1700,3,1.0,1.0,6,0
3776,2540,3,2.5,1.0,8,0
3777,1180,3,1.5,1.0,8,1
3778,1520,4,1.75,1.0,7,1
3779,2390,3,2.75,1.0,8,1
3780,2740,4,2.75,1.5,8,1
3781,2190,3,2.5,1.0,8,1
3782,1350,3,1.0,1.5,6,0
3783,1350,3,1.0,1.5,6,0
3784,2980,4,2.75,1.0,9,1
3785,790,2,1.0,1.0,6,0
3786,2130,4,2.25,2.0,8,1
3787,2700,4,2.5,1.0,8,1
3788,3200,3,2.0,1.0,8,1
3789,1159,2,1.5,1.0,7,1
3790,3080,4,3.5,2.0,9,1
3791,1000,3,1.0,1.0,7,0
3792,2260,3,3.25,2.0,8,1
3793,2270,4,2.25,1.0,7,0
3794,760,1,0.75,1.0,5,0
3795,1420,4,1.75,1.0,5,0
3796,2500,4,2.5,1.0,7,1
3797,1450,2,1.5,1.0,8,0
3798,2500,5,3.0,1.0,8,0
3799,2210,3,1.5,1.5,8,1
3800,3020,5,2.75,2.0,9,1
3801,3290,4,2.5,2.0,9,1
3802,5780,4,4.0,2.0,11,1
3803,1820,3,2.5,2.0,8,1
3804,2500,4,2.75,1.0,8,1
3805,1210,2,1.0,1.0,7,0
3806,1090,2,1.5,1.0,8,1
3807,1330,4,2.25,1.5,8,1
3808,890,2,1.0,1.0,7,1
3809,1360,3,1.75,1.0,8,0
3810,4220,5,3.75,2.0,11,1
3811,3780,4,2.5,2.0,8,1
3812,2610,4,2.0,1.5,6,0
3813,1980,3,2.5,3.0,8,1
3814,1290,3,1.75,1.0,7,0
3815,3620,5,3.25,2.0,9,1
3816,2680,2,2.5,1.0,9,1
3817,1200,3,1.75,1.0,7,0
3818,1992,2,2.75,1.5,6,0
3819,1640,4,1.75,1.0,7,0
3820,1920,4,2.75,1.0,6,0
3821,1840,3,2.25,1.0,7,0
3822,1310,3,1.5,1.0,8,1
3823,1050,2,1.0,1.5,7,0
3824,2570,4,2.5,1.5,8,1
3825,930,3,1.0,1.5,6,0
3826,730,1,1.0,1.0,7,0
3827,1270,2,2.5,3.0,7,0
3828,1150,2,1.0,1.0,7,1
3829,820,2,1.0,1.0,7,0
3830,3000,4,1.75,1.0,7,1
3831,2220,3,2.0,1.0,7,1
3832,2500,5,3.25,1.0,7,1
3833,1540,3,3.5,2.0,7,0
3834,2750,4,2.75,1.0,8,1
3835,3130,4,2.5,1.0,8,1
3836,1430,3,2.0,1.0,8,1
3837,2680,3,2.5,2.0,8,1
3838,3010,4,2.5,2.0,8,0
3839,1530,3,1.5,1.5,7,0
3840,1240,3,1.0,1.0,6,0
3841,2260,3,2.5,1.0,6,0
3842,2820,4,2.25,1.5,9,1
3843,3560,3,2.5,1.0,8,1
3844,1630,3,2.25,1.0,7,0
3845,2880,4,2.5,2.0,9,1
3846,2200,3,3.25,2.0,7,1
3847,1620,3,1.75,1.0,7,0
3848,1480,3,1.75,2.5,9,1
3849,2250,4,2.5,2.0,8,1
3850,3540,4,3.0,2.0,10,1
3851,1790,3,2.0,1.0,7,0
3852,1400,3,2.0,1.0,7,0
3853,2390,3,1.5,2.0,9,1
3854,2400,4,1.75,1.0,8,1
3855,2050,3,1.5,1.0,7,0
3856,2640,4,3.0,2.0,7,1
3857,2320,5,1.75,1.0,7,0
3858,2440,4,2.5,2.5,8,1
3859,1260,3,1.0,1.0,6,0
3860,6240,5,4.75,1.0,11,1
3861,1930,4,2.5,2.0,7,0
3862,1200,4,1.75,1.0,7,0
3863,970,1,1.0,1.0,5,0
3864,1810,3,1.75,1.0,8,0
3865,1380,3,1.0,1.5,7,0
3866,1470,3,1.0,1.0,7,0
3867,1010,3,1.0,1.0,6,0
3868,1010,3,1.0,1.0,6,0
3869,1340,3,1.5,1.0,7,0
3870,970,3,1.0,1.0,7,0
3871,1122,3,1.0,1.5,5,0
3872,1670,3,2.75,3.0,9,1
3873,2840,3,1.75,1.0,8,0
3874,770,2,1.0,1.0,4,0
3875,2040,3,2.25,2.0,9,1
3876,3052,4,2.5,2.0,8,0
3877,2620,3,2.5,2.0,8,1
3878,3120,5,2.25,2.0,8,0
3879,1100,2,1.0,1.0,7,0
3880,3410,4,2.75,1.5,10,1
3881,2510,5,2.75,1.0,8,1
3882,1680,3,1.75,1.0,8,0
3883,1960,3,2.0,1.0,7,0
3884,1040,2,1.0,1.0,7,0
3885,1750,5,1.5,1.5,7,0
3886,2170,3,3.25,1.5,9,1
3887,1639,3,2.5,2.0,8,0
3888,2100,4,2.25,1.0,7,0
3889,880,2,1.0,2.0,7,0
3890,1940,3,1.75,1.0,8,1
3891,2490,4,2.5,1.0,7,0
3892,2060,3,2.25,2.0,9,1
3893,2720,4,2.5,2.0,10,1
3894,2180,3,2.25,1.0,7,1
3895,3600,4,3.25,2.0,11,1
3896,840,2,1.0,1.0,6,0
3897,2370,3,2.0,2.0,7,1
3898,2270,4,2.25,2.0,7,0
3899,2720,4,2.5,2.0,9,0
3900,1140,3,1.5,1.5,7,1
3901,2460,4,2.5,2.0,8,1
3902,1240,3,1.5,1.0,8,0
3903,1670,3,2.25,1.0,7,0
3904,2220,4,1.75,1.0,7,1
3905,980,3,1.0,1.0,7,0
3906,1890,4,1.5,1.5,8,1
3907,1100,2,1.0,1.5,6,0
3908,2770,2,1.75,2.0,8,1
3909,4250,4,2.75,2.0,10,1
3910,1370,2,2.0,1.0,8,0
3911,1480,3,1.5,1.0,7,1
3912,3770,4,3.75,2.5,9,1
3913,2870,6,3.0,2.0,7,1
3914,3820,3,2.5,2.0,9,1
3915,1530,3,2.5,1.0,7,1
3916,4120,3,2.75,1.0,12,1
3917,1590,3,2.25,1.0,7,0
3918,1520,3,1.0,1.0,6,0
3919,2350,4,2.5,2.0,9,1
3920,1370,4,2.0,1.5,7,0
3921,1540,3,2.5,1.0,6,1
3922,3786,3,3.25,1.0,9,1
3923,1500,4,2.25,2.0,7,0
3924,1750,6,2.0,1.0,5,0
3925,1800,3,1.5,1.0,7,0
3926,1180,2,1.75,1.0,8,0
3927,830,2,1.0,1.0,6,0
3928,1540,3,1.75,1.0,6,0
3929,1610,3,2.25,2.0,8,0
3930,1990,3,2.25,2.0,8,1
3931,2070,3,2.5,2.0,8,1
3932,1760,3,1.75,1.0,7,1
3933,1740,3,1.75,1.0,7,1
3934,1950,3,1.5,1.0,6,0
3935,1280,3,1.0,1.5,6,0
3936,1460,3,1.75,1.0,7,0
3937,3770,4,3.25,2.0,10,1
3938,2410,4,1.75,2.0,8,1
3939,2410,4,1.75,2.0,8,1
3940,1400,3,1.75,2.0,6,0
3941,2100,3,2.5,2.0,9,0
3942,5360,4,3.5,1.0,9,1
3943,1000,3,1.0,1.0,7,0
3944,3150,4,3.5,2.0,9,1
3945,4180,5,3.5,2.0,10,1
3946,2840,4,2.25,1.0,8,1
3947,2110,4,2.5,1.0,8,1
3948,1660,2,1.5,1.0,7,0
3949,2160,4,3.0,1.0,7,1
3950,2420,4,2.5,2.0,9,1
3951,1920,4,1.75,1.0,7,1
3952,2310,4,2.5,2.0,7,0
3953,2330,3,2.25,1.5,7,1
3954,2340,5,2.5,1.0,8,0
3955,2590,4,2.5,2.0,8,1
3956,1410,2,3.0,2.0,8,0
3957,2850,3,2.75,1.0,8,0
3958,730,2,1.0,1.0,6,0
3959,1470,3,1.75,1.0,7,0
3960,2330,4,2.25,1.0,8,0
3961,2460,4,2.25,1.0,8,0
3962,2080,3,2.25,1.5,8,0
3963,990,2,1.0,1.0,6,0
3964,1450,3,2.5,2.0,7,0
3965,1340,3,1.75,2.0,7,1
3966,2730,3,2.5,2.0,9,0
3967,1140,3,1.0,1.0,6,0
3968,1950,4,1.5,1.5,7,1
3969,2000,4,1.75,1.0,7,0
3970,900,3,1.0,1.0,5,0
3971,3390,5,2.75,2.0,9,1
3972,720,1,1.0,1.0,6,0
3973,940,3,1.0,1.0,7,0
3974,1770,3,1.75,1.0,7,0
3975,590,1,1.0,1.0,7,0
3976,1980,3,2.5,2.0,7,1
3977,3070,4,3.25,2.0,10,1
3978,3500,4,2.5,2.0,9,1
3979,2100,3,2.5,2.0,8,1
3980,2620,4,2.25,1.0,7,1
3981,2810,4,2.5,2.0,9,1
3982,2290,4,1.5,1.0,7,0
3983,1350,3,1.75,1.0,7,0
3984,2770,4,2.5,1.0,8,0
3985,2530,4,1.75,1.5,8,1
3986,1280,3,1.0,1.5,5,0
3987,1060,3,1.75,1.0,7,0
3988,1000,2,1.75,1.0,8,0
3989,3870,3,3.25,2.0,9,1
3990,3370,5,2.0,1.5,7,1
3991,2290,4,1.75,1.0,6,0
3992,1670,3,2.25,2.0,7,0
3993,1460,3,1.75,1.0,7,0
3994,1770,3,1.75,1.0,7,0
3995,820,2,1.0,1.0,6,0
3996,1900,3,1.75,1.0,8,1
3997,1870,2,2.0,1.0,8,1
3998,1840,4,2.0,1.0,7,1
3999,1590,3,1.0,1.0,7,0
4000,1640,3,1.0,1.0,7,1
4001,3000,3,2.25,1.5,11,1
4002,2160,3,1.75,1.0,8,1
4003,2490,3,3.0,2.0,8,1
4004,1290,3,2.0,1.0,7,1
4005,3190,3,2.5,2.0,9,1
4006,1540,4,1.0,1.5,7,1
4007,2140,3,2.0,1.0,8,0
4008,980,2,1.0,1.0,7,0
4009,2450,5,2.25,2.0,8,0
4010,1360,3,2.0,1.5,6,0
4011,4610,4,3.5,2.0,10,1
4012,2860,3,2.5,2.0,9,1
4013,1810,3,2.0,1.0,7,0
4014,2240,4,2.0,1.0,8,1
4015,3610,3,3.25,2.0,10,1
4016,1450,2,1.0,1.5,7,1
4017,1450,3,3.5,2.0,8,1
4018,1820,3,1.5,1.0,7,0
4019,5620,5,3.25,2.0,11,1
4020,2080,3,1.75,1.0,7,0
4021,1780,3,2.5,3.0,8,0
4022,4340,8,6.0,2.0,8,1
4023,2860,4,3.25,2.0,9,1
4024,2540,3,1.5,1.0,8,1
4025,1140,4,1.0,1.5,6,0
4026,1320,3,2.0,3.0,7,0
4027,2040,3,2.5,2.0,8,1
4028,1790,4,2.25,1.0,7,1
4029,1910,3,2.0,1.0,8,0
4030,1460,3,1.75,2.0,7,1
4031,1420,3,1.5,1.0,7,0
4032,1790,4,1.5,1.5,7,1
4033,1390,3,2.0,2.0,8,0
4034,1880,4,1.75,1.0,7,0
4035,1570,3,1.5,2.0,7,0
4036,2690,3,2.5,2.0,7,1
4037,1670,3,1.75,1.0,8,0
4038,1040,3,1.0,1.0,7,0
4039,1560,4,2.0,1.0,7,0
4040,1470,2,1.0,1.0,7,0
4041,2070,3,2.25,1.5,8,1
4042,1370,2,1.0,1.0,8,1
4043,1120,2,1.0,1.0,7,0
4044,2640,4,2.75,2.0,9,1
4045,1030,3,1.0,1.0,7,0
4046,1120,3,1.0,1.0,6,0
4047,1730,4,1.75,1.0,7,1
4048,2090,3,2.5,2.0,9,1
4049,920,3,1.0,1.0,7,0
4050,2970,4,2.25,2.0,8,1
4051,1720,3,2.5,2.0,8,0
4052,1460,3,1.75,1.0,7,0
4053,1540,3,1.5,1.5,7,1
4054,2850,8,3.0,1.0,7,0
4055,1310,3,2.0,1.0,7,0
4056,2430,5,2.5,2.0,9,0
4057,1700,3,1.5,1.0,8,1
4058,2160,4,1.75,2.0,8,0
4059,860,3,1.5,1.0,6,0
4060,2050,3,3.5,2.0,8,1
4061,1650,4,2.0,1.0,7,0
4062,1570,3,2.25,1.0,7,0
4063,1660,3,1.75,1.5,7,0
4064,1220,3,1.0,1.0,7,1
4065,1220,3,1.0,1.0,7,1
4066,1780,3,2.0,1.0,7,0
4067,2180,3,2.5,2.0,8,0
4068,3520,3,2.5,2.5,9,1
4069,2220,3,2.5,2.0,8,0
4070,1610,3,2.0,1.0,7,0
4071,1070,3,1.5,1.0,6,0
4072,1060,3,1.0,1.0,6,1
4073,1160,3,1.5,1.0,7,0
4074,910,2,1.0,1.0,7,1
4075,2970,3,2.5,2.0,9,1
4076,790,1,1.0,1.0,6,0
4077,1540,2,2.0,2.0,7,1
4078,3130,4,2.5,1.0,9,1
4079,1470,3,1.5,1.0,7,1
4080,3160,4,2.75,1.5,8,1
4081,2675,3,2.25,2.0,8,1
4082,1340,3,2.0,1.0,7,0
4083,3830,9,4.5,2.5,7,1
4084,1800,3,2.5,2.0,8,0
4085,2990,3,3.25,2.0,10,1
4086,3720,4,3.0,1.0,9,1
4087,920,3,1.0,1.0,6,0
4088,3280,4,3.0,2.0,7,1
4089,1440,4,1.0,1.0,7,0
4090,1940,3,2.25,1.0,8,0
4091,1590,3,1.75,1.0,8,0
4092,1340,2,2.0,1.0,8,0
4093,3770,4,2.5,2.0,11,1
4094,2680,6,2.5,1.0,7,1
4095,2820,4,2.5,2.0,8,1
4096,1520,3,1.75,1.0,5,0
4097,2560,4,2.5,2.0,8,0
4098,3310,3,2.5,1.0,8,1
4099,1540,3,1.5,1.0,7,0
4100,1430,3,1.75,1.0,8,1
4101,2506,4,2.5,2.0,7,0
4102,2250,4,2.0,1.0,7,1
4103,2740,5,1.75,1.0,7,1
4104,1540,3,1.75,1.0,6,0
4105,4190,4,2.75,1.0,9,1
4106,1690,4,1.75,1.0,7,0
4107,1990,4,2.25,1.5,8,1
4108,2410,4,2.5,2.0,9,1
4109,1150,2,1.0,1.0,7,0
4110,1720,4,1.75,2.0,7,0
4111,1260,3,2.0,2.0,7,0
4112,2020,5,2.5,1.0,8,0
4113,2240,5,2.25,1.0,7,1
4114,1930,4,2.25,2.0,8,0
4115,1820,3,2.5,1.0,7,0
4116,1560,3,3.5,2.0,8,1
4117,2170,5,3.0,1.5,8,1
4118,1600,3,1.75,1.0,8,1
4119,3760,4,3.5,2.0,9,1
4120,1240,3,1.5,1.0,7,1
4121,1090,3,1.75,1.5,8,0
4122,2740,4,2.5,1.0,8,1
4123,3110,3,2.5,2.0,9,1
4124,1610,3,2.5,2.0,7,0
4125,1880,4,3.5,3.0,8,1
4126,1740,4,2.0,1.0,6,0
4127,3270,4,2.25,2.0,8,1
4128,1990,3,2.5,2.0,8,1
4129,1960,4,1.75,1.0,8,0
4130,1680,3,1.75,1.0,7,1
4131,2910,4,3.0,2.0,9,1
4132,1500,3,2.25,1.0,7,0
4133,580,1,1.0,1.0,7,0
4134,2540,3,1.75,1.0,7,1
4135,950,2,1.0,1.0,7,0
4136,810,2,1.0,1.0,7,0
4137,4080,5,3.0,2.0,8,1
4138,1820,4,2.0,1.0,7,0
4139,2650,4,2.5,2.0,7,0
4140,1670,3,2.25,2.0,9,1
4141,2480,3,2.5,2.0,8,0
4142,1240,3,1.75,1.0,8,0
4143,1390,3,2.0,1.0,7,0
4144,2880,3,2.5,2.0,10,1
4145,1060,3,1.0,1.0,7,0
4146,1070,2,1.0,1.0,7,1
4147,1640,4,1.75,1.5,7,1
4148,1510,3,2.0,1.0,7,1
4149,1230,3,1.0,1.5,6,0
4150,1510,3,2.0,1.0,8,0
4151,3180,4,2.5,2.0,8,1
4152,2260,4,2.0,1.0,8,1
4153,1920,4,2.5,2.0,8,0
4154,1980,3,2.5,2.0,8,0
4155,1200,2,1.0,1.0,6,0
4156,2020,4,2.25,1.0,8,1
4157,2010,4,1.5,1.5,7,0
4158,1930,3,2.25,1.0,7,0
4159,2710,5,2.5,1.0,8,1
4160,1950,5,1.0,1.5,7,0
4161,2110,3,1.75,1.0,8,0
4162,1250,3,1.0,1.0,7,0
4163,1380,2,2.5,3.0,9,1
4164,2050,3,1.75,2.0,8,1
4165,1800,3,1.5,2.0,8,0
4166,1310,3,1.0,1.0,7,0
4167,1010,2,1.0,1.0,7,1
4168,1850,3,2.75,1.5,7,1
4169,1750,3,2.25,2.0,8,0
4170,2154,4,2.5,2.0,8,0
4171,1230,3,1.75,2.0,8,0
4172,1960,3,2.0,1.0,6,0
4173,1070,4,1.0,1.0,6,0
4174,1450,3,1.0,1.0,7,1
4175,3680,4,2.75,2.0,9,1
4176,5760,4,2.5,2.0,12,1
4177,1220,3,1.0,1.0,7,0
4178,2950,4,2.75,2.0,7,1
4179,1340,3,1.5,2.0,7,0
4180,2870,4,2.25,2.0,8,1
4181,2590,4,1.0,1.5,7,1
4182,2090,4,1.75,1.0,8,1
4183,3000,6,3.5,1.0,8,1
4184,1730,4,1.75,1.0,7,0
4185,2850,4,3.5,1.5,7,1
4186,1020,3,1.0,1.0,7,0
4187,2200,3,2.5,2.0,9,1
4188,3240,3,2.5,2.0,7,1
4189,2990,3,2.5,1.0,7,0
4190,2450,5,2.0,1.0,7,1
4191,1900,3,2.5,2.0,8,1
4192,2640,4,2.5,2.0,7,0
4193,1340,3,2.0,3.0,8,0
4194,3220,4,2.5,2.0,9,1
4195,930,3,2.0,1.0,7,0
4196,3240,4,2.5,1.0,10,1
4197,2630,5,2.5,1.5,8,0
4198,1730,3,2.5,2.0,8,1
4199,2120,4,1.75,1.0,8,1
4200,880,3,1.0,1.5,6,0
4201,1800,4,2.0,1.0,7,0
4202,1600,3,1.75,1.0,7,0
4203,3280,3,2.5,2.0,11,1
4204,3290,5,1.75,1.0,7,0
4205,2890,4,2.25,3.0,10,1
4206,1730,3,2.5,1.0,7,0
4207,1590,3,2.5,2.0,7,0
4208,1710,4,1.75,1.0,7,1
4209,1995,3,1.75,2.0,7,0
4210,1300,3,1.75,1.0,7,0
4211,2720,3,2.5,1.0,8,1
4212,1360,2,2.5,2.0,8,1
4213,1590,2,2.5,2.0,8,1
4214,1200,2,1.0,1.0,7,1
4215,1170,2,1.0,1.5,7,1
4216,2010,5,2.5,1.5,6,1
4217,1880,3,2.75,2.0,7,0
4218,3250,3,2.0,2.0,8,1
4219,2270,4,2.5,1.0,9,1
4220,3680,9,3.0,2.0,7,1
4221,1880,3,2.0,1.0,8,1
4222,1050,3,1.0,1.0,7,0
4223,2250,3,3.25,1.0,9,1
4224,1689,3,3.25,3.0,8,0
4225,2860,6,3.0,1.0,8,1
4226,2710,4,2.5,3.0,10,1
4227,1770,3,2.0,1.0,7,1
4228,2820,4,2.75,1.0,8,1
4229,3400,4,3.25,1.0,8,1
4230,3110,4,2.5,2.0,9,1
4231,1480,4,1.0,1.0,7,0
4232,940,2,1.0,1.0,6,0
4233,2680,4,2.5,2.0,8,1
4234,3190,4,2.75,2.0,9,1
4235,1920,3,2.5,2.0,9,1
4236,2610,3,2.5,2.0,9,1
4237,1040,3,0.75,1.0,6,0
