xai,participant,mean_boundary,mean_orig_boundary,mean_improvement,success_rate,mean_proximity,mean_sparsity,move_toward_target_rate,mean_helpful_shap,mean_n_features_changed,Glucose_changed,Glucose_abs_change,Glucose_signed_change,Blood Pressure_changed,Blood Pressure_abs_change,Blood Pressure_signed_change,Insulin_changed,Insulin_abs_change,Insulin_signed_change,BMI_changed,BMI_abs_change,BMI_signed_change,Age_changed,Age_abs_change,Age_signed_change,within_condition_boundary_rank,PostTask_MentalModel,PostTask_StrategyExample,Q70_3_TEXT,Q73_6_TEXT,Q74_7_TEXT,all_comments
counterfactual,R_3Fo0QmOVx6lcU4W,0.11611202759073125,0.12287754559834001,0.006765518007608756,0.1,0.17676166366351,0.8,0.55,0.14114681424648629,1.0,0.1,0.018279204216965002,-0.008927053222234999,0.25,0.07391304347824999,-0.07391304347824999,0.55,0.058978800626895,0.035263548626575006,0.1,0.025590615341400003,-0.025590615341400003,0.0,0.0,0.0,15.0,typical levels for people with and without diabetes,not stayed about the same,,,,PostTask_MentalModel: typical levels for people with and without diabetes | PostTask_StrategyExample: not stayed about the same
counterfactual,R_7PsMTUjq8Wa1btt,0.12037376868734499,0.12287754559834001,0.0025037769109949996,0.6,0.5201543953946001,0.52,0.9,0.5843433988758573,2.4,0.65,0.1772657711273,0.019979595306999998,0.7,0.1380434782608,-0.08152173913039999,0.45,0.104862657758,0.0879526519839,0.25,0.03917167743749,-0.03917167743749,0.35,0.060810810810765004,-0.052702702702655,16.0,"I think the AI primarily focused on higher levels of glucose. The insulin and blood pressure factor too, but glucose is the most important level.",I decide to bring glucose levels over or under 100. I also had blood pressure hovering around 100 as well,,,,"PostTask_MentalModel: I think the AI primarily focused on higher levels of glucose. The insulin and blood pressure factor too, but glucose is the most important level. | PostTask_StrategyExample: I decide to bring glucose levels over or under 100. I also had blood pressure hovering around 100 as well"
counterfactual,R_5L0xQQar3o8Bvr3,0.13056298822454998,0.12287754559834001,-0.007685442626210001,0.35,0.28131281515434,0.7100000000000001,0.55,0.3035390918281771,1.45,0.05,0.00382587995239,0.00382587995239,0.2,0.033695652173849996,0.033695652173849996,0.85,0.17250268085465,0.17250268085465,0.25,0.0591264400113,0.0591264400113,0.1,0.01216216216215,0.01216216216215,17.0,"AI appeared to rely primarily on higher glucose and BMI levels, where elevated values strongly pushed the prediction towards a diabetes warning",I focused on adjusting the glucose and BMI sliders first since they had the most consistent impact on the prediction i made small incremental changes,,,,"PostTask_MentalModel: AI appeared to rely primarily on higher glucose and BMI levels, where elevated values strongly pushed the prediction towards a diabetes warning | PostTask_StrategyExample: I focused on adjusting the glucose and BMI sliders first since they had the most consistent impact on the prediction i made small incremental changes"
counterfactual,R_1CKtpMfx1ihpfn1,0.13317582361709,0.12287754559834001,-0.010298278018749999,0.3,1.00320710696515,0.3,0.5,0.3061127113448812,3.5,0.75,0.18024145553485,0.062064274783249995,0.95,0.25108695652173,-0.09239130434777001,0.95,0.3316010888394,0.1571393219499,0.85,0.24027760606905998,0.03962180387756,0.0,0.0,0.0,18.0,Higher and lower values trend,How the trends varied.,,,,PostTask_MentalModel: Higher and lower values trend | PostTask_StrategyExample: How the trends varied.
counterfactual,R_5ASRudX4WuOaMDD,0.134351490348595,0.12287754559834001,-0.011473944750255,0.5,0.51973018277535,0.5900000000000001,0.9,0.5712094869396832,2.05,0.5,0.1878932154396,-0.11732698520659998,0.35,0.08043478260870499,-0.002173913043494999,0.5,0.08671533448821499,-0.0013404272869849978,0.7,0.16468685023885002,-0.07126819331265,0.0,0.0,0.0,19.0,I believe that insulin levels and BMI were critical factors in each case.,I focused on body mass index because it is the leading cause of diabetes. A person with a BMI over 25 and high blood sugar is already at risk.,,,,PostTask_MentalModel: I believe that insulin levels and BMI were critical factors in each case. | PostTask_StrategyExample: I focused on body mass index because it is the leading cause of diabetes. A person with a BMI over 25 and high blood sugar is already at risk.
counterfactual,R_6aqu1LmTSlgucVN,0.1410981297186153,0.12287754559834001,-0.018220584120275298,0.8,0.6552511654544,0.5399999999999999,0.9,0.7522215615817759,2.3,0.95,0.312021765005975,0.022955279714374992,0.1,0.017391304347850002,-0.00434782608695,0.25,0.06372185102698999,-0.007011465808789999,0.95,0.252656785613995,-0.011312587805495,0.05,0.009459459459449999,0.009459459459449999,20.0,High glucose and BMI predicted diabetes while lower levels changed it to no diabetes,I adjusted highest attributes especially glucose first changing until the prediction felt right,,,,PostTask_MentalModel: High glucose and BMI predicted diabetes while lower levels changed it to no diabetes | PostTask_StrategyExample: I adjusted highest attributes especially glucose first changing until the prediction felt right
counterfactual,R_6KDvslaxG4W04I9,0.1467619973052915,0.12287754559834001,-0.023884451706951495,0.5,0.6082668710485499,0.65,0.7,0.489003836181483,1.75,0.65,0.23805475259305,-0.23805475259305,0.95,0.32934782608700003,-0.32934782608700003,0.05,0.00793945393055,-0.00793945393055,0.1,0.032924838437799996,-0.032924838437799996,0.0,0.0,0.0,21.0,"Higher levels of BMI, insulin, and blood pressure indicated diabetes. ","If the aforementioned attributes were out of range, I adjusted them downward. ",,,,"PostTask_MentalModel: Higher levels of BMI, insulin, and blood pressure indicated diabetes. | PostTask_StrategyExample: If the aforementioned attributes were out of range, I adjusted them downward."
counterfactual,R_1ReJOex9cmkqbNa,0.15568106101107398,0.12287754559834001,-0.032803515412734005,0.55,0.398007749420105,0.67,0.8,0.5326440639857646,1.65,0.85,0.184917531032195,-0.11010032307430499,0.2,0.058695652173949994,0.01521739130435,0.3,0.0599067887487,-0.0599067887487,0.3,0.0944877774656,0.0181014329868,0.0,0.0,0.0,22.0,Honestly i wondered how the AI used the safe ranges to make a decision. Because i tried to maintain a middle value for the safe ranges,it did not vary among profiles,,,,PostTask_MentalModel: Honestly i wondered how the AI used the safe ranges to make a decision. Because i tried to maintain a middle value for the safe ranges | PostTask_StrategyExample: it did not vary among profiles
counterfactual,R_1WAqgPTkRSdmI9W,0.167620544597059,0.12287754559834001,-0.044742998998718995,0.85,0.7406346860094,0.5,0.9,0.7812684871307978,2.5,0.05,0.0068015643598,0.0068015643598,0.5,0.16847826086955,-0.16847826086955,1.0,0.27190051967335,0.07063020704445,0.2,0.04345434110705,-0.01545434110705,0.75,0.24999999999984998,-0.07702702702695,23.0,The Ai primarily looked at the Glucose and insuline levels. Higher values for glucose and insulin significantly pused the prediction toward a Diabetes warning.,"I focused on adjusting the glucose and especially the insulin sliders by the smallest increments and reduction posible, also the age, i moved here and there.",,,,"PostTask_MentalModel: The Ai primarily looked at the Glucose and insuline levels. Higher values for glucose and insulin significantly pused the prediction toward a Diabetes warning. | PostTask_StrategyExample: I focused on adjusting the glucose and especially the insulin sliders by the smallest increments and reduction posible, also the age, i moved here and there."
counterfactual,R_3FXVdEYgbSYjhFQ,0.1834396725513,0.12287754559834001,-0.060562126952959996,0.75,0.7872591837963,0.48,0.9,0.7329535629974846,2.6,0.75,0.26101003230735,0.00765175990485,0.8,0.28043478260870003,-0.06739130434780001,0.35,0.05330776210507,0.004227501443529999,0.65,0.176290390559185,0.079376369766815,0.05,0.0162162162162,-0.0162162162162,24.0,Glucose and BP levels,based on high high bp and glucose levels were,,,,PostTask_MentalModel: Glucose and BP levels | PostTask_StrategyExample: based on high high bp and glucose levels were
counterfactual,R_12myev0XH9WOz3H,0.192296298343895,0.12287754559834001,-0.069418752745555,0.5,0.47003834928188504,0.5900000000000001,0.55,0.47777371362561594,2.05,0.8,0.24400612140793002,-0.24400612140793002,0.1,0.01195652173914,-0.01195652173914,0.4,0.05134867607027001,-0.05134867607027001,0.75,0.162727030064585,-0.162727030064585,0.0,0.0,0.0,25.0,"I mainly focused on weight and glucose, if those were out of whack I would change them.",Like I said before glucose and bmi were always things I was changing going for around 100 glucose and less than 28 bmi,,,,"PostTask_MentalModel: I mainly focused on weight and glucose, if those were out of whack I would change them. | PostTask_StrategyExample: Like I said before glucose and bmi were always things I was changing going for around 100 glucose and less than 28 bmi"
counterfactual,R_7DtIw0Gr58M4CAa,0.194164258499835,0.12287754559834001,-0.07128671290149499,0.5,0.49756552466920495,0.49000000000000005,0.6,0.525908644436408,2.55,0.75,0.182366944397165,-0.182366944397165,0.6,0.10869565217387,-0.10869565217387,0.45,0.033820011548295,-0.028870741565614998,0.75,0.172682916549575,-0.16868291654957498,0.0,0.0,0.0,26.0,insulin and glucose,"bmi over 30 lower it, glucose over 100 lower it, bp tried to keep low",,,,"PostTask_MentalModel: insulin and glucose | PostTask_StrategyExample: bmi over 30 lower it, glucose over 100 lower it, bp tried to keep low"
counterfactual,R_7L78tZJ3cQDgpFH,0.3352399012387815,0.12287754559834001,-0.21236235564044148,0.1,1.55829953207535,0.23000000000000004,0.35,0.12671659306499022,3.85,0.75,0.336090800884175,-0.013866689338475005,0.95,0.37282608695649,-0.09239130434779,0.6,0.283201352800425,0.22009816052132497,0.8,0.25672183197525,0.04784602416415,0.75,0.30945945945930503,-0.025675675675705,27.0,Glucose. blood presuse. ,"To flip the AI's prediction from ""Diabetes"" to ""No Diabetes"" (or vice versa), the primary attribute to modify was Glucose. This required lowering the Glucose value below 100–120 mg/dL.",,,,"PostTask_MentalModel: Glucose. blood presuse. | PostTask_StrategyExample: To flip the AI's prediction from ""Diabetes"" to ""No Diabetes"" (or vice versa), the primary attribute to modify was Glucose. This required lowering the Glucose value below 100–120 mg/dL."
none,R_6dM4kpwwdD2TmDK,0.0620119803457911,0.12287754559834001,0.0608655652525489,0.55,0.441755790947985,0.5,0.9,0.5402932159312721,2.5,0.65,0.16026186022788,-0.09479680326478,0.3,0.061956521739105,-0.038043478260804994,0.7,0.074857708488,0.04949269982677,0.7,0.129814835628005,0.07424669851087501,0.15,0.014864864864854999,-0.014864864864854999,1.0,"I think the attributed for glucose mattered to me most of all when deciding overall outcomes. If the ranges were on the higher side, I always made sure the other attributes reflected someone who is non-diabetic or diabetic. The BMI was also another attibute that was important in determining if someone was diabetic or not. ","I decided to change the glucose in most of the cases because I felt like that was the most important factor in deciding overall health as seen in the charts. If it was too high, I tried to balance the other attributes to ensure they were evenly distributed for the diagnosis. If it was too low, taking a look at other attributes like blood pressure and BMI was helpful in deciding whether to change attributes for blood pressure and insulin. ",,,,"PostTask_MentalModel: I think the attributed for glucose mattered to me most of all when deciding overall outcomes. If the ranges were on the higher side, I always made sure the other attributes reflected someone who is non-diabetic or diabetic. The BMI was also another attibute that was important in determining if someone was diabetic or not. | PostTask_StrategyExample: I decided to change the glucose in most of the cases because I felt like that was the most important factor in deciding overall health as seen in the charts. If it was too high, I tried to balance the other attributes to ensure they were evenly distributed for the diagnosis. If it was too low, taking a look at other attributes like blood pressure and BMI was helpful in deciding whether to change attributes for blood pressure and insulin."
none,R_6upJU84Jtf3Faf5,0.071443952620295,0.12287754559834001,0.051433592978045006,0.4,0.406395875039365,0.63,0.9,0.48827322930676714,1.85,0.45,0.09012072776744999,-0.02550586634935,0.15,0.032608695652164996,-0.026086956521735,0.35,0.06434050977485,0.06434050977485,0.35,0.08689350941275001,-0.00515228996905,0.55,0.13243243243230501,4.998779168374767e-15,2.0,age and bmi mattered the most,i decided what would make the most difference,,,,PostTask_MentalModel: age and bmi mattered the most | PostTask_StrategyExample: i decided what would make the most difference
none,R_1Fh1UMJw1me9wFr,0.07778198983411069,0.12287754559834001,0.0450955557642293,0.75,0.5558097662434001,0.5,0.95,0.6525383440290002,2.5,0.55,0.1721645978575,0.0199795953069,0.6,0.115217391304355,-0.045652173913055,0.75,0.136001814732275,0.09578899612302501,0.6,0.13242596234898,-0.035226187131179997,0.0,0.0,0.0,3.0,"I mainly looked at glucose,BMI,blood pressure and insulin. High values generally made me lean toward predicting diabetes, while lower values made me lean toward no diabetes. I also considered age as an additional factor","I mainly changed glucose, BMI, blood pressure, and insulin since these seemed to have the biggest impact on the prediction. My approach varied depending on the starting values and which attributes seemed to be influencing the prediction most",,,,"PostTask_MentalModel: I mainly looked at glucose,BMI,blood pressure and insulin. High values generally made me lean toward predicting diabetes, while lower values made me lean toward no diabetes. I also considered age as an additional factor | PostTask_StrategyExample: I mainly changed glucose, BMI, blood pressure, and insulin since these seemed to have the biggest impact on the prediction. My approach varied depending on the starting values and which attributes seemed to be influencing the prediction most"
none,R_6R9HRjc1dD88yPW,0.08026373791562445,0.12287754559834001,0.04261380768271555,0.3,0.157824347896145,0.8,0.85,0.23313404004989166,1.0,0.7,0.11435130079919001,0.06759054582556,0.05,0.00978260869565,-0.00978260869565,0.0,0.0,0.0,0.05,0.009366114077,-0.009366114077,0.2,0.024324324324305,-0.024324324324305,4.0,"glucose seemed to have mattered more. higher glucose between 140-190 pushes towards high blood pressure. lower glucose between 80-120 were no diabetes. BMI also matters with higher at 34-40 towards diabetes. lower values of 19-30 towards no diabetes. age, blood pressure, insulin, seemed to have less effect.","i changed glucose first because it seems to have a stronger effect. if glucose alone wasnt enough i went to BMI next, or another attribute. the amount depends on how close each profile was to a decision boundary.",,,,"PostTask_MentalModel: glucose seemed to have mattered more. higher glucose between 140-190 pushes towards high blood pressure. lower glucose between 80-120 were no diabetes. BMI also matters with higher at 34-40 towards diabetes. lower values of 19-30 towards no diabetes. age, blood pressure, insulin, seemed to have less effect. | PostTask_StrategyExample: i changed glucose first because it seems to have a stronger effect. if glucose alone wasnt enough i went to BMI next, or another attribute. the amount depends on how close each profile was to a decision boundary."
none,R_1bN1m4OYZIanJ5K,0.08665006946398249,0.12287754559834001,0.036227476134357506,0.6,0.3274691878822,0.6900000000000001,0.9,0.5953599125330746,1.55,0.05,0.0131780309471,0.0131780309471,0.7,0.15326086956517998,-0.06413043478258,0.4,0.04701806483543,0.005774148313169999,0.4,0.11401222253445001,0.06635276763145001,0.0,0.0,0.0,5.0,I believe that Blood Pressure and BMI were the attributes that impacted the models outcomes more than the others.,"It did not vary, it was consistent.  Those were the primary attributes I adjusted",,,,"PostTask_MentalModel: I believe that Blood Pressure and BMI were the attributes that impacted the models outcomes more than the others. | PostTask_StrategyExample: It did not vary, it was consistent.  Those were the primary attributes I adjusted"
none,R_5CNiW73tAkn7Lk5,0.097185636249534,0.12287754559834001,0.025691909348806004,0.65,0.54363926934395,0.62,1.0,0.6777975563403446,1.9,0.45,0.15261010032310002,0.003825879952400001,0.05,0.01304347826085,-0.01304347826085,0.7,0.17239957106322001,0.12208199290607999,0.7,0.205586119696575,-0.008202023040124995,0.0,0.0,0.0,6.0,I think it took into account age more regarding the BMI and blood pressure.,I followed what I thought it took into account about age. Of course glucose and insulin levels mattered too.,,,self,PostTask_MentalModel: I think it took into account age more regarding the BMI and blood pressure. | PostTask_StrategyExample: I followed what I thought it took into account about age. Of course glucose and insulin levels mattered too. | Q74_7_TEXT: self
none,R_1KMTwE2iCLDGMxz,0.09768065141497499,0.12287754559834001,0.025196894183364998,0.3,0.2773972183542,0.8,0.65,0.4551255906460714,1.0,0.35,0.0803434790002,-0.035283115116499994,0.05,0.00978260869565,-0.00978260869565,0.15,0.046502515878899996,0.046502515878899996,0.45,0.14076861477945,0.05627915144705,0.0,0.0,0.0,7.0,"The first thing I considered was age because things would change for me if they were above or below the age of 34.  I then went to glucose, insulin and BMI.  If any of them was high, I would consider the others including blood pressure and make a call. I noticed that age was a large factor as was BMI.","After checking all of the values, if a person was younger- below 35 to give the ""diabetes"" I would change BMI if it were lower than the others.  I would do the same with older- above 34 but I would also think twice about the other scales.  Sometimes if the BMI were high enough I would change glucose or inslulin- mosltly glucose.  I had no idea how much change was enough.  I may if I had the original chart to refer to.  So, I guessed- maybe too much of a change, but I was not sure.",,,,"PostTask_MentalModel: The first thing I considered was age because things would change for me if they were above or below the age of 34.  I then went to glucose, insulin and BMI.  If any of them was high, I would consider the others including blood pressure and make a call. I noticed that age was a large factor as was BMI. | PostTask_StrategyExample: After checking all of the values, if a person was younger- below 35 to give the ""diabetes"" I would change BMI if it were lower than the others.  I would do the same with older- above 34 but I would also think twice about the other scales.  Sometimes if the BMI were high enough I would change glucose or inslulin- mosltly glucose.  I had no idea how much change was enough.  I may if I had the original chart to refer to.  So, I guessed- maybe too much of a change, but I was not sure."
none,R_7ojrp9raD1YDwJj,0.10093423527958849,0.12287754559834001,0.0219433103187515,0.4,0.32977259027565,0.7100000000000001,0.65,0.3637083234129015,1.45,0.45,0.12922972283625,-0.12922972283625,0.7,0.146739130434715,-0.146739130434715,0.0,0.0,0.0,0.3,0.053803737004749996,-0.053803737004749996,0.0,0.0,0.0,8.0,I looked for the High numbers on the result chart. ,"When the blood pressure, Glucose, or the BMI are high, lower",,,,"PostTask_MentalModel: I looked for the High numbers on the result chart. | PostTask_StrategyExample: When the blood pressure, Glucose, or the BMI are high, lower"
none,R_5gkJQXcSCkjRBmu,0.10244165003285499,0.12287754559834001,0.020435895565485,0.75,0.7411908240669,0.5599999999999999,0.9,0.7035394981874015,2.2,0.6,0.23167828600574997,0.04208467947625,0.25,0.10869565217390001,-0.047826086956499994,0.5,0.12692815309745,0.10898704941024999,0.85,0.27388873279014997,-0.026763416690049995,0.0,0.0,0.0,9.0,"I think it factored in both glucose levels, BMI and blood pressure",Which ones were low or not and wether the AI considered that in a healthy range,,,,"PostTask_MentalModel: I think it factored in both glucose levels, BMI and blood pressure | PostTask_StrategyExample: Which ones were low or not and wether the AI considered that in a healthy range"
none,R_7arfHhy57BRFG9z,0.11180026149061251,0.12287754559834001,0.011077284107727504,0.3,0.23765903428274998,0.8,0.6,0.23772474590609374,1.0,0.2,0.062489372555699994,-0.062489372555699994,0.6,0.1336956521738,-0.1336956521738,0.0,0.0,0.0,0.2,0.04147400955325,-0.04147400955325,0.0,0.0,0.0,10.0,"I think BMI, and blood pressure were the ones that really determined the outcome.  I think lower numbers for those was better.","I tried to focus on lowering blood pressure, and BMI.  basically losing weight.  I think those would've helped the most.  I assumed any lowering of those two numbers would be helpful.",,,,"PostTask_MentalModel: I think BMI, and blood pressure were the ones that really determined the outcome.  I think lower numbers for those was better. | PostTask_StrategyExample: I tried to focus on lowering blood pressure, and BMI.  basically losing weight.  I think those would've helped the most.  I assumed any lowering of those two numbers would be helpful."
none,R_3pZ1OVs4kWTC7GB,0.12354808259950949,0.12287754559834001,-0.0006705370011694994,0.35,0.38581151771598,0.72,0.85,0.370788711919504,1.4,0.65,0.24570651249785,0.22615201496345,0.35,0.07173913043478,-0.03043478260878,0.35,0.061865874783445,0.03237647446995501,0.05,0.006500000000000001,0.006500000000000001,0.0,0.0,0.0,11.0,I think the main one was insulin and also blood pressure.,I changed the attributes that were too low or too high and made them balanced to the right amount.,,,,PostTask_MentalModel: I think the main one was insulin and also blood pressure. | PostTask_StrategyExample: I changed the attributes that were too low or too high and made them balanced to the right amount.
none,R_7IXNpixLXSjItSq,0.13203791230276002,0.12287754559834001,-0.009160366704419994,0.3,0.241715028124955,0.79,0.6,0.2069275678736718,1.05,0.1,0.04506036388365,0.04506036388365,0.15,0.044565217391290005,-0.044565217391290005,0.35,0.059391239792124996,0.032582694052634996,0.3,0.039995504355185,0.0028477100309150004,0.15,0.052702702702704995,0.04459459459459499,12.0,"looking at glucose, bmi, insulin and balancing these. seeing higher numbers made me consider a diabetes diagnosis.","I looked at high figures for more than just 1 category. I thought about age, too.",,,,"PostTask_MentalModel: looking at glucose, bmi, insulin and balancing these. seeing higher numbers made me consider a diabetes diagnosis. | PostTask_StrategyExample: I looked at high figures for more than just 1 category. I thought about age, too."
none,R_5F38AMuOCY994Y9,0.14717165269732752,0.12287754559834001,-0.024294107098987494,0.5,0.45374526013730004,0.6,0.7,0.4189723920566627,2.0,0.4,0.083319163407615,-0.083319163407615,0.85,0.20108695652185,-0.20108695652185,0.0,0.0,0.0,0.75,0.16933914020787,-0.16933914020787,0.0,0.0,0.0,13.0,"I think it focused on BMI, blood pressure and blood glucose. Higher or lower values for these categories definitely affected the predictions. ","I changed BMI first, followed by blood pressure then blood glucose. I changed them around -15 on average, depending on the severity. I tried changing them to ensure they represented 25% or less of the overall bar. My approach did not vary much between profiles it more depended on the severity of the values. ",,,,"PostTask_MentalModel: I think it focused on BMI, blood pressure and blood glucose. Higher or lower values for these categories definitely affected the predictions. | PostTask_StrategyExample: I changed BMI first, followed by blood pressure then blood glucose. I changed them around -15 on average, depending on the severity. I tried changing them to ensure they represented 25% or less of the overall bar. My approach did not vary much between profiles it more depended on the severity of the values."
none,R_3OpQ58fnUhzHRsd,0.150716795927065,0.12287754559834001,-0.027839250328724995,0.3,0.54550199705981,0.6799999999999999,0.6,0.3085626322381384,1.6,0.3,0.08714504335995,0.08714504335995,0.35,0.097826086956515,-0.034782608695615,0.7,0.31056669141305,0.31056669141305,0.25,0.0499641753301,-0.028081624051699998,0.0,0.0,0.0,14.0,I think that higher insulin led to diabetes as well as higher blood pressure,"It varied based on the above, but honestly it was a lot of guessing",,,self employed,"PostTask_MentalModel: I think that higher insulin led to diabetes as well as higher blood pressure | PostTask_StrategyExample: It varied based on the above, but honestly it was a lot of guessing | Q74_7_TEXT: self employed"
none,R_3ENoszlL5q7JglI,0.171135646306865,0.12287754559834001,-0.04825810070852499,0.95,0.8978499994710999,0.45,1.0,0.8914231604323801,2.75,0.95,0.387689168508825,0.097772487672275,0.2,0.022826086956514998,-0.0032608695651850004,0.9,0.29458467376056496,0.207972449063735,0.7,0.19275007024446,-0.10690207923571,0.0,0.0,0.0,15.0,"diabetes values are under 100 and no diabetics 120-140, bmi should be 25","I prioritized glucose and BMi, if a patient already have healthy BMI, I focused entirely on adjusting glucose",,,,"PostTask_MentalModel: diabetes values are under 100 and no diabetics 120-140, bmi should be 25 | PostTask_StrategyExample: I prioritized glucose and BMi, if a patient already have healthy BMI, I focused entirely on adjusting glucose"
none,R_6I5GvkY1dba6Sm6,0.2071518912118,0.12287754559834001,-0.08427434561346,0.95,1.04238368476285,0.43,1.0,0.9423397915740589,2.85,0.8,0.337102533582665,0.15941166468283502,0.65,0.20760869565224999,0.0010869565217500043,0.65,0.20640930462753498,0.08535840963456501,0.7,0.2763982860354,0.1041808092161,0.05,0.014864864864849999,-0.014864864864849999,16.0,"high insulin, blood pressure, and glucose levels prove a higher chance of developing diabetes, especially in older persons","i mostly made changes to the glucose, insulin and blood pressure, also the BMI",,,part time employed,"PostTask_MentalModel: high insulin, blood pressure, and glucose levels prove a higher chance of developing diabetes, especially in older persons | PostTask_StrategyExample: i mostly made changes to the glucose, insulin and blood pressure, also the BMI | Q74_7_TEXT: part time employed"
none,R_7xWlSJ5Zdqog9gt,0.23872968455759502,0.12287754559834001,-0.11585213895925502,0.5,0.9527351838092499,0.37,0.75,0.4268103251377927,3.15,0.7,0.17386498894746,-0.14240775378335,1.0,0.41195652173905,-0.41195652173905,0.65,0.088674420522935,-0.073001732244455,0.8,0.278239252599005,-0.278239252599005,0.0,0.0,0.0,17.0,bmi and glucose,attributes,,,,PostTask_MentalModel: bmi and glucose | PostTask_StrategyExample: attributes
none,R_6J90tRZsF1dbkUv,0.24004774137482002,0.12287754559834001,-0.11717019577648,0.55,0.45565041086115504,0.74,0.65,0.5402323169656862,1.3,0.4,0.12412854956639,-0.12412854956639,0.1,0.009782608695665,-0.009782608695665,0.0,0.0,0.0,0.8,0.32173925259900005,-0.32173925259900005,0.0,0.0,0.0,18.0,I noticed BMI and glucose levels were a driving factor towards the decision.,"I tried to keep BMI around 20, and make sure glucose levels weren't too high. I usually reduced either or both until they were in a range I deemed appropriate.",Demiboy,,,"PostTask_MentalModel: I noticed BMI and glucose levels were a driving factor towards the decision. | PostTask_StrategyExample: I tried to keep BMI around 20, and make sure glucose levels weren't too high. I usually reduced either or both until they were in a range I deemed appropriate. | Q70_3_TEXT: Demiboy"
none,R_1yltjaSsgo0dVO7,0.31042295554071,0.12287754559834001,-0.18754540994236998,1.0,1.43504643465295,0.33999999999999997,1.0,0.9336356570612967,3.3,0.95,0.466332256419025,0.07694269682027502,0.4,0.12065217391304998,-0.05760869565215,0.75,0.29334735626501,0.19126866287219,1.0,0.48579572913745006,0.10323124473175001,0.2,0.06891891891885,0.03648648648645,19.0,I weighed lower or higher glucose and BMI levels more heavily than the other aspects.,1. All attributes. 2. Drastic changes. 3. Wasn't sure.,,,,PostTask_MentalModel: I weighed lower or higher glucose and BMI levels more heavily than the other aspects. | PostTask_StrategyExample: 1. All attributes. 2. Drastic changes. 3. Wasn't sure.
